IDfg,Season,Age,G,PA
10762,2022,33,97,297
7739,2023,34,74,292
22168,2023,24,112,357
25816,2023,25,135,490
11379,2019,26,118,408
8203,2019,31,117,421
7007,2020,37,42,156
15223,2020,28,58,230
5343,2019,32,147,560
13743,2021,27,32,67
12158,2021,31,77,225
5517,2021,31,67,211
19950,2021,22,68,210
18821,2022,26,98,216
12981,2021,28,48,124
13355,2022,31,76,206
7802,2023,34,125,423
17273,2023,28,116,350
6887,2022,35,113,379
12979,2020,27,59,235
12092,2020,28,43,179
16930,2021,26,82,285
12979,2023,30,136,547
13755,2021,27,58,161
13897,2022,31,62,174
17452,2021,25,21,49
20352,2023,27,30,52
19508,2019,23,18,75
23772,2023,24,28,85
18345,2019,22,22,72
21635,2022,25,35,85
15429,2022,30,42,181
16623,2021,28,15,48
22823,2022,22,18,57
26517,2023,21,35,123
12649,2019,29,68,190
18171,2019,26,26,83
16578,2020,28,34,138
12434,2020,31,54,223
20325,2023,25,88,319
26149,2023,25,28,102
10542,2019,29,113,306
13602,2023,31,97,302
9892,2019,32,98,333
31837,2023,29,140,580
5930,2019,35,116,469
14551,2019,24,93,405
14350,2020,26,51,206
5297,2019,29,59,255
20003,2022,25,80,266
14811,2021,30,68,241
19683,2022,28,70,160
16219,2020,27,56,229
16153,2019,26,68,192
19296,2022,27,47,131
16153,2023,30,89,207
2829,2020,33,15,45
7216,2019,28,44,147
21454,2021,23,58,124
12037,2020,30,39,149
9777,2020,29,48,201
15794,2022,28,113,408
13185,2022,27,68,234
13613,2020,26,45,195
14161,2023,29,85,347
8418,2021,31,109,209
19508,2021,25,36,147
19600,2022,25,115,355
16997,2020,23,42,160
8623,2022,34,80,304
12434,2019,30,161,645
16357,2023,29,64,185
3516,2022,32,104,419
12371,2021,32,76,242
10243,2021,29,149,545
2900,2022,33,21,69
12434,2021,32,124,347
18882,2022,27,65,266
13590,2022,28,136,547
21693,2023,24,53,156
10323,2022,31,118,371
2967,2022,34,144,622
14712,2023,28,99,336
19858,2019,22,108,406
20332,2022,26,98,350
19913,2022,24,98,343
15038,2021,26,32,60
15730,2021,26,103,145
12981,2019,26,45,142
20202,2021,23,70,260
15271,2022,31,66,177
16375,2021,26,72,238
18721,2019,28,89,231
18721,2021,30,120,347
17128,2022,27,94,383
11339,2021,30,99,198
15402,2021,30,87,290
13152,2020,26,55,226
11476,2022,30,62,197
13499,2021,30,97,325
13593,2021,27,64,154
16512,2023,28,115,361
19928,2022,25,105,172
4866,2019,34,130,452
12158,2019,29,75,242
14109,2022,28,64,235
13807,2019,28,60,174
22563,2023,23,122,345
13620,2022,27,104,354
25332,2023,23,57,204
19346,2022,28,47,117
10954,2019,31,33,70
21538,2023,26,108,323
22277,2022,23,100,326
13265,2019,28,90,289
9952,2021,30,15,35
21270,2023,27,21,43
10030,2021,29,21,50
13499,2022,31,14,42
4949,2019,29,18,72
9929,2020,33,40,100
15679,2020,25,35,127
19983,2022,25,22,59
20437,2022,23,12,41
14942,2020,28,33,89
19273,2022,26,27,84
21558,2021,24,34,77
9433,2021,33,20,68
19901,2021,25,54,179
18032,2022,27,30,91
16686,2022,28,36,111
17766,2020,26,31,112
8259,2019,35,85,309
19717,2022,26,42,142
20505,2022,23,32,109
20321,2022,26,46,110
4314,2020,36,54,223
4892,2020,31,44,163
25961,2022,24,31,113
9256,2019,31,86,342
19966,2021,26,133,453
16542,2019,23,42,168
19683,2019,25,51,142
16424,2021,27,62,193
10243,2023,31,118,471
17710,2019,26,99,268
21614,2021,24,28,83
14221,2020,28,43,174
18568,2020,23,32,121
16885,2020,27,30,103
10954,2021,33,15,33
17484,2023,26,120,489
12164,2020,27,53,205
4062,2019,33,150,574
16403,2019,23,79,244
9054,2019,32,121,500
14593,2022,29,41,127
20521,2020,23,29,109
13854,2020,30,21,60
19610,2021,22,29,96
10264,2019,31,156,616
10459,2019,30,84,221
14344,2020,26,60,245
15124,2023,30,43,67
15279,2023,32,123,457
6589,2019,34,76,139
14137,2019,25,41,128
13658,2019,28,37,58
12160,2019,27,134,356
20003,2020,23,59,246
13359,2022,31,105,334
10681,2023,31,62,228
10847,2020,30,30,127
16478,2020,27,59,224
9847,2022,35,134,580
14350,2021,27,133,533
19844,2021,24,95,375
20391,2023,23,122,482
16451,2021,26,69,156
15518,2023,27,142,545
9256,2022,34,138,527
14712,2020,25,47,159
14128,2020,26,57,226
19455,2023,26,92,315
14477,2020,27,42,123
15674,2023,28,72,206
13324,2023,31,86,286
14894,2020,28,49,114
12510,2022,33,57,176
16162,2019,26,27,49
10028,2023,31,104,332
16424,2022,28,83,234
13853,2019,29,75,263
19296,2023,28,128,439
18015,2023,29,112,400
12325,2023,33,134,430
21614,2022,25,106,278
19422,2022,27,62,205
25479,2023,25,126,431
15104,2022,30,37,91
21479,2020,23,48,126
13338,2020,28,40,126
10310,2019,29,31,64
18887,2023,29,73,193
18498,2019,31,41,61
13743,2019,25,40,65
24770,2022,25,4,16
16496,2023,27,15,15
22209,2020,22,10,33
18316,2019,25,28,56
19151,2021,23,11,25
5486,2019,30,17,38
17932,2019,25,30,37
12950,2020,27,11,45
13755,2020,26,7,26
12005,2023,33,29,79
25660,2022,24,11,45
19352,2019,24,20,60
12546,2020,30,13,52
4949,2020,30,23,94
19294,2019,24,33,135
24589,2023,26,32,102
19864,2023,27,44,158
7859,2020,33,59,247
24618,2020,23,26,62
12981,2020,27,25,60
9627,2020,32,30,119
5517,2020,30,16,48
19698,2023,27,107,385
22514,2022,22,27,95
17710,2021,28,120,234
21716,2023,24,49,149
5913,2020,29,16,63
17954,2021,27,81,238
4220,2021,36,110,273
4962,2020,34,52,213
16909,2019,26,149,503
18363,2023,26,36,126
9927,2020,36,49,158
9776,2020,33,44,135
13145,2023,30,150,617
26197,2023,25,152,615
21479,2019,22,20,82
17484,2021,24,55,231
16530,2019,24,30,111
13807,2021,30,64,173
20056,2022,26,35,125
19948,2023,24,48,95
16448,2020,25,20,54
16426,2019,23,35,69
18042,2023,30,67,165
13799,2019,27,47,27
19859,2023,26,39,105
19363,2020,24,33,134
9776,2019,32,121,511
20157,2023,28,43,139
15464,2023,31,140,548
13324,2019,27,92,211
14811,2022,31,135,568
17969,2019,22,22,34
15191,2019,27,124,370
18900,2020,21,33,134
12147,2022,32,17,54
18839,2021,24,69,250
13897,2023,32,22,47
13355,2023,32,78,199
11902,2020,27,54,231
13419,2021,30,115,445
15223,2023,31,141,455
14221,2022,30,72,306
25805,2023,25,110,344
7476,2021,34,34,111
11902,2021,28,103,255
15730,2019,24,43,108
15055,2021,26,81,263
19844,2019,22,25,89
11339,2023,32,46,83
19960,2022,24,43,117
13770,2023,32,89,243
14350,2022,28,128,433
16535,2020,25,43,147
14894,2019,27,110,279
17273,2021,26,89,209
12180,2022,29,82,274
26368,2023,25,82,303
13770,2021,30,51,157
11339,2022,31,31,82
21524,2022,25,97,291
5760,2020,29,53,207
19318,2023,28,95,307
27684,2023,25,129,461
12282,2023,29,59,157
13788,2022,31,93,272
11936,2019,28,142,491
20311,2023,27,93,323
13620,2020,25,39,129
14477,2022,29,54,177
11602,2019,27,149,555
11400,2021,28,112,344
10556,2022,32,147,617
10472,2022,30,93,402
20352,2021,25,40,133
27506,2021,25,117,298
20233,2022,23,122,347
22458,2021,24,54,176
5497,2020,31,53,199
16622,2020,23,41,120
15730,2020,25,52,105
5343,2023,36,94,320
18363,2022,25,132,407
20308,2022,26,52,160
5497,2022,33,86,207
4930,2019,35,32,53
17109,2022,25,26,75
12972,2021,28,22,39
14875,2019,27,30,49
5524,2019,29,37,76
21646,2020,21,3,9
17988,2020,23,8,20
25111,2022,26,16,34
28080,2023,20,8,33
21293,2022,26,14,28
11339,2020,29,16,34
12547,2021,31,10,31
13807,2020,29,24,89
15279,2020,29,34,133
17838,2019,24,83,337
25643,2023,25,11,33
14691,2020,26,22,54
23818,2022,22,10,37
19251,2020,25,57,239
13355,2021,30,15,34
5275,2020,34,16,62
22275,2021,25,15,42
17023,2019,23,15,42
27630,2023,24,19,68
24729,2023,23,51,199
13675,2020,26,22,41
19611,2020,21,60,243
11737,2020,28,60,242
11615,2021,28,51,88
15878,2023,28,30,90
19611,2019,20,123,514
22275,2022,26,51,183
27555,2023,24,19,73
20599,2023,23,13,44
4403,2020,40,18,30
14145,2020,26,13,24
21711,2023,24,9,40
14388,2020,25,26,86
12325,2020,30,26,61
1744,2020,37,57,231
18063,2021,29,36,107
19698,2022,26,53,174
27562,2023,23,19,75
26365,2023,24,24,45
17278,2021,25,74,279
16434,2022,27,87,300
5254,2023,33,115,420
11899,2021,29,137,481
15214,2019,27,118,420
10243,2022,30,141,538
20325,2021,23,59,231
14329,2021,26,49,148
9368,2023,37,74,237
22197,2023,24,148,602
14103,2020,26,54,204
12861,2021,31,58,249
21622,2021,23,24,70
21523,2022,25,103,431
19955,2019,21,23,82
18433,2022,29,74,229
16357,2021,27,53,87
10472,2020,28,48,148
12533,2020,29,53,236
18289,2023,30,96,361
23986,2023,22,24,92
22209,2022,24,44,132
5517,2019,29,18,57
9134,2020,34,22,80
12977,2019,26,22,55
19890,2023,27,86,283
18015,2020,26,45,174
14553,2022,27,55,171
12434,2023,34,81,206
12510,2021,32,77,231
14968,2020,26,44,132
10346,2019,28,26,70
18289,2022,29,98,383
20468,2021,23,18,32
27461,2020,32,54,183
16337,2021,25,73,216
23792,2023,23,125,402
12859,2023,33,70,226
16403,2022,26,93,299
15181,2019,27,97,247
23698,2023,22,26,108
12859,2021,31,121,412
15518,2020,24,46,147
14636,2021,30,24,77
19997,2020,25,27,66
8090,2020,34,50,169
16623,2019,26,89,256
19151,2023,25,19,71
12294,2019,28,32,102
19615,2022,26,32,85
12282,2022,28,135,472
19326,2020,25,55,208
11338,2021,30,16,38
15711,2020,25,50,157
10199,2021,30,71,135
10323,2023,32,47,136
14773,2022,26,69,190
17479,2021,25,17,26
17277,2021,25,39,23
15038,2019,24,29,58
6887,2021,34,125,426
12564,2023,30,43,168
8418,2020,30,44,101
22799,2022,22,148,500
7007,2022,39,80,270
19316,2021,26,26,37
12976,2021,28,88,312
20287,2021,23,39,98
13361,2019,28,36,61
14735,2019,25,30,79
2900,2020,31,32,110
4930,2021,37,30,51
8779,2021,34,30,59
14765,2021,24,32,70
14444,2019,32,30,67
17995,2021,24,28,53
16149,2021,28,33,63
16953,2022,27,1,4
16269,2019,26,31,3
21183,2021,23,14,7
19877,2023,27,2,5
19844,2023,26,9,21
15873,2021,29,32,5
11602,2020,28,12,21
12977,2023,30,3,8
13675,2019,25,15,12
19727,2022,26,3,11
8879,2019,31,5,19
21538,2021,24,14,34
8223,2019,31,31,8
20332,2021,25,6,11
19290,2019,24,19,23
18525,2021,25,32,8
19873,2023,27,12,29
16313,2020,25,12,45
18063,2019,27,30,53
12284,2020,32,17,38
9077,2020,34,5,21
14503,2020,26,52,216
17216,2022,26,9,14
16623,2023,30,22,28
15104,2020,28,13,34
16404,2019,23,21,30
11379,2021,28,25,58
22799,2021,21,11,37
21560,2021,24,18,49
16524,2020,28,36,85
19552,2022,27,12,27
16271,2019,26,23,50
17750,2021,26,53,134
19964,2023,23,11,37
8202,2020,32,33,91
3410,2020,36,39,141
19566,2020,24,21,76
14130,2023,30,104,319
19334,2021,33,112,289
16285,2021,26,16,38
25353,2023,27,25,71
14140,2021,27,63,90
26208,2023,25,10,34
15905,2021,25,108,378
21501,2023,26,58,212
15654,2023,28,48,147
12649,2021,31,111,312
4106,2023,36,15,57
15711,2019,24,60,151
13301,2020,29,58,248
18063,2022,30,66,162
16725,2020,27,24,83
14320,2021,29,116,240
15191,2021,29,75,233
14593,2020,27,45,145
17954,2020,26,36,114
21635,2021,24,52,131
4062,2020,34,31,101
19901,2022,26,124,410
20220,2023,24,17,62
5222,2021,33,89,362
20391,2022,22,93,377
20543,2022,23,53,185
15487,2021,26,76,220
17907,2023,26,46,192
16572,2022,29,111,467
14735,2020,26,35,59
5223,2020,33,32,101
19818,2023,27,91,264
13325,2021,30,10,19
15794,2021,27,107,331
15191,2020,28,24,61
785,2020,34,45,172
16451,2019,24,45,70
27684,2022,24,52,194
20529,2022,24,28,94
12861,2023,33,43,183
19928,2023,26,89,139
19896,2023,27,126,403
21501,2021,24,79,301
18721,2020,29,15,36
19262,2020,25,53,184
12758,2021,29,39,97
11489,2019,28,53,97
19262,2021,26,147,494
8722,2020,33,27,92
18889,2020,26,33,114
16424,2020,26,29,92
22532,2023,24,64,168
20926,2022,24,39,125
15941,2022,32,110,397
21558,2022,25,117,357
21622,2023,25,99,312
13621,2019,25,94,386
7476,2020,33,23,62
14813,2020,29,32,70
17161,2020,28,15,48
5306,2019,33,40,82
19953,2022,24,52,198
17611,2019,26,23,25
12037,2021,31,85,271
15730,2023,28,26,55
25813,2023,25,26,45
13369,2020,28,50,193
14950,2022,28,52,166
22261,2022,24,55,181
21524,2020,23,33,111
15482,2022,28,80,276
14145,2019,25,74,237
17620,2023,28,147,518
13546,2021,28,28,62
13546,2022,29,44,87
20521,2022,25,59,228
3184,2021,35,39,18
13546,2020,27,41,116
19432,2021,23,43,166
16530,2022,27,104,265
21318,2021,25,18,31
14765,2019,22,37,18
10200,2022,31,94,308
19339,2020,25,56,192
20339,2021,27,35,17
17736,2022,27,13,33
10200,2023,32,47,123
19806,2022,27,57,167
16285,2019,24,18,46
25867,2022,24,26,84
2036,2021,33,24,39
19291,2021,25,23,42
17479,2019,23,38,66
12970,2019,26,46,61
10131,2019,30,34,80
2233,2019,37,31,59
5524,2021,31,28,52
14107,2021,30,34,62
4153,2021,35,25,30
1157,2021,34,4,1
7115,2021,36,67,1
18376,2021,27,9,1
8048,2019,29,63,2
8823,2019,32,50,1
10819,2019,28,12,1
12447,2019,29,61,1
19677,2019,24,33,2
11423,2021,32,29,2
19953,2021,23,2,2
3201,2019,35,69,2
22217,2020,21,1,4
14467,2021,28,6,3
16904,2019,30,8,3
21127,2023,27,1,2
17837,2021,25,2,2
17897,2021,27,22,3
19349,2019,22,46,2
20493,2021,24,5,10
19608,2022,23,8,10
15654,2020,25,2,3
17948,2019,25,32,3
16448,2019,24,9,7
15047,2021,29,49,3
19181,2023,28,2,6
18395,2020,23,1,4
11145,2019,30,8,8
17326,2023,26,5,10
22202,2023,24,6,9
14843,2020,28,23,1
17034,2021,25,12,2
5221,2019,34,26,2
19358,2023,28,8,22
17285,2021,25,21,2
17585,2021,25,2,2
18000,2021,23,25,2
19312,2021,26,40,2
21224,2021,25,20,2
10655,2022,32,1,3
21711,2021,22,2,9
13699,2021,27,24,3
19268,2021,25,11,3
19665,2021,25,2,3
16727,2019,27,13,3
22581,2020,21,9,25
20040,2020,23,5,15
19556,2020,23,2,9
11155,2020,30,3,7
13897,2019,28,5,12
12782,2021,31,2,6
19896,2021,25,6,14
12174,2019,26,5,21
18083,2021,27,4,8
14567,2019,24,9,20
24273,2022,21,1,4
9388,2021,36,36,5
15423,2021,30,30,4
15440,2021,30,15,5
19206,2021,26,2,4
23252,2021,24,19,7
12779,2021,30,9,15
18288,2022,28,3,9
11342,2020,30,51,216
14555,2020,26,9,33
10542,2020,30,25,75
13905,2019,28,14,33
22209,2023,25,21,45
16398,2020,25,2,5
12664,2021,30,6,8
8362,2019,33,31,5
18316,2022,28,27,92
14885,2020,27,52,150
18889,2019,25,16,40
26121,2022,20,5,14
10700,2019,30,14,26
19522,2021,25,14,36
19566,2019,23,50,169
7870,2021,35,7,23
13167,2019,26,31,80
14503,2019,25,151,599
10348,2019,26,121,507
10700,2021,32,9,24
27676,2023,25,61,260
7949,2019,29,88,328
4579,2020,30,16,63
13910,2021,31,5,8
16192,2021,27,4,8
31166,2023,24,13,33
4314,2023,39,65,242
8259,2020,36,33,129
18288,2021,27,22,38
18400,2022,24,76,274
14523,2019,25,96,341
6013,2019,27,10,24
15937,2020,29,17,59
15170,2019,24,95,260
10131,2021,32,5,7
14567,2020,25,16,42
20404,2022,26,6,22
17423,2021,28,68,262
3298,2019,30,108,144
14387,2019,24,119,446
26477,2023,25,15,44
19909,2020,22,23,77
17954,2023,29,40,78
26151,2022,24,34,98
14130,2020,27,39,136
19334,2022,34,94,327
16729,2019,27,28,48
12160,2020,28,40,127
1177,2021,41,109,296
17548,2020,26,34,102
18360,2020,23,51,206
18054,2020,26,13,54
15112,2020,25,52,193
10762,2020,31,52,210
6609,2020,30,47,159
22715,2022,22,9,23
26466,2022,24,18,65
21837,2023,25,34,103
17161,2019,27,19,54
27459,2020,28,51,185
18054,2023,29,52,108
20220,2021,22,35,140
15161,2022,31,54,215
19983,2023,26,32,86
17023,2020,24,19,53
12160,2022,30,115,423
9308,2019,31,106,342
18365,2021,24,40,128
14813,2019,28,97,197
15697,2022,27,8,11
19828,2023,28,19,46
15104,2023,31,34,104
16434,2019,24,16,57
16909,2022,29,42,128
9807,2019,31,52,163
14453,2019,26,25,85
10264,2022,34,78,298
6547,2021,34,46,127
13836,2019,28,46,169
13546,2019,26,44,122
10197,2019,28,19,3
17642,2021,29,4,6
18331,2021,27,24,4
19409,2021,26,27,4
5257,2019,29,48,4
12545,2019,29,18,4
16317,2019,26,11,7
5038,2023,37,51,189
24262,2023,22,28,89
18126,2022,28,77,251
22266,2023,23,30,84
19348,2021,25,70,240
23359,2022,23,77,206
3648,2021,37,25,78
25660,2023,25,138,455
16530,2021,26,74,187
17321,2021,25,43,124
17062,2021,28,31,82
26299,2022,24,26,102
19918,2020,23,37,115
24273,2023,22,59,213
18555,2019,22,9,5
17022,2019,23,8,10
5275,2019,33,48,160
15274,2020,29,43,111
16424,2023,29,39,90
22164,2021,24,5,16
6195,2019,37,87,281
19780,2022,30,14,47
16953,2020,25,24,64
15429,2020,28,34,147
23733,2022,23,58,220
20275,2021,22,28,75
14942,2019,27,74,160
25616,2023,21,14,45
11936,2020,29,41,141
14128,2022,28,126,410
18027,2021,25,45,150
8879,2021,33,9,30
19931,2021,24,58,108
28163,2023,19,7,36
11379,2020,27,37,120
5297,2021,31,32,126
12180,2021,28,92,311
11859,2019,27,11,34
17338,2021,24,125,450
17321,2023,27,48,96
19788,2023,29,54,160
19388,2019,25,11,14
11189,2019,27,35,36
22505,2022,23,30,94
14950,2020,26,35,127
20017,2023,27,61,149
5209,2020,36,50,184
23378,2021,23,21,56
19931,2022,25,79,136
15467,2019,27,34,6
14843,2019,27,105,53
16623,2020,27,16,32
17723,2022,28,42,116
19354,2022,27,22,72
3448,2020,37,24,68
19361,2019,24,32,8
19859,2022,25,25,83
13620,2023,28,52,151
2900,2021,32,44,161
12147,2023,33,72,210
19928,2021,24,90,197
16947,2022,26,31,92
15271,2023,32,51,145
19244,2019,25,16,8
14196,2022,27,125,349
12859,2022,32,61,191
5000,2020,35,26,81
13897,2020,29,15,50
5358,2021,32,67,5
10123,2019,31,34,4
19615,2021,25,6,8
21293,2023,27,23,28
11472,2022,30,5,17
19644,2022,27,22,25
14773,2020,24,10,13
4338,2019,29,41,21
17432,2019,26,18,24
14735,2022,28,83,225
19388,2021,27,17,19
20122,2022,27,28,61
23796,2021,21,32,28
4806,2019,39,13,20
14862,2019,29,33,23
16977,2021,29,23,28
8753,2019,32,31,34
2608,2019,31,25,25
17085,2019,23,22,36
12703,2019,28,34,22
4371,2019,32,9,13
15689,2021,28,33,59
12768,2019,29,34,60
10123,2021,33,31,30
22487,2021,23,14,22
13273,2019,29,32,24
16977,2019,27,26,44
3137,2019,34,29,61
12049,2019,29,31,64
19361,2021,26,28,59
16149,2019,26,34,70
10310,2021,31,33,73
2233,2021,39,34,74
9323,2021,31,31,63
13431,2021,30,33,58
19952,2022,24,2,2
3298,2023,34,1,1
12777,2019,29,66,1
18551,2021,24,2,4
17893,2021,24,6,18
18288,2020,26,3,7
17117,2021,28,29,1
17783,2021,26,72,1
19309,2021,28,53,1
20263,2021,22,1,1
23779,2021,24,21,1
10855,2019,28,3,1
13696,2019,25,52,1
17734,2022,27,64,1
6848,2020,33,2,2
13490,2020,26,4,4
20191,2021,25,46,2
3184,2019,33,22,2
5448,2019,35,48,2
13896,2019,24,9,2
15440,2019,28,32,2
17878,2019,23,3,2
16729,2020,28,2,5
15830,2019,29,8,4
19627,2020,25,7,21
22842,2023,23,6,17
20503,2020,22,4,10
7216,2020,29,5,11
19610,2020,21,2,8
18872,2020,22,3,7
3531,2019,34,5,13
15988,2020,24,1,4
16680,2022,28,2,4
15971,2021,26,3,4
11381,2023,34,3,6
15983,2019,24,69,246
16211,2019,26,39,78
11287,2019,31,43,129
20186,2019,23,18,11
19521,2020,26,12,34
19703,2020,26,7,17
9433,2022,34,8,11
19477,2021,26,2,7
3648,2019,35,9,20
10030,2020,28,17,44
7996,2019,30,128,373
2829,2023,36,4,12
15608,2020,28,8,16
1159,2020,34,2,4
18360,2019,22,80,297
14221,2021,29,149,602
19892,2020,24,12,44
15447,2019,27,47,187
19864,2021,25,47,120
5452,2020,29,42,145
16434,2020,25,15,54
4220,2019,34,52,190
16291,2021,26,2,6
7859,2022,35,135,577
33189,2023,21,29,132
8879,2020,32,5,11
10953,2020,31,39,102
21560,2023,26,48,123
22263,2022,22,89,313
12858,2020,29,50,164
5227,2021,36,5,14
17276,2020,24,5,7
19392,2020,25,4,7
12552,2021,29,145,574
19514,2023,28,70,241
5222,2020,32,42,166
14523,2020,26,48,178
13329,2022,31,41,111
11850,2019,27,89,179
5930,2020,36,37,141
16375,2023,28,20,32
12384,2019,29,11,30
17766,2021,27,100,318
5486,2022,33,15,37
17982,2019,24,69,201
12858,2021,30,72,271
12758,2019,27,17,52
25816,2022,24,40,153
14567,2023,28,24,71
11875,2019,27,84,294
21304,2022,26,10,21
1433,2020,32,45,155
14352,2022,28,16,39
24400,2022,25,40,103
13329,2019,28,78,226
11489,2020,29,38,99
17696,2023,29,74,253
13329,2021,30,55,170
20178,2023,23,81,304
7435,2019,38,47,176
14523,2022,28,8,21
19151,2020,22,1,3
19892,2022,26,75,277
2859,2021,35,53,3
15502,2021,26,4,3
17611,2021,28,43,3
18498,2021,33,23,4
18519,2021,25,57,3
20277,2021,25,8,3
21524,2021,24,2,6
15672,2020,25,36,152
5702,2019,34,72,3
6249,2019,31,38,3
15071,2019,27,7,3
18138,2019,24,24,3
15878,2021,26,45,162
10839,2019,27,29,43
18063,2023,31,14,30
24729,2022,22,5,16
11481,2023,31,23,86
17468,2019,24,20,79
19755,2020,25,46,175
14350,2023,29,64,169
16725,2019,26,40,126
21987,2021,22,31,93
20126,2023,24,76,255
20263,2022,23,2,5
19890,2021,25,29,98
20626,2023,27,11,38
11368,2023,34,118,405
21618,2021,24,115,417
21127,2022,26,61,156
19997,2023,28,93,254
20572,2023,27,49,148
15055,2019,24,16,43
18032,2020,25,16,36
15654,2021,26,116,300
16622,2023,26,52,177
19643,2021,25,30,81
26396,2023,25,90,232
14968,2021,27,116,356
11859,2021,29,17,37
25040,2022,25,8,7
14320,2019,27,43,144
4940,2021,31,104,353
18126,2020,26,16,44
12198,2022,29,28,59
20036,2021,22,23,85
15482,2020,26,23,56
5254,2022,32,129,477
18839,2020,23,40,104
13836,2022,31,77,247
13012,2021,31,7,7
11241,2020,32,24,43
16417,2022,25,93,224
5000,2021,36,78,238
21562,2021,24,10,33
12268,2019,31,12,25
5485,2019,29,14,24
19683,2021,27,57,169
13329,2023,32,19,54
16953,2021,26,9,18
21562,2022,25,32,109
17468,2021,26,85,295
14894,2023,31,124,419
6938,2021,34,4,12
15817,2019,24,9,27
5384,2019,30,133,285
16221,2020,27,20,50
12174,2020,27,30,94
19514,2022,27,97,293
22532,2022,23,24,86
16729,2021,29,32,61
12981,2022,29,18,47
9784,2021,33,40,5
16269,2021,28,26,5
19635,2019,24,25,61
15905,2019,23,7,16
18123,2023,28,29,31
19955,2020,22,19,69
13408,2022,31,12,42
21746,2023,24,21,61
14553,2020,25,42,149
15124,2022,29,38,46
19896,2022,26,27,56
12399,2021,31,16,29
12990,2021,28,4,9
16524,2021,29,7,9
19552,2020,25,4,12
13338,2023,31,49,146
16357,2022,28,6,16
18872,2023,25,7,11
19878,2022,26,14,25
19779,2022,29,5,7
14773,2019,23,28,84
8609,2019,31,29,83
18395,2023,26,10,37
14773,2023,27,39,112
24703,2022,26,58,187
20047,2021,25,5,11
19577,2020,26,15,18
17062,2022,29,2,8
18083,2020,26,14,32
13151,2020,27,2,6
15490,2020,24,3,6
17910,2022,25,3,6
19964,2022,22,7,6
19710,2021,26,3,6
16623,2022,29,46,134
18015,2022,28,77,237
21524,2023,26,30,95
22505,2023,24,10,29
14329,2019,24,16,30
20242,2022,25,47,151
7087,2019,33,20,41
18142,2022,28,24,72
13132,2020,30,1,4
7738,2021,32,19,2
11674,2021,29,29,2
13346,2021,30,19,2
19479,2021,26,21,2
19899,2021,25,2,2
27468,2021,21,5,2
14309,2019,26,16,2
17276,2022,26,5,12
17642,2022,30,2,4
3648,2020,36,2,4
16852,2020,27,1,4
19948,2020,21,2,4
12917,2021,28,24,4
15463,2021,28,9,5
15474,2021,26,31,4
15823,2021,25,63,4
17806,2021,27,8,5
18413,2021,26,20,4
19447,2021,24,17,4
19884,2021,25,5,4
25385,2021,25,35,4
3292,2019,32,12,5
3542,2019,30,23,4
6627,2019,33,59,5
9149,2019,29,7,10
11674,2019,27,7,11
15474,2019,24,29,4
16768,2019,27,14,4
17277,2019,23,37,5
18064,2019,26,30,4
15214,2022,30,5,14
17216,2021,25,9,11
15291,2021,29,7,8
13854,2023,33,6,13
13254,2021,30,12,21
12976,2022,29,105,338
22871,2021,21,25,50
14738,2020,27,37,89
17839,2020,23,9,18
6547,2020,33,9,22
25040,2023,26,9,21
13854,2021,31,8,28
17932,2023,29,25,40
20287,2023,25,32,79
22164,2022,25,15,35
15402,2020,29,21,47
14515,2021,27,4,7
13804,2019,25,9,7
17468,2020,25,4,12
23296,2023,24,4,9
13781,2019,28,7,12
19990,2019,21,6,9
10416,2021,29,6,12
19926,2021,24,27,8
20739,2021,24,5,8
21690,2021,23,7,7
11400,2020,27,4,7
5124,2019,35,2,7
12394,2022,33,3,10
11400,2019,26,7,17
15156,2019,27,12,17
2520,2021,34,28,5
7274,2021,37,67,7
19244,2021,27,32,7
20539,2021,23,14,5
16300,2019,24,24,6
20395,2019,23,17,17
24597,2023,23,8,8
19318,2021,26,3,8
10199,2020,29,31,36
20157,2022,27,15,22
14663,2021,29,24,34
12719,2022,29,8,14
21844,2021,23,8,11
16918,2019,25,13,21
13183,2019,26,35,55
14078,2019,27,29,39
16593,2021,24,10,15
13183,2021,28,33,44
4153,2019,33,24,50
15734,2019,23,28,10
14509,2019,27,29,29
13769,2022,26,15,54
4972,2019,35,27,46
19546,2021,26,4,3
9132,2021,31,32,3
19170,2021,26,1,3
20492,2021,24,30,3
23550,2021,23,14,4
10190,2019,27,15,3
11753,2019,27,73,3
14764,2019,26,32,3
18318,2019,25,16,3
19563,2022,27,1,3
20533,2022,27,4,6
5751,2020,29,3,6
8246,2021,34,35,33
15139,2021,28,16,6
19795,2021,26,32,8
4869,2019,29,33,6
13475,2019,26,33,6
16291,2019,24,3,6
16094,2021,27,27,18
11762,2019,26,32,69
12718,2021,28,28,46
12434,2022,33,4,13
12768,2021,31,26,43
17995,2019,22,9,11
17312,2021,25,20,13
12880,2021,31,31,40
14875,2021,29,45,25
27458,2021,32,27,29
6345,2019,30,23,41
19374,2021,26,34,82
10587,2019,30,39,10
13658,2022,31,10,8
12880,2019,29,5,8
14682,2019,26,47,7
17186,2019,26,14,24
16162,2021,28,30,58
16981,2019,26,25,43
17594,2021,25,24,32
17432,2021,28,32,16
2539,2021,33,3,12
20167,2021,23,9,13
16918,2021,27,13,22
12972,2019,26,28,20
11346,2021,32,4,4
16233,2021,27,23,5
25007,2021,25,41,4
11694,2019,27,25,8
17807,2019,25,3,4
