IDfg,Season,Age,G,PA,TBF
1011305,1999,25,12,,45
1003018,2001,25,7,,44
1012304,2000,28,15,,90
1003716,2000,27,11,,58
1008987,1999,30,3,,23
63,2001,24,9,,50
1014120,2000,27,5,,35
1028,2001,23,16,,87
1243,2001,26,3,,12
403,2002,31,3,,20
1607,2002,24,10,,43
1005667,1998,29,2,,38
566,2002,27,17,,94
1454,2000,28,11,,99
192,2002,33,24,,134
668,1998,21,10,,45
1584,2002,24,4,,27
1087,2002,24,12,,94
618,2000,25,11,,44
324,2001,29,5,,57
1008640,2000,33,15,,61
1000845,1998,28,2,,11
1140,2000,28,4,,24
618,2001,26,17,,52
1002224,2001,26,1,,7
1012859,2001,39,1,,8
85,2002,22,1,,18
960,2000,26,12,,60
897,1999,23,17,,78
742,2002,29,5,,19
552,1999,29,4,,9
678,1999,28,2,,9
125,2001,24,6,,143
805,1999,28,13,,47
1257,2001,26,17,,70
1798,1999,25,4,,18
1011295,2001,29,3,,21
1009464,1998,28,19,,104
1002819,1998,27,41,,243
511,1998,29,6,,39
1009968,1998,36,23,,141
1001053,2000,24,13,,63
1009326,2001,33,15,,193
667,1999,42,65,,144
526,1998,23,4,,16
1012304,1999,27,8,,49
1005840,2000,25,2,,7
1008453,2001,29,15,,64
587,2001,24,21,,117
1453,2002,34,13,,51
617,1999,22,7,,34
277,2000,25,2,,21
1009213,1999,35,5,,21
1001592,2000,24,4,,27
996,1999,31,12,,80
1003584,1998,25,18,,74
1011305,2000,26,3,,12
1013362,1998,26,25,,72
1004206,1998,21,8,,204
1010682,1999,25,6,,81
39,2002,34,17,,86
1215,2002,24,8,,150
1004251,2001,32,9,,82
1003603,1998,23,3,,17
1005409,1998,28,4,,61
1012305,2000,25,3,,20
1013959,2001,30,14,,80
1007501,1999,36,2,,6
851,2002,30,2,,6
1468,2001,23,4,,28
1011010,1999,28,3,,12
1009,2001,30,9,,50
1001124,1999,41,1,,7
672,2002,37,1,,7
915,1999,22,15,,69
1511,1998,29,12,,82
1008453,2000,28,13,,43
1000548,1999,26,5,,25
919,2000,27,3,,16
1012802,2001,37,8,,17
75,2002,37,5,,92
1003603,2000,25,2,,12
1005990,2000,30,24,,121
296,2001,23,11,,54
1003603,2001,26,8,,22
532,2000,25,17,,322
1010490,2000,24,11,,121
1521,2000,24,2,,15
1426,1999,37,19,,60
679,1998,29,3,,19
59,1998,23,1,,22
1004410,1998,22,3,,47
1009257,2000,24,4,,28
1463,2002,31,9,,42
1219,1999,29,6,,44
672,2000,35,2,,59
972,1998,23,2,,9
1003804,1998,24,2,,11
1010159,1998,29,1,,4
1010660,1998,25,1,,6
1013886,1998,31,1,,7
192,2000,31,1,,5
1858,2000,24,4,,52
1005158,2000,25,1,,6
681,2001,28,1,,5
1012257,2001,23,1,,5
1435,2002,24,4,,28
1004833,1998,26,3,,5
1964,1998,25,6,,38
1474,2002,25,20,,71
1000267,1998,25,5,,30
452,1999,24,5,,31
1010669,2000,28,6,,43
532,1998,23,4,,25
446,2002,25,24,,140
1059,2000,24,3,,20
1012106,2000,27,3,,20
1494,2002,23,5,,29
1013695,1999,25,8,,52
1010708,1998,25,3,,15
72,2002,36,2,,9
1009130,2001,28,2,,21
542,1999,22,3,,31
1011106,2001,28,7,,47
1013717,1998,25,4,,15
1083,2002,26,3,,15
842,2000,26,2,,39
1013777,2001,31,4,,84
1007649,2001,29,4,,28
864,1999,25,1,,10
1653,2001,33,2,,34
1011010,1998,27,9,,38
963,2000,25,4,,15
712,1999,27,1,,7
167,1999,24,1,,8
1009755,1999,30,8,,56
59,1999,24,1,,21
485,2002,31,6,,17
870,2001,26,2,,13
1219,2002,32,2,,11
1003618,1998,23,1,,6
1005111,1998,25,1,,6
1006926,1999,28,2,,6
1517,2002,27,1,,2
1301,2002,25,5,,20
1003714,1998,31,1,,17
2010,2000,22,4,,18
1005158,1999,24,7,,33
1012327,1999,24,2,,12
1009668,1998,25,1,,6
1007816,1999,27,1,,8
1011489,2000,33,2,,13
1381,2000,29,1,,6
1477,2002,30,1,,5
1625,2002,25,3,,13
1001,1999,30,1,,8
1000801,2000,31,1,,10
1009137,2000,24,4,,22
7988,1999,25,1,,6
1257,2000,25,1,,9
1010316,1998,28,2,,9
1381,2001,30,1,,7
291,1999,28,39,,265
1004304,1999,29,59,,297
279,2002,39,73,,315
1014206,1998,29,31,,594
475,2000,27,33,,895
758,1998,31,77,,413
8,2000,37,68,,269
1009771,2001,33,45,,494
1076,2001,28,38,,335
1001033,1998,32,34,,750
1122,2000,25,20,,426
1000847,1998,26,62,,417
1485,2001,26,33,,542
1684,1999,32,68,,352
618,2002,27,44,,171
962,2002,21,12,,307
1005,1999,29,53,,287
1011191,1998,26,9,,206
682,2000,29,54,,235
1011423,1999,30,66,,469
1477,1998,26,47,,304
1295,2000,25,15,,396
1000789,2000,38,9,,186
1522,2002,29,12,,244
972,1999,24,34,,203
1511,1999,30,46,,278
1517,2001,26,42,,218
1276,1999,36,62,,255
1007711,1999,27,13,,69
624,2002,25,30,,290
1010955,2001,25,15,,360
1236,1999,24,50,,286
354,2001,27,26,,140
1002296,1999,31,15,,353
1013695,1998,24,7,,35
1012802,1998,34,37,,212
1434,2002,33,29,,162
259,2002,29,50,,138
1013843,2000,29,24,,95
1002082,1998,27,36,,173
1002821,1998,25,32,,197
1003185,1998,33,61,,314
872,2001,26,57,,301
76,2001,36,64,,214
737,2002,25,14,,305
130,2002,31,22,,192
1113,2002,28,43,,185
1513,2000,32,33,,111
1608,2002,24,4,,53
769,1999,22,16,,214
1000319,1999,25,36,,313
1012403,1998,26,38,,222
1423,2001,26,30,,186
465,2002,26,44,,331
567,2000,30,50,,273
871,2001,25,10,,216
594,2000,29,17,,371
920,1999,26,28,,106
1000344,1999,38,55,,165
459,2002,25,12,,58
1010660,2000,27,11,,102
1575,2002,27,12,,43
1012575,1998,26,3,,17
269,2001,23,6,,28
667,2002,45,56,,119
20,1999,31,50,,349
290,1998,27,29,,120
1521,2002,26,33,,188
1011305,1998,24,88,,223
1011006,1999,30,12,,30
1013490,1999,31,3,,24
8,2001,38,62,,194
678,2002,31,25,,185
191,2002,29,20,,99
665,2001,38,41,,285
1012508,1998,28,31,,169
69,2001,29,30,,87
490,2002,28,13,,254
1013492,1998,30,10,,51
1549,2002,28,8,,185
105,2000,21,15,,103
1013777,1998,28,31,,288
1022,2002,24,14,,130
876,1999,33,57,,254
274,2002,28,16,,115
1094,2000,21,8,,94
7603,2000,25,10,,187
901,2002,26,5,,49
729,2001,28,62,,248
1001596,1999,29,17,,58
59,2000,25,15,,144
1225,2001,23,12,,58
940,1998,27,15,,60
1259,2002,22,15,,168
1011345,1999,30,15,,71
1802,2000,26,13,,107
998,2001,25,10,,224
1014184,1998,24,6,,141
967,1999,25,13,,85
1001570,1998,29,17,,98
1001544,2000,25,2,,25
1012630,2000,37,18,,95
1000793,2001,25,8,,40
1012859,2000,38,17,,62
452,2001,26,4,,68
1009826,2000,39,3,,28
1750,1998,25,4,,43
361,2001,25,2,,6
588,1998,27,5,,13
1005159,2001,28,4,,37
107,2001,24,5,,41
407,2002,26,4,,35
1007465,2000,29,9,,49
1916,1998,28,7,,33
1631,2002,26,3,,13
1013550,2001,25,29,,225
1011439,1998,26,7,,39
1490,2001,24,7,,40
1003804,1999,25,4,,31
780,1999,29,17,,104
1013311,1998,31,6,,20
1003184,1999,27,14,,102
1011465,2000,36,10,,43
1011345,1998,29,17,,108
1415,2002,31,13,,71
23,2001,25,11,,41
1010660,1999,26,1,,9
1001120,2000,33,2,,9
1542,2002,25,3,,28
1005010,1999,28,1,,25
1565,2002,27,7,,28
813,2000,24,22,,75
1076,1999,26,6,,51
1723,1998,28,26,,134
774,2001,31,24,,131
1008045,1998,27,11,,57
1592,1999,24,6,,21
1009791,2000,33,13,,81
1002604,1998,24,6,,72
1618,2002,24,4,,40
1009193,1998,29,40,,128
1012327,2000,25,8,,28
1111,2002,32,6,,21
1995,1998,24,3,,9
940,1999,28,10,,47
714,1999,24,1,,16
1004475,2001,29,16,,91
881,2002,36,25,,194
1510,1999,26,22,,234
1007327,1998,27,12,,89
1001161,1999,30,30,,207
274,1998,24,3,,14
1002060,2001,26,2,,12
1005428,1998,29,6,,26
1010975,1998,25,5,,38
1001864,2000,24,8,,48
1263,1999,21,4,,80
1110,2002,29,11,,25
752,2001,22,4,,28
1007342,2000,24,6,,29
2002,2001,24,15,,135
681,1999,26,7,,43
1517,1999,24,7,,48
1002715,2001,31,21,,117
1479,2002,24,14,,174
851,2000,28,7,,31
1640,2002,22,1,,9
70,2000,27,6,,57
1009462,2000,21,2,,55
7,2001,26,2,,20
1013777,2000,30,10,,47
1506,2002,26,6,,36
1004410,1999,23,17,,265
683,2000,26,3,,68
308,1999,25,28,,173
1006485,2000,25,9,,116
833,1999,23,9,,110
1175,2002,24,3,,66
1001959,1998,28,10,,86
805,1998,27,6,,50
1014184,1999,25,4,,29
1006487,1999,23,3,,44
150,2000,24,6,,120
1185,1998,26,6,,118
1439,1998,24,3,,20
1003429,1999,31,2,,12
1294,2000,22,1,,23
1575,2000,25,11,,85
56,2002,38,1,,4
1229,2002,23,1,,18
1485,2002,27,7,,100
1627,2002,24,5,,23
1012071,2001,34,12,,76
1003874,1998,29,8,,31
1012329,1999,30,9,,183
1013492,2000,32,9,,44
1005445,1998,31,5,,32
59,2001,26,5,,53
1005635,1998,27,2,,17
1858,1998,22,8,,49
1012508,1999,29,5,,44
1155,2000,25,1,,17
1011191,2000,28,4,,29
1013403,1998,25,7,,43
566,2000,25,2,,15
1800,2000,31,2,,13
649,2002,31,3,,13
1005240,1998,33,11,,56
1005089,2000,35,2,,23
1010534,1998,24,2,,29
487,2002,30,4,,27
1202,1999,30,3,,32
1003775,2000,25,9,,46
394,2001,26,3,,27
1012455,1998,27,4,,18
511,2001,32,2,,19
1001372,2000,26,6,,49
1006332,2000,24,9,,34
831,2002,26,7,,41
1004172,2001,31,7,,45
1010708,1999,26,5,,25
674,2002,30,10,,54
1007189,1999,24,6,,42
1637,2002,25,2,,39
1011167,1999,27,3,,28
1415,1998,27,5,,29
1010536,1998,28,2,,47
1012508,2000,30,2,,15
1504,2002,27,2,,34
707,1999,24,4,,26
638,2001,27,5,,40
1013428,2000,23,1,,15
1000408,2001,24,8,,55
412,2000,22,3,,38
1431,2001,22,2,,12
1499,1999,29,2,,10
1009328,2000,34,7,,25
394,2002,27,2,,7
864,2000,26,2,,22
851,1999,27,6,,41
1011117,2001,22,2,,16
625,2002,30,2,,38
1006575,2000,25,1,,15
1012262,1999,26,3,,39
1006639,2000,25,1,,20
1008440,1999,29,5,,25
1004251,1998,29,3,,20
1325,2000,31,3,,27
1004422,1999,40,1,,6
1008913,1999,26,4,,17
528,2000,26,2,,14
490,2001,27,1,,17
1001168,2001,38,1,,6
1180,2002,27,6,,30
1294,2002,24,2,,10
1426,2002,40,4,,8
904,1999,24,3,,24
1009540,2000,30,1,,10
1002160,2000,37,2,,20
473,2002,24,1,,8
414,1999,29,2,,10
267,2001,30,1,,13
931,2000,29,1,,8
108,2001,26,2,,16
1004242,1999,41,5,,10
1001,2000,31,1,,10
1472,2002,32,1,,6
1001404,1998,30,2,,6
1006138,1998,27,1,,7
948,2000,30,62,,319
715,2002,27,23,,585
475,2001,28,32,,719
357,2002,31,71,,357
1006697,1998,31,61,,299
952,2002,35,54,,268
258,2001,23,13,,307
994,2002,31,51,,379
1003677,1999,26,68,,428
1004529,1999,37,29,,613
1492,2001,24,27,,670
1001126,2001,32,20,,456
1675,1998,30,65,,208
308,2000,26,62,,308
1006552,1998,41,69,,372
1013959,2000,29,52,,277
1188,2001,34,71,,279
1008949,1998,31,72,,327
948,2001,31,66,,281
1465,2001,26,45,,173
1010657,2000,25,37,,214
1008602,2001,24,15,,396
1008477,1999,31,56,,251
1008252,2001,25,8,,207
919,2002,29,9,,206
446,2001,24,33,,335
638,2002,28,12,,127
1170,2002,28,47,,205
780,2002,32,62,,298
1956,2000,32,28,,159
1202,2001,32,66,,279
1107,2000,28,54,,349
1008209,1999,21,54,,300
522,2002,25,20,,144
714,2001,26,36,,156
1434,1998,29,42,,265
1012069,2000,34,65,,309
1652,2000,31,52,,282
769,2002,25,55,,360
265,2000,28,30,,214
1002060,1999,24,18,,178
168,2000,24,42,,193
1008716,1998,23,12,,327
521,2001,24,6,,115
1304,2001,26,48,,165
1005716,2001,22,12,,201
1282,2002,36,20,,117
1475,2002,23,8,,130
1000012,1999,31,20,,394
160,2000,22,8,,180
1007400,1998,27,7,,92
1012044,2000,27,14,,73
1004304,2001,31,12,,69
1006697,1999,32,16,,80
1843,2001,28,41,,222
502,2002,30,57,,175
1184,2001,27,67,,301
1426,2000,38,31,,106
346,2002,27,26,,144
354,2002,28,12,,101
1011608,2001,32,33,,137
1540,2002,28,30,,115
1007649,1998,26,7,,75
429,2001,25,10,,47
1013019,2000,29,20,,116
1453,2001,33,40,,173
1006639,2001,26,12,,137
1511,2001,32,37,,211
1007011,1998,27,4,,102
1012369,2000,23,7,,110
1055,2002,29,12,,288
1312,2002,22,15,,279
1010194,1999,24,29,,413
1009130,2000,27,8,,178
1002604,2001,27,8,,104
147,2000,26,25,,501
686,2001,26,12,,219
1007816,1998,26,13,,159
1986,1999,24,13,,57
397,2002,35,19,,230
1009033,2000,31,24,,102
1001213,1998,31,5,,90
1002082,1999,28,4,,13
1155,1999,24,5,,84
1061,2002,34,7,,137
910,2001,23,5,,76
1526,2002,28,3,,24
1162,2001,25,4,,24
1000605,1998,23,3,,17
290,2001,30,17,,86
1013544,1999,27,8,,34
1012906,1998,31,8,,91
667,2000,43,6,,16
1229,2001,22,9,,87
1006487,2001,25,10,,50
1195,2002,22,2,,51
1566,2002,25,25,,107
1160,2002,25,11,,52
346,2001,26,16,,82
1003804,2001,27,10,,71
1009709,2000,23,6,,62
1002360,2000,29,5,,37
919,1999,26,6,,35
1001107,1999,28,12,,58
1003654,1999,22,5,,35
630,1998,29,7,,36
1060,2002,25,11,,42
1218,2002,23,34,,272
1454,2002,30,16,,125
984,2000,30,7,,74
1007191,1999,27,14,,57
1004431,1998,27,6,,30
1003804,2000,26,36,,260
377,2000,26,13,,83
1473,2002,27,16,,144
21,2001,28,24,,98
407,2001,25,9,,80
1127,1998,25,43,,207
630,2002,33,23,,71
1011289,1998,28,7,,39
1014392,2000,26,8,,29
1490,2002,25,22,,131
1012004,1999,27,21,,95
92,1998,32,3,,67
1285,2002,27,14,,83
1245,2001,26,4,,53
1647,2002,23,2,,20
1008670,1999,25,4,,54
1013492,1999,31,19,,131
1529,2002,24,9,,61
1001743,1999,26,15,,86
1652,2001,32,18,,79
1009033,2001,32,13,,61
1465,2002,27,4,,34
701,2002,25,3,,64
1003919,1999,27,10,,52
1013603,1999,27,40,,183
1012403,2000,28,8,,66
1014170,2000,36,7,,77
145,2002,33,4,,103
1011719,2001,28,5,,38
1007345,2000,26,21,,127
250,2001,25,5,,132
1000056,1998,26,5,,104
1002204,2001,29,8,,34
1005602,1999,26,3,,24
1006128,1999,32,20,,112
1445,2002,27,6,,36
1540,1998,24,15,,100
1599,2002,23,5,,118
1010369,1999,28,8,,42
1423,2002,27,5,,50
599,2002,26,5,,26
1613,2002,22,3,,64
1518,2002,22,9,,31
1002961,2000,25,7,,71
1013777,1999,29,11,,116
247,1999,24,5,,47
1002172,1998,26,2,,34
502,1998,26,6,,86
1282,2001,35,8,,41
1672,2000,27,16,,90
1437,2001,23,1,,26
1460,2002,27,5,,26
1001768,1998,24,8,,28
1007649,1999,27,2,,20
1843,2000,27,7,,35
1008702,2000,32,5,,23
1170,2000,26,14,,54
1549,1999,25,6,,37
1442,2002,24,2,,43
1563,2002,23,8,,48
1006401,1998,26,3,,31
95,2000,34,18,,103
718,2001,23,2,,14
479,2002,27,2,,8
1059,2001,25,6,,35
1006330,1998,27,1,,26
1014322,2000,24,2,,16
994,1998,27,4,,31
1007587,1998,32,2,,25
1011439,1999,27,3,,22
758,2002,35,5,,23
674,2000,28,7,,35
1001646,1998,32,2,,33
1046,2002,29,3,,19
1002937,1999,26,4,,27
249,2001,28,4,,23
1009998,2001,25,1,,18
1014370,2000,28,4,,20
1723,1999,29,3,,14
269,2002,24,4,,31
1713,2001,27,2,,29
1007451,1999,24,1,,6
1013799,1998,33,6,,20
1557,2002,28,3,,14
1244,1999,23,2,,20
1005840,2001,26,1,,17
1916,2000,30,1,,13
1005162,2000,33,1,,14
1122,1999,24,19,,395
1014170,1998,34,31,,546
1184,2002,28,29,,138
219,2000,33,51,,706
705,2002,23,26,,634
458,1999,29,50,,457
1454,1999,27,30,,546
1188,2002,35,71,,346
1005,1998,28,50,,253
1004529,2001,39,23,,398
322,2000,23,11,,270
1006487,2000,24,41,,466
1187,2002,36,72,,376
483,2001,27,60,,296
1010954,1999,26,49,,382
1001161,2001,32,61,,288
1802,1999,25,49,,234
1303,2000,23,19,,349
130,2001,30,24,,147
1004304,1998,28,69,,414
313,1999,26,9,,113
1010986,1998,31,44,,245
943,2002,28,47,,168
1013,2002,23,9,,195
1007711,2000,28,40,,203
1001053,2001,25,5,,104
528,2002,28,31,,148
490,2000,26,9,,140
712,2000,28,20,,199
541,1999,26,47,,258
1002360,1998,27,20,,101
1007951,2000,38,21,,128
278,2000,24,46,,371
265,2001,29,9,,68
1423,2000,25,34,,515
1010225,2001,29,13,,149
259,2001,28,33,,105
415,2002,26,8,,116
189,1998,27,30,,201
1003603,1999,24,40,,188
1010369,1998,27,43,,206
1009464,1999,29,33,,206
698,2002,21,12,,260
1011340,1999,23,8,,182
399,2001,25,24,,128
1467,2001,27,53,,212
511,2002,33,15,,62
1011191,1999,27,43,,386
1008716,1999,24,20,,110
988,1999,34,27,,151
1662,1999,34,14,,264
1008440,1998,28,16,,87
1004998,2000,25,14,,87
1575,1999,24,20,,102
972,2002,27,42,,214
1011201,1998,22,8,,168
517,1998,21,14,,272
1013490,1998,30,13,,261
1030,2001,31,61,,245
1013313,1998,26,20,,169
1300,1999,27,21,,129
963,2002,27,14,,90
1010490,1998,22,7,,112
726,2000,28,11,,74
1028,2000,22,8,,68
1000247,2000,22,8,,102
1219,2001,31,14,,85
86,2002,24,5,,28
377,2002,28,5,,33
305,2001,20,6,,42
1006616,1998,28,6,,21
30,2002,30,31,,206
1008172,1998,21,37,,199
39,2001,33,32,,193
1001358,2001,37,18,,94
1005144,1998,32,68,,303
1010146,1999,24,26,,106
1014206,1999,30,6,,71
451,1999,25,19,,127
1000521,1998,26,13,,123
693,1999,25,10,,50
1010,1998,28,25,,129
133,2002,23,15,,245
76,2002,37,34,,143
1634,2002,21,2,,50
1001107,2000,29,6,,46
1012349,2000,29,13,,40
1003185,1999,34,6,,50
557,2001,27,11,,60
1009965,2000,36,7,,46
1956,2001,33,13,,81
1004438,1998,28,9,,42
460,2001,24,5,,56
1003843,1999,23,4,,36
1530,2002,22,11,,65
1510,2002,29,9,,55
1276,2000,37,32,,185
1005089,1999,34,11,,64
1009384,1999,25,5,,51
1009791,2001,34,28,,120
1003429,1998,30,9,,59
252,1999,26,16,,75
516,1999,28,56,,180
1011295,2000,28,5,,43
568,1999,22,5,,52
1009326,1998,30,9,,58
1000549,1998,22,6,,59
1536,2002,25,8,,56
1524,2002,26,4,,18
1008453,1998,26,7,,29
1011374,1998,24,2,,54
1995,2000,26,12,,34
1203,2002,24,3,,71
1001651,1999,27,5,,55
1620,2002,24,6,,46
643,2000,32,8,,72
403,1999,28,2,,10
1590,2002,22,3,,25
1432,2000,26,11,,38
1000847,1999,27,5,,59
1006487,1998,22,2,,40
1006639,1998,23,7,,63
1004957,1999,24,1,,20
1011045,1998,29,5,,31
964,1999,21,5,,19
1013431,2001,26,8,,42
1001372,2001,27,2,,14
2002,2000,23,2,,34
1006236,2001,24,3,,27
1423,1998,23,2,,40
1010641,2001,33,2,,13
1005668,1998,34,59,,296
1237,2002,26,42,,519
643,2002,34,63,,387
1004852,2000,35,27,,467
1002060,1998,23,54,,431
636,2001,24,29,,487
192,1998,29,38,,469
1006128,1998,31,58,,289
1008640,1998,31,64,,317
278,1999,23,27,,579
1002604,1999,25,40,,269
424,2002,24,21,,537
842,1999,25,19,,398
632,1998,24,24,,538
1010225,1999,27,19,,343
1005827,2000,34,18,,399
758,2000,33,75,,322
20,2002,34,52,,286
1082,1999,30,64,,333
1289,2002,34,72,,232
278,2002,26,45,,213
1672,1999,26,47,,232
1000792,1999,32,29,,185
1097,1999,29,43,,244
988,2001,36,54,,223
665,2002,39,37,,357
1003843,2000,24,7,,123
1006475,2000,31,47,,222
1002296,2000,32,12,,220
485,1998,27,56,,257
507,2001,28,52,,178
1228,2002,25,31,,434
578,2000,28,28,,129
1011106,2000,27,23,,214
1107,2001,29,17,,113
1653,1999,31,20,,392
1002172,1999,27,9,,85
1448,2002,27,12,,65
1155,2001,26,35,,149
67,2002,42,29,,156
1243,2000,25,56,,365
1006697,2000,33,13,,75
160,2001,23,16,,107
1010674,1998,25,21,,70
1138,1998,25,7,,131
1005374,2001,34,7,,172
1010379,1998,24,39,,320
1006055,2000,22,16,,69
496,1999,25,22,,261
1013313,2001,29,9,,28
1001971,1999,26,9,,57
733,2001,21,7,,119
1956,1998,30,10,,85
1010435,2000,34,23,,58
1219,1998,28,14,,85
233,2000,22,7,,52
1014120,2001,28,12,,105
1009384,2000,26,10,,86
1694,2000,22,24,,181
1005885,2000,27,13,,73
723,2002,27,23,,154
564,2000,23,11,,63
1000346,2001,27,15,,48
1619,2002,25,11,,46
1011,2001,23,15,,164
1014023,2000,29,11,,46
164,1999,19,3,,59
1006245,1998,28,10,,87
1011201,2001,25,10,,138
1446,2002,26,28,,140
189,2002,31,26,,97
1011340,2000,24,16,,125
996,2002,34,13,,61
1211,2001,25,2,,36
1004235,2000,28,42,,154
1009074,2000,29,7,,27
1452,2002,23,3,,58
1714,2000,24,2,,47
831,2001,25,4,,52
1013675,2000,29,17,,115
1583,2002,29,5,,65
1037,1999,29,4,,75
800,2000,21,2,,35
1010954,2000,27,10,,78
872,2000,25,8,,85
1012840,1998,25,22,,72
1295,2002,27,2,,41
1000967,1999,24,8,,42
452,2002,27,32,,554
760,2001,34,65,,299
977,2002,26,28,,636
727,2000,29,70,,262
984,1998,28,56,,347
279,1999,36,37,,751
307,2002,24,6,,112
1002362,1999,24,31,,362
496,2002,28,38,,239
588,2002,31,37,,211
1056,2001,28,11,,164
1006681,2000,36,52,,271
1812,1999,25,42,,302
1198,2001,23,30,,209
1324,2002,23,43,,310
1048,2001,26,4,,85
1010146,2000,25,22,,123
1001358,2000,36,55,,256
674,2001,29,15,,109
1001226,2001,32,13,,235
1013550,2000,24,38,,185
290,2002,31,11,,65
1263,2002,24,15,,249
1002644,1999,37,36,,166
1221,2002,24,26,,169
1008370,1998,29,29,,106
1008640,1999,32,36,,153
830,2001,25,10,,236
1184,2000,26,20,,116
1675,2001,33,23,,139
290,2000,29,23,,199
1008084,1998,32,13,,79
1013019,1998,27,6,,116
1000792,2000,33,56,,220
1002069,1998,35,25,,129
771,2000,27,20,,172
1000525,1999,26,8,,95
1005741,2000,41,10,,136
1011489,1998,31,26,,118
1504,2001,26,6,,91
1001358,1998,34,48,,209
1432,2002,28,52,,173
842,2001,27,37,,146
1008241,1998,33,17,,90
1005333,1998,33,11,,243
1013695,2000,26,17,,92
1995,1999,25,33,,128
1489,2002,25,5,,124
1013759,1998,25,10,,94
699,2002,33,21,,71
1008193,2001,33,4,,77
1007711,2001,29,18,,101
1005827,2001,35,5,,38
1476,2002,27,8,,51
1007084,2001,27,10,,53
318,2001,27,7,,37
1009465,1998,31,37,,802
291,2001,30,56,,475
1730,2001,32,68,,342
125,2002,25,56,,358
1009744,1999,28,36,,746
925,2001,23,32,,593
732,2001,36,67,,292
1005668,2000,36,72,,335
1008949,1999,32,68,,322
1428,2002,25,28,,127
1202,2002,33,52,,262
705,2000,21,21,,418
1011397,1999,24,30,,345
1007345,1998,24,17,,373
1005668,1999,35,35,,188
252,2002,29,32,,190
274,1999,25,24,,130
920,2002,29,49,,178
459,1999,22,37,,180
760,1998,31,30,,228
1320,2002,24,22,,336
636,2002,25,12,,91
1198,2002,24,32,,204
69,2002,30,32,,132
570,2001,28,61,,241
683,2002,28,30,,412
1721,2000,31,22,,121
72,2001,35,9,,207
948,1998,28,39,,206
1001598,2000,35,15,,85
1289,2000,32,59,,213
439,2000,32,21,,225
1010242,2001,35,55,,362
1004222,1998,24,29,,228
1142,2001,21,6,,124
1013978,2000,31,29,,203
1020,2002,29,23,,131
1577,2002,24,8,,122
483,2002,28,41,,191
380,2001,22,8,,173
151,2000,25,15,,113
1009465,2000,33,12,,174
1011153,1999,32,13,,79
1005686,2001,35,24,,493
291,2000,29,53,,439
1011153,1998,31,50,,262
1004410,2000,24,20,,320
975,2001,34,70,,297
1008949,2000,33,41,,234
1031,2002,27,65,,318
462,2001,21,10,,217
1000881,2000,30,15,,337
439,2002,34,58,,208
1005668,2001,37,53,,342
1014142,1998,31,27,,114
682,1999,28,56,,288
1000845,1999,29,5,,83
1000086,2000,38,54,,210
1293,2002,26,58,,282
516,2002,31,42,,233
1008949,2001,34,15,,73
347,2001,23,9,,192
757,2001,23,5,,82
414,1998,28,27,,113
1010642,1999,25,7,,45
260,1998,26,58,,316
1255,2002,33,38,,204
91,2002,28,57,,238
1007168,1998,28,27,,250
360,2001,29,69,,290
1510,2001,28,40,,301
250,2002,26,8,,126
1002395,2001,24,39,,119
1006415,2001,24,8,,109
870,2002,27,26,,115
451,1998,24,19,,99
1457,2000,25,8,,109
130,2000,29,63,,403
1003677,1998,25,53,,334
426,2001,25,24,,595
961,1999,33,68,,325
966,1998,28,27,,184
1008477,2001,33,49,,357
46,2000,29,18,,310
1054,2002,23,17,,245
1005840,1999,24,11,,153
679,2002,33,50,,474
1010400,1999,35,68,,338
1300,1998,26,33,,491
672,1998,33,29,,517
1007082,2001,24,34,,188
1004304,2000,30,60,,335
1010179,1999,28,17,,420
1476,1999,24,59,,362
1001107,1998,27,51,,312
569,2001,33,34,,772
1144,2001,33,27,,500
1109,2004,39,147,617,
1109,2003,38,130,550,
639,2004,25,156,657,
1274,2007,31,158,708,
1177,2003,23,157,685,
1274,2003,27,161,715,
1274,2005,29,162,715,
970,2004,29,142,593,
1152,2004,28,145,645,
3787,2007,24,160,711,
1153,2004,34,153,612,
1177,2006,26,143,634,
248,2007,33,157,679,
96,2005,28,160,672,
4747,2007,26,158,676,
2197,2006,23,162,751,
1177,2004,24,154,692,
589,2006,29,140,617,
1177,2005,25,161,700,
1177,2007,27,158,679,
1679,2007,28,132,613,
1067,2003,34,159,705,
114,2003,34,155,678,
1679,2005,26,147,628,
1679,2006,27,160,739,
1101,2004,30,161,762,
432,2004,30,154,683,
525,2005,29,158,691,
97,2007,35,134,600,
1873,2007,27,158,713,
589,2003,26,141,602,
103,2003,32,129,495,
166,2005,27,143,640,
89,2003,25,145,635,
847,2007,31,135,617,
432,2003,29,160,703,
1274,2004,28,155,698,
971,2007,28,162,778,
589,2004,27,159,708,
2197,2007,24,162,748,
745,2007,31,149,667,
1153,2003,33,137,531,
1744,2006,23,158,676,
1178,2003,26,157,663,
548,2004,28,160,687,
157,2004,32,140,636,
970,2003,28,154,657,
548,2006,30,152,646,
556,2005,29,150,624,
1153,2005,35,142,567,
826,2006,32,154,715,
1101,2007,33,161,736,
1573,2006,29,129,564,
561,2003,28,141,585,
548,2003,27,153,658,
841,2003,31,142,588,
941,2004,30,162,725,
96,2006,29,156,669,
2154,2006,26,159,704,
934,2007,29,148,612,
778,2004,29,156,680,
1281,2005,25,162,730,
261,2004,37,155,675,
990,2005,34,158,674,
210,2003,31,154,679,
1857,2006,23,140,608,
1079,2006,30,153,622,
