IDfg,Season,Age,G,PA,TBF
3731,2012,29,74,0,
3732,2012,28,18,0,
3777,2012,28,7,0,
3833,2012,28,17,0,
3840,2012,29,8,1,
3862,2012,23,1,0,
3886,2012,29,29,1,
3926,2012,28,35,0,
3935,2012,29,1,0,
3941,2012,29,33,1,
3970,2012,28,70,0,
4020,2012,27,1,1,
4026,2012,24,42,0,
4053,2012,24,12,0,
4064,2012,29,55,1,
4065,2012,24,67,0,
4067,2012,26,13,0,
4070,2012,27,70,0,
4078,2012,30,8,0,
4079,2012,26,37,0,
4080,2012,27,6,0,
4089,2012,26,77,1,
4090,2012,28,77,1,
4140,2012,27,78,1,
4141,2012,25,29,2,
4185,2012,24,34,0,
4204,2012,26,19,0,
4227,2012,28,64,0,
4253,2012,29,6,2,
4257,2012,27,6,0,
4264,2012,27,41,0,
4270,2012,30,19,2,
4279,2012,29,62,1,
4300,2012,29,63,0,
4301,2012,24,8,0,
4307,2012,32,3,0,
4359,2012,24,13,2,
4363,2012,31,63,3,
4371,2012,25,31,2,
4420,2012,27,1,0,
4422,2012,30,70,1,
4436,2012,25,7,0,
4440,2012,25,32,2,
4457,2012,33,3,0,
4578,2012,23,1,0,
4593,2012,32,60,1,
4604,2012,32,46,0,
4608,2012,32,1,0,
4620,2012,30,55,0,
4647,2012,31,1,1,
4662,2012,28,18,0,
4682,2012,31,24,0,
4696,2012,26,65,0,
4721,2012,26,26,0,
4722,2012,28,66,0,
4734,2012,28,6,0,
4741,2012,27,24,0,
4759,2012,28,60,0,
4782,2012,27,70,0,
4788,2012,28,30,0,
4806,2012,32,25,0,
4817,2012,30,51,0,
4831,2012,31,70,0,
4845,2012,28,16,1,
4891,2012,33,8,0,
4955,2012,24,13,0,
4971,2012,27,65,1,
5003,2012,25,32,0,
5032,2012,31,64,0,
5099,2012,27,4,0,
5109,2012,29,12,0,
5114,2012,22,8,1,
5158,2012,31,48,0,
5164,2012,29,69,0,
5178,2012,26,67,0,
5180,2012,25,50,0,
5213,2012,26,61,0,
5224,2012,27,7,0,
5257,2012,22,3,0,
5261,2012,23,3,0,
5279,2012,24,15,0,
5280,2012,28,6,0,
5285,2012,28,15,0,
5337,2012,30,54,3,
5354,2012,25,4,0,
5362,2012,23,18,0,
5380,2012,28,15,0,
5448,2012,28,13,3,
5508,2012,28,14,0,
5518,2012,28,34,0,
5525,2012,27,80,0,
5529,2012,23,9,1,
5535,2012,29,66,0,
5640,2012,27,74,0,
5669,2012,22,31,1,
5722,2012,27,3,0,
5746,2012,27,64,0,
5830,2012,23,2,0,
5841,2012,26,6,0,
5861,2012,30,67,0,
5903,2012,27,18,0,
5905,2012,29,73,0,
5960,2012,27,78,3,
5975,2012,31,70,0,
5980,2012,31,18,0,
6021,2012,42,16,0,
6033,2012,22,76,0,
6132,2012,26,2,0,
6248,2012,27,22,1,
6291,2012,35,2,0,
6316,2012,25,33,0,
6324,2012,26,8,0,
6329,2012,27,9,3,
6371,2012,25,35,0,
6382,2012,27,3,0,
6389,2012,27,35,0,
6397,2012,22,2,0,
6422,2012,27,3,0,
6428,2012,30,27,0,
6432,2012,30,1,2,
6475,2012,27,49,0,
6483,2012,26,68,1,
6485,2012,30,2,0,
6550,2012,25,6,0,
6562,2012,24,23,0,
6570,2012,26,8,1,
6612,2012,26,70,0,
6616,2012,26,19,0,
6620,2012,24,17,1,
6627,2012,26,67,0,
6653,2012,29,36,0,
6655,2012,24,63,0,
6656,2012,22,2,1,
6697,2012,25,12,0,
6736,2012,26,12,0,
6785,2012,27,53,0,
6788,2012,27,1,1,
6819,2012,23,58,2,
6832,2012,25,24,0,
6865,2012,27,12,0,
6883,2012,26,11,0,
6902,2012,21,12,0,
6950,2012,26,4,0,
6983,2012,24,37,0,
7024,2012,28,18,0,
7060,2012,30,1,1,
7115,2012,27,17,2,
7169,2012,28,66,1,
7175,2012,27,66,0,
7196,2012,26,67,0,
7249,2012,25,10,0,
7355,2012,30,62,0,
7371,2012,26,3,0,
7385,2012,27,12,1,
7397,2012,25,20,0,
7407,2012,26,45,0,
7416,2012,29,36,0,
7450,2012,26,32,2,
7458,2012,30,33,0,
7466,2012,26,44,2,
7474,2012,26,65,1,
7487,2012,29,1,0,
7488,2012,28,15,0,
7489,2012,26,43,0,
7501,2012,27,26,0,
7513,2012,26,17,0,
7525,2012,26,30,0,
7531,2012,25,8,4,
7542,2012,30,9,0,
7550,2012,25,69,0,
7555,2012,25,27,1,
7558,2012,28,71,3,
7570,2012,29,39,0,
7645,2012,28,10,1,
7718,2012,30,49,0,
7773,2012,28,47,0,
7775,2012,31,11,2,
7841,2012,28,63,0,
7872,2012,25,18,2,
7882,2012,25,74,0,
7896,2012,25,3,0,
7947,2012,26,22,0,
7960,2012,28,15,0,
7978,2012,26,20,0,
7986,2012,30,58,0,
7989,2012,30,2,2,
8036,2012,27,2,0,
8041,2012,29,70,0,
8048,2012,22,16,0,
8066,2012,29,5,2,
8073,2012,25,22,1,
8103,2012,26,35,0,
8110,2012,24,64,0,
8201,2012,27,17,0,
8223,2012,24,6,0,
8241,2012,27,65,0,
8245,2012,29,55,0,
8258,2012,28,40,0,
8280,2012,28,63,0,
8337,2012,25,63,0,
8346,2012,31,64,0,
8350,2012,25,11,0,
8352,2012,23,25,0,
8368,2012,26,54,0,
8375,2012,26,19,2,
8402,2012,24,2,0,
8421,2012,24,3,0,
8432,2012,25,39,0,
8504,2012,25,22,0,
8538,2012,29,14,0,
8556,2012,26,8,0,
8574,2012,25,22,1,
8591,2012,29,8,0,
8651,2012,25,13,1,
8718,2012,24,16,0,
8725,2012,31,45,0,
8739,2012,26,6,0,
8743,2012,29,4,3,
8799,2012,25,7,0,
8844,2012,26,65,0,
8855,2012,25,71,0,
9029,2012,24,1,0,
9037,2012,24,28,0,
9059,2012,29,75,1,
9080,2012,24,2,0,
9095,2012,26,59,0,
9096,2012,25,14,0,
9111,2012,22,1,1,
9154,2012,25,1,0,
9167,2012,24,1,0,
9211,2012,24,2,1,
9227,2012,37,37,0,
9244,2012,24,28,0,
9258,2012,27,15,0,
9264,2012,26,5,1,
9303,2012,26,14,0,
9325,2012,26,66,1,
9346,2012,27,21,0,
9356,2012,27,22,1,
9425,2012,28,26,2,
9460,2012,23,7,0,
9486,2012,27,44,1,
9490,2012,24,13,0,
9533,2012,27,6,0,
9557,2012,27,12,0,
9587,2012,27,9,2,
9651,2012,23,2,0,
9683,2012,29,45,0,
9720,2012,26,42,0,
9736,2012,29,66,1,
9784,2012,24,30,2,
9794,2012,24,75,3,
9803,2012,23,25,3,
9817,2012,29,69,0,
9877,2012,25,28,0,
9889,2012,28,1,0,
9904,2012,24,1,0,
9910,2012,28,11,0,
9920,2012,28,9,0,
9926,2012,27,74,1,
9939,2012,27,14,0,
9943,2012,27,1,1,
9948,2012,27,60,1,
9975,2012,28,73,0,
10091,2012,37,51,0,
10095,2012,29,5,0,
10133,2012,24,24,2,
10149,2012,25,73,0,
10232,2012,33,4,0,
10233,2012,24,68,0,
10234,2012,25,5,0,
10267,2012,25,39,0,
10314,2012,22,16,3,
10326,2012,24,13,0,
10343,2012,24,33,1,
10481,2012,24,40,0,
10586,2012,23,62,0,
10603,2012,23,30,3,
10663,2012,22,27,0,
10732,2012,21,11,2,
10745,2012,22,19,0,
10796,2012,25,34,0,
11132,2012,24,15,0,
11260,2012,24,11,0,
11562,2012,23,13,0,
11651,2012,36,14,0,
11710,2012,24,2,0,
11720,2012,23,5,0,
11760,2012,23,23,1,
11827,2012,28,61,0,
12183,2012,23,27,0,
12530,2012,22,12,0,
12555,2012,22,3,1,
12803,2012,21,18,0,
12917,2012,19,2,0,
13048,2012,31,30,0,
13071,2012,26,32,4,
13398,2012,21,11,0,
3147,2009,26,1,2,
2113,2011,30,77,236,
9362,2012,28,4,12,
818,2010,39,87,222,
314,2008,33,69,218,
2923,2008,26,38,117,
2677,2012,26,132,505,
2264,2011,23,2,7,
1534,2010,31,157,675,
66,2009,34,30,100,
2830,2009,21,77,276,
8434,2012,25,66,254,
15,2010,33,128,483,
1658,2009,30,7,29,
6441,2008,23,138,587,
7208,2008,24,142,559,
8027,2012,28,93,353,
847,2009,33,117,522,
182,2009,37,36,78,
9957,2008,25,37,119,
1326,2009,30,158,684,
3433,2010,25,44,124,
7610,2009,23,21,72,
1019,2009,33,29,36,
4563,2009,27,124,388,
9205,2012,24,93,334,
1867,2009,30,47,111,
4293,2011,27,64,144,
3310,2010,27,15,30,
9957,2012,29,61,188,
3469,2011,33,64,236,
5811,2009,33,71,258,
8267,2010,27,61,223,
5506,2010,27,67,250,
190,2009,35,65,169,
2158,2011,32,134,439,
918,2009,33,81,331,
4166,2008,23,90,324,
8265,2012,26,26,97,
7254,2009,31,36,99,
1142,2012,32,68,171,
4707,2012,28,39,139,
10,2008,33,94,376,
311,2008,35,104,255,
2075,2008,31,56,85,
7752,2011,24,27,81,
182,2008,36,108,184,
3620,2012,32,81,264,
6144,2009,27,86,231,
1564,2011,32,67,270,
470,2008,31,113,407,
1419,2010,29,26,69,
4467,2009,25,133,424,
3664,2009,29,30,58,
3417,2008,25,88,117,
370,2011,35,68,146,
4563,2008,26,83,143,
1066,2009,31,125,468,
4704,2012,29,52,129,
1698,2011,31,37,108,
9871,2010,23,15,35,
1311,2010,30,113,441,
9698,2010,27,104,222,
395,2009,34,73,156,
7480,2012,26,59,189,
1392,2011,36,47,97,
8585,2011,29,152,584,
2833,2011,23,6,5,
315,2009,37,57,121,
5735,2012,30,30,66,
8471,2012,22,32,107,
1885,2011,32,62,216,
10459,2012,23,41,137,
1907,2009,25,53,138,
420,2008,36,10,23,
332,2009,29,80,211,
9362,2009,25,6,24,
5053,2012,27,22,74,
1846,2010,31,12,33,
1178,2009,32,124,510,
2364,2011,31,44,139,
4003,2012,26,22,70,
7485,2009,23,31,53,
9627,2012,24,43,111,
6,2008,36,48,100,
1888,2010,30,69,160,
8297,2008,28,24,43,
795,2009,32,59,194,
8392,2012,25,143,426,
1021,2011,30,78,115,
677,2010,35,82,185,
5834,2012,27,48,114,
2748,2009,30,27,81,
5124,2008,24,18,34,
1835,2009,30,35,107,
2923,2011,29,36,57,
2231,2012,31,13,23,
2134,2011,27,14,37,
4328,2012,31,5,17,
8361,2010,28,41,129,
1213,2012,35,52,95,
7348,2009,25,16,53,
8055,2009,26,18,46,
653,2010,40,30,119,
6564,2009,26,12,6,
7983,2012,22,12,16,
5305,2010,24,19,25,
1696,2010,32,32,74,
2265,2010,34,82,272,
2280,2012,27,22,60,
6601,2008,24,10,26,
1891,2009,29,9,28,
198,2012,26,43,90,
3420,2010,28,7,12,
7242,2009,27,2,9,
4121,2010,26,26,92,
6032,2009,26,118,298,
3388,2010,26,72,248,
9958,2012,25,33,76,
5653,2010,29,36,71,
4704,2008,25,46,117,
2102,2010,29,108,388,
762,2008,31,30,107,
4146,2012,24,70,173,
9187,2012,25,50,75,
4034,2010,24,12,17,
8136,2011,25,31,95,
1593,2009,31,10,28,
2369,2010,25,20,42,
1556,2010,32,59,172,
9874,2011,22,37,62,
3726,2010,27,19,44,
762,2009,32,7,19,
6564,2011,28,57,127,
9981,2009,22,46,129,
1197,2009,34,3,6,
9955,2010,26,14,51,
7349,2008,23,19,46,
7095,2010,28,45,106,
5905,2009,26,55,15,
1502,2012,33,7,24,
7419,2011,28,21,59,
153,2010,35,36,65,
1686,2008,31,18,48,
81,2012,40,21,67,
3285,2008,25,49,121,
3118,2009,25,12,20,
673,2011,31,1,4,
3734,2012,23,9,12,
1227,2008,30,22,28,
8211,2012,27,9,10,
9362,2011,27,2,6,
3393,2009,28,7,14,
6788,2011,26,15,27,
8989,2011,28,20,52,
2032,2010,33,12,25,
3448,2011,28,93,281,
1329,2010,34,8,22,
5476,2011,23,11,25,
4409,2010,29,9,24,
8385,2011,24,4,10,
7468,2009,26,26,77,
11200,2012,24,21,25,
6863,2009,26,5,11,
5311,2010,25,9,21,
2143,2008,29,8,15,
6863,2008,25,6,7,
6533,2011,25,2,7,
4429,2008,27,9,10,
8074,2011,25,9,12,
7436,2012,26,10,22,
1741,2009,31,40,52,
1296,2008,34,38,60,
5310,2009,23,6,20,
4756,2011,30,16,16,
3648,2011,27,45,114,
3837,2011,26,11,22,
2505,2012,24,7,22,
1835,2008,29,5,15,
5887,2008,24,5,10,
7419,2010,27,5,10,
3789,2009,26,7,5,
113,2012,27,3,10,
8090,2011,25,7,19,
10231,2012,22,25,77,
5312,2008,22,6,11,
2608,2011,23,33,68,
1692,2008,29,34,81,
6086,2008,25,9,25,
1244,2009,33,34,69,
7731,2011,24,13,23,
4243,2009,24,7,17,
1571,2010,31,28,45,
8155,2011,24,2,9,
2066,2012,26,13,9,
3830,2008,25,34,75,
5063,2009,24,10,15,
668,2008,31,31,56,
6617,2010,22,9,30,
1232,2008,31,1,3,
200,2008,36,20,46,
2591,2012,26,6,21,
3669,2009,27,14,12,
4972,2010,26,34,72,
7507,2010,27,34,66,
1709,2008,29,33,72,
3425,2010,29,20,27,
105,2010,31,17,24,
517,2009,32,31,75,
5203,2011,27,34,63,
199,2008,35,34,75,
2586,2009,30,34,70,
9492,2011,26,31,66,
3815,2010,22,31,63,
6893,2009,23,30,59,
3830,2009,26,31,62,
6432,2011,29,32,63,
9901,2008,21,15,28,
2227,2008,26,32,57,
1094,2008,29,31,57,
7080,2010,25,25,50,
3284,2011,27,32,70,
9323,2012,22,22,43,
1159,2011,25,10,18,
944,2008,30,32,59,
944,2009,31,34,67,
4535,2011,28,23,50,
5716,2011,26,7,14,
1451,2010,32,22,40,
571,2009,31,30,66,
4773,2009,28,16,29,
3284,2012,28,31,35,
976,2012,35,31,46,
9901,2009,22,30,54,
8270,2010,22,12,23,
1118,2012,28,29,45,
1514,2008,26,34,67,
412,2010,32,33,29,
1091,2008,45,33,70,
7011,2009,31,7,7,
6947,2009,24,8,7,
2172,2011,28,4,7,
3283,2011,36,32,71,
3990,2010,26,12,21,
5879,2011,28,30,58,
3551,2011,27,20,32,
6244,2008,25,21,36,
6244,2011,28,30,33,
4664,2010,26,15,12,
8678,2011,29,26,53,
7396,2011,25,30,58,
3254,2012,27,31,61,
2163,2009,31,11,28,
126,2012,33,24,44,
1011,2012,34,31,66,
7410,2012,29,32,40,
3990,2011,27,21,34,
2036,2009,21,31,59,
7942,2012,24,17,29,
4676,2009,25,18,33,
9225,2009,34,34,49,
1767,2008,27,25,31,
1837,2008,28,6,11,
5712,2011,25,13,12,
517,2012,35,28,33,
1091,2010,47,19,35,
7507,2009,26,32,54,
571,2011,33,24,49,
944,2012,34,32,69,
973,2010,31,21,40,
4366,2012,31,28,46,
3241,2012,29,63,13,
1766,2008,27,10,13,
4004,2012,27,28,13,
9434,2012,24,17,27,
9111,2011,21,12,20,
6222,2008,26,9,18,
10054,2011,22,10,14,
1267,2008,35,55,12,
1442,2008,30,71,9,
6052,2011,29,8,9,
1247,2012,26,53,12,
5221,2009,24,9,17,
8268,2010,27,21,30,
5556,2012,26,11,17,
9132,2012,22,22,36,
5879,2012,29,19,29,
3344,2009,25,16,17,
1051,2009,28,16,28,
535,2009,31,30,21,
2859,2011,25,15,22,
5879,2009,26,39,26,
263,2010,27,28,17,
200,2009,37,9,16,
4366,2010,29,33,28,
2899,2008,25,5,10,
5088,2008,22,5,11,
480,2010,38,20,10,
1709,2010,31,13,21,
5677,2009,28,8,10,
5916,2009,26,6,12,
115,2009,42,15,16,
833,2012,36,8,20,
5523,2010,25,15,23,
1012,2009,32,33,17,
2628,2012,31,5,11,
2929,2012,24,8,11,
7312,2012,26,28,23,
1938,2012,29,14,24,
9736,2008,25,13,14,
4911,2009,27,32,14,
11783,2012,25,8,14,
2074,2011,31,11,20,
2628,2009,28,10,7,
2506,2010,24,32,18,
5909,2009,27,26,17,
6781,2008,21,5,8,
3545,2010,26,9,9,
8025,2010,27,16,8,
9557,2010,25,7,9,
7178,2012,27,4,8,
8268,2012,29,13,17,
673,2008,28,4,9,
743,2009,33,6,11,
5508,2011,27,5,11,
1669,2008,27,28,13,
10021,2010,22,9,11,
232,2011,31,9,16,
944,2011,33,13,14,
710,2012,33,9,17,
115,2008,41,6,9,
147,2008,34,16,8,
287,2008,38,26,6,
510,2008,28,27,7,
512,2008,31,35,4,
521,2008,31,60,4,
594,2008,37,30,5,
681,2008,35,2,4,
831,2008,32,4,4,
910,2008,30,22,6,
973,2008,29,28,4,
992,2008,28,3,3,
1012,2008,31,25,6,
1056,2008,35,22,4,
1062,2008,21,13,7,
1292,2008,33,4,5,
1303,2008,31,34,4,
1507,2008,29,24,6,
1598,2008,28,14,8,
1620,2008,30,32,4,
1636,2008,29,31,5,
1695,2008,30,11,10,
1931,2008,27,30,5,
2038,2008,23,36,5,
2171,2008,28,2,1,
3200,2008,25,32,6,
3344,2008,24,8,8,
3681,2008,25,39,4,
3768,2008,28,8,3,
3878,2008,26,1,3,
3886,2008,25,33,4,
4235,2008,25,30,4,
4346,2008,27,45,4,
4518,2008,28,2,4,
4806,2008,28,5,7,
4845,2008,24,68,6,
4886,2008,26,7,8,
4930,2008,24,33,5,
5099,2008,23,4,5,
5677,2008,27,4,3,
5843,2008,24,17,6,
6101,2008,27,32,5,
6293,2008,26,4,4,
6943,2008,24,22,4,
7410,2008,25,8,9,
7536,2008,22,3,3,
8041,2008,25,26,4,
8079,2008,25,21,5,
8268,2008,25,30,7,
8600,2008,26,19,4,
8700,2008,25,33,5,
8725,2008,27,46,5,
150,2009,33,7,9,
947,2009,35,4,4,
1657,2009,28,41,7,
1660,2009,37,28,10,
1837,2009,29,24,4,
1841,2009,25,33,4,
2074,2009,29,12,4,
2203,2009,26,69,4,
2237,2009,27,48,4,
2467,2009,28,78,6,
2739,2009,30,47,5,
3143,2009,24,10,10,
3201,2009,25,29,6,
3403,2009,24,29,6,
3545,2009,25,6,5,
3719,2009,25,3,5,
3768,2009,29,3,3,
4141,2009,22,33,6,
4227,2009,25,8,5,
4257,2009,24,23,4,
4270,2009,27,33,4,
4307,2009,29,27,6,
4400,2009,28,4,2,
4583,2009,28,12,6,
4662,2009,25,17,4,
4685,2009,26,73,6,
4930,2009,25,32,5,
5231,2009,22,17,4,
5380,2009,25,35,6,
5523,2009,24,45,10,
5640,2009,24,41,7,
6124,2009,27,14,11,
6176,2009,27,33,6,
6283,2009,26,34,8,
6943,2009,25,25,5,
7707,2009,26,4,6,
8099,2009,25,22,4,
8273,2009,26,5,3,
8591,2009,26,31,6,
8700,2009,26,35,4,
8844,2009,23,6,7,
9557,2009,24,8,5,
9889,2009,25,31,4,
9918,2009,25,16,4,
27,2010,37,16,5,
106,2010,35,31,5,
225,2010,31,33,6,
1077,2010,33,28,6,
1666,2010,33,63,6,
1943,2010,26,33,7,
1984,2010,25,4,5,
2859,2010,24,8,7,
3085,2010,31,2,3,
3273,2010,29,33,5,
3403,2010,25,32,4,
3534,2010,25,6,5,
3580,2010,29,33,5,
3677,2010,25,60,4,
4089,2010,24,57,4,
4138,2010,26,50,4,
4222,2010,28,25,5,
4897,2010,26,28,7,
4961,2010,26,28,5,
5063,2010,25,2,4,
5231,2010,23,24,4,
5337,2010,28,18,4,
5905,2010,27,80,4,
5960,2010,25,14,8,
6176,2010,28,29,4,
6249,2010,22,30,5,
6485,2010,28,70,5,
6785,2010,25,9,9,
7448,2010,24,33,4,
8044,2010,27,31,7,
8591,2010,27,30,5,
8700,2010,27,33,5,
9013,2010,25,9,4,
9832,2010,27,18,4,
46,2011,40,35,8,
219,2011,44,33,4,
263,2011,28,73,6,
510,2011,31,30,5,
535,2011,33,31,4,
790,2011,35,33,6,
1077,2011,34,26,8,
1094,2011,32,27,6,
1686,2011,34,2,2,
1994,2011,24,28,5,
2650,2011,25,3,3,
2929,2011,23,4,5,
3137,2011,26,33,4,
3254,2011,26,75,4,
3777,2011,27,39,4,
4004,2011,26,13,5,
4064,2011,28,33,4,
4235,2011,28,33,4,
4467,2011,27,5,6,
4930,2011,27,31,5,
5350,2011,22,3,4,
5401,2011,23,3,4,
5551,2011,25,31,9,
5985,2011,21,7,11,
6026,2011,26,3,4,
6249,2011,23,34,5,
6461,2011,26,2,4,
6632,2011,24,21,7,
6785,2011,26,17,4,
6797,2011,20,5,5,
6883,2011,25,23,5,
7059,2011,29,33,8,
7316,2011,25,1,3,
7448,2011,25,32,5,
7471,2011,28,3,4,
7982,2011,23,27,6,
8066,2011,28,2,3,
8586,2011,28,28,6,
8700,2011,28,34,4,
8948,2011,23,43,11,
9264,2011,25,45,4,
9346,2011,26,30,6,
9920,2011,27,8,4,
10131,2011,22,5,8,
11420,2011,29,10,9,
46,2012,41,35,7,
98,2012,32,2,2,
106,2012,37,28,5,
404,2012,31,28,5,
1051,2012,31,32,5,
1757,2012,31,31,7,
1783,2012,29,46,8,
1890,2012,23,31,5,
1984,2012,27,5,12,
2155,2012,31,36,4,
3200,2012,29,30,5,
3374,2012,28,31,5,
4222,2012,30,5,8,
4538,2012,29,20,7,
4913,2012,23,29,7,
4930,2012,28,33,6,
5551,2012,26,33,7,
5673,2012,28,5,5,
6026,2012,27,4,4,
6220,2012,28,10,2,
6345,2012,23,8,3,
6635,2012,26,3,5,
6652,2012,25,8,6,
6908,2012,27,4,4,
7274,2012,28,59,8,
7507,2012,29,15,5,
7874,2012,25,4,6,
8179,2012,25,2,4,
8476,2012,22,5,5,
8700,2012,29,33,8,
8848,2012,24,5,4,
8887,2012,27,71,4,
10190,2012,20,6,9,
12703,2012,21,4,5,
7364,2008,25,23,61,
3353,2009,24,11,37,
1845,2010,29,148,571,
1079,2009,33,81,322,
565,2009,33,88,293,
8358,2011,28,23,45,
6319,2008,27,141,563,
6441,2011,26,2,4,
5342,2012,27,37,111,
1491,2011,33,130,446,
1070,2010,37,48,180,
8553,2009,22,120,491,
877,2009,25,15,30,
1491,2010,32,154,649,
1617,2012,35,65,131,
114,2008,39,114,482,
579,2008,33,89,119,
2714,2010,29,158,654,
529,2008,36,145,610,
5450,2010,27,60,188,
2009,2008,34,64,111,
2907,2008,27,15,46,
4409,2008,27,66,164,
9345,2012,24,24,72,
6848,2010,23,30,53,
4507,2008,27,90,152,
2178,2009,28,123,453,
10231,2011,21,10,6,
344,2011,29,39,120,
3248,2009,25,41,138,
5462,2008,25,45,150,
1208,2008,37,90,200,
4652,2008,24,66,224,
236,2010,32,132,262,
6740,2011,23,46,187,
8024,2009,26,24,75,
10289,2011,21,13,34,
673,2009,29,124,307,
3129,2009,25,66,157,
5219,2011,25,20,30,
5451,2009,26,51,90,
1212,2010,34,9,25,
3751,2008,23,43,93,
6335,2008,26,81,234,
1863,2011,33,99,300,
198,2011,25,30,39,
1322,2008,34,52,200,
5950,2012,27,55,202,
2845,2011,23,21,74,
8760,2011,24,46,155,
670,2008,36,52,130,
9235,2012,23,5,17,
9682,2009,26,87,266,
7451,2008,25,30,56,
8434,2010,23,51,159,
1058,2009,32,101,239,
2102,2009,28,72,211,
7158,2009,24,30,61,
2498,2012,25,118,511,
9147,2012,25,58,117,
11846,2012,24,24,52,
1876,2008,26,133,538,
546,2008,39,81,250,
3179,2011,27,64,202,
7215,2012,26,20,65,
941,2011,37,91,343,
4675,2009,25,48,116,
3972,2012,26,55,138,
7223,2012,25,16,25,
1383,2009,37,107,204,
9802,2012,29,47,137,
3203,2008,24,80,257,
3913,2009,28,37,32,
3501,2008,24,29,85,
2505,2010,22,13,34,
546,2010,41,21,71,
9072,2011,28,47,104,
2448,2010,31,54,119,
4900,2009,25,78,215,
2197,2010,27,33,140,
9886,2012,25,31,45,
4182,2008,23,28,66,
1940,2008,28,18,24,
5848,2011,26,25,58,
5590,2008,27,82,136,
9334,2011,26,38,51,
8760,2012,25,17,57,
3206,2008,24,36,91,
7348,2011,27,54,165,
4748,2010,28,36,83,
3188,2008,24,22,74,
1126,2011,35,12,37,
4950,2011,27,22,35,
4719,2010,26,19,32,
6153,2012,23,50,146,
1718,2012,31,20,42,
2017,2008,30,14,22,
697,2010,24,11,37,
8055,2011,28,79,94,
2748,2011,32,46,104,
3179,2010,26,48,142,
1,2009,31,27,75,
7772,2012,26,30,74,
1643,2010,32,22,41,
1329,2009,33,33,90,
957,2009,25,17,60,
3188,2009,25,27,78,
4365,2012,25,27,57,
4249,2009,24,11,26,
4969,2011,25,17,44,
17,2008,28,20,47,
8841,2010,24,85,167,
1388,2009,36,95,97,
1876,2010,28,27,37,
5361,2010,20,20,24,
2070,2012,32,19,57,
2621,2010,26,12,18,
3702,2008,31,21,24,
916,2008,38,34,61,
3263,2012,35,24,51,
4727,2010,26,18,84,
2530,2010,23,22,29,
4583,2012,31,32,56,
6335,2009,27,58,69,
9682,2008,25,18,30,
4666,2008,27,36,105,
4693,2012,31,18,25,
8051,2010,24,11,41,
4429,2010,29,35,32,
2312,2009,24,12,30,
3583,2011,30,11,22,
4666,2009,28,10,21,
6307,2008,26,28,73,
5422,2011,22,13,32,
9571,2010,26,20,35,
9210,2010,21,7,22,
4519,2009,28,8,21,
353,2008,29,17,49,
2020,2011,25,14,42,
8254,2010,28,19,31,
965,2008,34,8,10,
3620,2009,29,11,15,
739,2010,31,21,37,
9571,2009,25,11,19,
3664,2008,28,6,19,
1502,2010,31,14,23,
5491,2011,22,9,20,
4710,2008,27,4,17,
1021,2012,31,10,18,
235,2009,37,7,24,
5198,2010,26,14,25,
8517,2011,28,10,25,
3133,2008,31,10,13,
1405,2010,31,5,13,
518,2009,36,10,17,
4529,2008,24,34,73,
2047,2009,28,33,63,
2047,2008,27,28,45,
1571,2011,32,23,35,
1303,2011,34,32,92,
3868,2010,25,14,25,
1292,2010,35,35,84,
1245,2011,36,33,69,
5735,2008,26,7,7,
2861,2010,28,4,7,
3285,2009,26,9,18,
6596,2012,24,13,18,
5590,2011,30,22,28,
4684,2008,27,25,49,
4849,2010,29,29,67,
1451,2008,30,30,59,
3374,2011,27,32,42,
3830,2011,28,33,71,
7080,2011,26,33,65,
6230,2008,23,32,59,
6230,2010,25,33,59,
2586,2008,29,25,45,
2194,2011,30,11,15,
7448,2012,26,32,75,
3284,2010,26,33,69,
5203,2009,25,31,61,
3551,2012,28,37,79,
1709,2009,30,30,45,
5203,2010,26,34,70,
8678,2009,27,31,67,
944,2010,32,34,66,
2070,2008,28,3,8,
6244,2010,27,29,45,
9018,2012,24,6,8,
5523,2011,26,31,63,
3815,2011,23,31,63,
5842,2008,23,35,72,
5203,2008,24,32,72,
2279,2010,33,11,13,
1767,2011,30,27,55,
1701,2012,33,34,69,
4464,2010,25,9,9,
3583,2012,31,3,10,
9492,2012,27,30,60,
9166,2009,22,7,17,
4424,2011,24,29,60,
104,2008,42,34,62,
9884,2011,24,26,35,
8380,2012,26,16,22,
7410,2009,26,35,51,
4567,2012,28,31,60,
1772,2008,26,25,31,
3551,2009,25,39,27,
3583,2008,27,11,10,
2072,2012,33,38,30,
6876,2010,24,8,16,
60,2009,45,22,28,
7754,2012,27,23,38,
2034,2012,33,4,12,
1159,2010,24,5,12,
3735,2012,26,7,11,
6335,2011,29,11,23,
6132,2010,24,18,32,
493,2010,33,7,17,
4676,2008,24,16,20,
7335,2009,26,28,26,
755,2012,33,21,40,
4529,2010,26,17,28,
6785,2009,24,20,26,
3340,2012,28,18,34,
150,2011,35,26,33,
2011,2011,35,2,7,
5350,2010,21,15,26,
4249,2011,26,9,8,
10091,2010,35,53,20,
3990,2009,25,9,19,
3284,2009,25,16,31,
4849,2008,27,33,24,
9628,2010,25,6,9,
1701,2010,31,24,18,
1783,2009,26,31,30,
2859,2009,23,15,19,
3815,2009,21,10,21,
707,2008,33,36,23,
10131,2010,21,12,22,
510,2012,32,28,22,
3137,2008,23,17,15,
3166,2011,26,16,15,
4593,2011,31,37,17,
3284,2008,24,10,19,
40,2008,33,30,6,
491,2008,34,10,15,
