IDfg,Season,Age,G,PA,TBF
20739,2021-01-01,24,5,8,
21690,2021-01-01,23,7,7,
11400,2020-01-01,27,4,7,
5124,2019-01-01,35,2,7,
12394,2022-01-01,33,3,10,
11400,2019-01-01,26,7,17,
15156,2019-01-01,27,12,17,
2520,2021-01-01,34,28,5,
7274,2021-01-01,37,67,7,
19244,2021-01-01,27,32,7,
20539,2021-01-01,23,14,5,
16300,2019-01-01,24,24,6,
20395,2019-01-01,23,17,17,
24597,2023-01-01,23,8,8,
19318,2021-01-01,26,3,8,
10199,2020-01-01,29,31,36,
20157,2022-01-01,27,15,22,
14663,2021-01-01,29,24,34,
12719,2022-01-01,29,8,14,
21844,2021-01-01,23,8,11,
16918,2019-01-01,25,13,21,
13183,2019-01-01,26,35,55,
14078,2019-01-01,27,29,39,
16593,2021-01-01,24,10,15,
13183,2021-01-01,28,33,44,
4153,2019-01-01,33,24,50,
15734,2019-01-01,23,28,10,
14509,2019-01-01,27,29,29,
13769,2022-01-01,26,15,54,
4972,2019-01-01,35,27,46,
19546,2021-01-01,26,4,3,
9132,2021-01-01,31,32,3,
19170,2021-01-01,26,1,3,
20492,2021-01-01,24,30,3,
23550,2021-01-01,23,14,4,
10190,2019-01-01,27,15,3,
11753,2019-01-01,27,73,3,
14764,2019-01-01,26,32,3,
18318,2019-01-01,25,16,3,
19563,2022-01-01,27,1,3,
20533,2022-01-01,27,4,6,
5751,2020-01-01,29,3,6,
8246,2021-01-01,34,35,33,
15139,2021-01-01,28,16,6,
19795,2021-01-01,26,32,8,
4869,2019-01-01,29,33,6,
13475,2019-01-01,26,33,6,
16291,2019-01-01,24,3,6,
16094,2021-01-01,27,27,18,
11762,2019-01-01,26,32,69,
12718,2021-01-01,28,28,46,
12434,2022-01-01,33,4,13,
12768,2021-01-01,31,26,43,
17995,2019-01-01,22,9,11,
17312,2021-01-01,25,20,13,
12880,2021-01-01,31,31,40,
14875,2021-01-01,29,45,25,
27458,2021-01-01,32,27,29,
6345,2019-01-01,30,23,41,
19374,2021-01-01,26,34,82,
10587,2019-01-01,30,39,10,
13658,2022-01-01,31,10,8,
12880,2019-01-01,29,5,8,
14682,2019-01-01,26,47,7,
17186,2019-01-01,26,14,24,
16162,2021-01-01,28,30,58,
16981,2019-01-01,26,25,43,
17594,2021-01-01,25,24,32,
17432,2021-01-01,28,32,16,
2539,2021-01-01,33,3,12,
20167,2021-01-01,23,9,13,
16918,2021-01-01,27,13,22,
12972,2019-01-01,26,28,20,
11346,2021-01-01,32,4,4,
16233,2021-01-01,27,23,5,
25007,2021-01-01,25,41,4,
11694,2019-01-01,27,25,8,
17807,2019-01-01,25,3,4,
18603,2022-01-01,26,3,4,
13470,2019-01-01,25,24,8,
19546,2019-01-01,24,15,8,
15036,2021-01-01,27,10,15,
11836,2021-01-01,28,31,51,
11189,2021-01-01,29,26,30,
17578,2021-01-01,27,25,43,
20302,2021-01-01,25,16,20,
6893,2021-01-01,35,22,37,
6249,2021-01-01,33,9,9,
15047,2019-01-01,27,9,10,
19959,2021-01-01,23,25,20,
8779,2019-01-01,32,33,6,
14168,2019-01-01,25,32,5,
18769,2021-01-01,26,8,11,
20631,2021-01-01,25,13,10,
25379,2021-01-01,25,12,11,
13696,2021-01-01,27,18,6,
18790,2021-01-01,28,6,8,
17186,2021-01-01,28,22,7,
36,2019-01-01,32,5,0,
404,2019-01-01,38,23,3,
494,2019-01-01,42,55,0,
1118,2019-01-01,35,5,0,
1157,2019-01-01,32,5,0,
1247,2019-01-01,33,73,0,
1483,2019-01-01,31,9,0,
1514,2019-01-01,37,67,0,
1581,2019-01-01,32,63,3,
1841,2019-01-01,35,18,3,
1890,2019-01-01,30,2,0,
2391,2019-01-01,31,62,0,
2429,2019-01-01,33,7,1,
2520,2019-01-01,32,33,2,
2859,2019-01-01,33,18,2,
2882,2019-01-01,29,45,0,
3096,2019-01-01,31,62,1,
3132,2019-01-01,34,60,0,
3164,2019-01-01,29,9,0,
3192,2019-01-01,34,68,0,
3200,2019-01-01,36,3,0,
3240,2019-01-01,31,66,0,
3281,2019-01-01,35,28,0,
3321,2019-01-01,36,8,0,
3543,2019-01-01,34,12,0,
3548,2019-01-01,30,75,0,
3551,2019-01-01,35,10,0,
3555,2019-01-01,35,2,0,
3599,2019-01-01,33,6,0,
3840,2019-01-01,36,30,0,
3950,2019-01-01,29,50,0,
3959,2019-01-01,33,4,0,
3990,2019-01-01,35,11,0,
3993,2019-01-01,29,12,0,
4020,2019-01-01,34,80,1,
4026,2019-01-01,31,19,0,
4070,2019-01-01,34,50,0,
4090,2019-01-01,35,6,0,
4259,2019-01-01,34,47,0,
4264,2019-01-01,34,66,0,
4300,2019-01-01,36,67,0,
4301,2019-01-01,31,45,0,
4505,2019-01-01,33,23,2,
4676,2019-01-01,35,33,2,
4682,2019-01-01,38,20,0,
4696,2019-01-01,33,13,0,
4772,2019-01-01,33,15,3,
4776,2019-01-01,32,5,0,
4971,2019-01-01,34,3,0,
4994,2019-01-01,33,21,0,
5003,2019-01-01,32,76,0,
5114,2019-01-01,29,66,0,
5224,2019-01-01,34,60,1,
5358,2019-01-01,30,67,0,
5365,2019-01-01,28,16,0,
5372,2019-01-01,30,26,4,
5401,2019-01-01,31,23,0,
5420,2019-01-01,31,71,0,
5498,2019-01-01,28,4,0,
5615,2019-01-01,31,62,0,
5640,2019-01-01,34,53,0,
5867,2019-01-01,29,1,0,
6033,2019-01-01,29,57,0,
6216,2019-01-01,31,1,0,
6316,2019-01-01,32,41,0,
6336,2019-01-01,33,2,0,
6397,2019-01-01,29,30,3,
6398,2019-01-01,29,65,0,
6399,2019-01-01,30,35,0,
6483,2019-01-01,33,70,2,
6499,2019-01-01,32,39,0,
6562,2019-01-01,31,3,0,
6576,2019-01-01,29,10,0,
6632,2019-01-01,32,23,0,
6655,2019-01-01,31,23,0,
6661,2019-01-01,30,62,0,
6785,2019-01-01,34,73,0,
6832,2019-01-01,32,1,0,
6893,2019-01-01,33,4,4,
6902,2019-01-01,28,32,3,
6941,2019-01-01,35,71,0,
6984,2019-01-01,32,64,0,
6986,2019-01-01,34,63,0,
7005,2019-01-01,30,55,0,
7108,2019-01-01,34,2,0,
7146,2019-01-01,32,69,0,
7175,2019-01-01,34,12,0,
7196,2019-01-01,33,40,0,
7274,2019-01-01,35,76,1,
7385,2019-01-01,34,25,0,
7410,2019-01-01,36,32,4,
7411,2019-01-01,32,15,0,
7432,2019-01-01,31,28,2,
7441,2019-01-01,33,50,0,
7466,2019-01-01,33,59,0,
7531,2019-01-01,32,35,0,
7550,2019-01-01,32,45,0,
7555,2019-01-01,32,32,3,
7608,2019-01-01,32,23,2,
7624,2019-01-01,36,4,0,
7677,2019-01-01,30,22,0,
7731,2019-01-01,32,47,2,
7738,2019-01-01,30,42,0,
7754,2019-01-01,34,33,0,
7773,2019-01-01,35,51,0,
7803,2019-01-01,32,53,0,
7836,2019-01-01,30,28,0,
7841,2019-01-01,35,45,0,
7872,2019-01-01,32,7,0,
7947,2019-01-01,33,66,0,
7982,2019-01-01,31,44,0,
8004,2019-01-01,30,70,1,
8073,2019-01-01,32,8,0,
8110,2019-01-01,31,70,0,
8185,2019-01-01,34,6,0,
8241,2019-01-01,34,7,0,
8280,2019-01-01,35,36,0,
8302,2019-01-01,30,5,0,
8410,2019-01-01,30,1,0,
8490,2019-01-01,31,28,0,
8580,2019-01-01,32,17,0,
8700,2019-01-01,36,34,2,
8782,2019-01-01,32,42,3,
9029,2019-01-01,31,25,0,
9033,2019-01-01,31,16,0,
9073,2019-01-01,32,60,0,
9111,2019-01-01,29,60,0,
9132,2019-01-01,29,23,2,
9239,2019-01-01,32,13,0,
9325,2019-01-01,33,72,2,
9419,2019-01-01,31,28,0,
9456,2019-01-01,32,64,0,
9460,2019-01-01,30,14,0,
9490,2019-01-01,31,48,1,
9646,2019-01-01,30,10,0,
9654,2019-01-01,30,4,0,
9756,2019-01-01,31,20,0,
9761,2019-01-01,31,55,3,
9784,2019-01-01,31,3,3,
9817,2019-01-01,36,65,0,
9866,2019-01-01,32,71,0,
9895,2019-01-01,32,2,0,
9939,2019-01-01,34,62,0,
9948,2019-01-01,34,28,0,
10133,2019-01-01,31,29,0,
10160,2019-01-01,28,18,0,
10233,2019-01-01,31,60,0,
10291,2019-01-01,31,23,0,
10314,2019-01-01,29,1,0,
10341,2019-01-01,28,22,0,
10343,2019-01-01,31,4,0,
10354,2019-01-01,28,37,4,
10387,2019-01-01,28,7,0,
10430,2019-01-01,29,58,0,
10534,2019-01-01,31,6,0,
10547,2019-01-01,30,10,3,
10591,2019-01-01,29,28,0,
10603,2019-01-01,30,25,0,
10655,2019-01-01,29,1,1,
10688,2019-01-01,30,16,0,
10745,2019-01-01,29,22,0,
10756,2019-01-01,30,65,0,
10836,2019-01-01,30,17,1,
10843,2019-01-01,30,81,0,
10946,2019-01-01,31,18,0,
10976,2019-01-01,31,2,0,
11203,2019-01-01,31,14,0,
11209,2019-01-01,28,33,3,
11243,2019-01-01,31,3,0,
11334,2019-01-01,31,14,1,
11384,2019-01-01,29,72,0,
11428,2019-01-01,30,73,0,
11437,2019-01-01,27,30,0,
11449,2019-01-01,30,51,3,
11467,2019-01-01,27,25,0,
11490,2019-01-01,26,27,2,
11528,2019-01-01,30,57,1,
11604,2019-01-01,26,10,0,
11632,2019-01-01,30,45,0,
11682,2019-01-01,27,48,1,
11686,2019-01-01,28,9,0,
11691,2019-01-01,28,52,0,
11710,2019-01-01,31,61,0,
11713,2019-01-01,30,12,0,
11752,2019-01-01,27,71,0,
11801,2019-01-01,28,71,0,
11804,2019-01-01,30,68,1,
11836,2019-01-01,26,1,0,
11847,2019-01-01,33,58,0,
11861,2019-01-01,27,23,0,
11894,2019-01-01,27,1,2,
11896,2019-01-01,26,5,0,
11903,2019-01-01,26,58,0,
11964,2019-01-01,29,38,0,
12027,2019-01-01,29,11,0,
12076,2019-01-01,27,56,2,
12095,2019-01-01,28,64,2,
12106,2019-01-01,28,20,3,
12183,2019-01-01,30,25,1,
12237,2019-01-01,29,27,1,
12272,2019-01-01,29,29,4,
12297,2019-01-01,29,55,0,
12323,2019-01-01,29,33,0,
12385,2019-01-01,28,3,0,
12452,2019-01-01,29,12,0,
12572,2019-01-01,31,57,0,
12575,2019-01-01,29,46,1,
12578,2019-01-01,29,28,0,
12580,2019-01-01,29,40,0,
12586,2019-01-01,29,19,0,
12638,2019-01-01,31,4,0,
12673,2019-01-01,30,48,1,
12680,2019-01-01,30,61,0,
12699,2019-01-01,28,9,2,
12760,2019-01-01,28,22,0,
12763,2019-01-01,28,61,0,
12774,2019-01-01,28,56,0,
12778,2019-01-01,29,52,0,
12781,2019-01-01,29,1,0,
12784,2019-01-01,29,17,1,
12799,2019-01-01,28,5,0,
12800,2019-01-01,29,51,0,
12804,2019-01-01,26,44,1,
12808,2019-01-01,28,21,2,
12828,2019-01-01,29,37,0,
12857,2019-01-01,28,55,0,
12863,2019-01-01,29,70,1,
12874,2019-01-01,29,6,0,
12890,2019-01-01,27,83,0,
12910,2019-01-01,28,53,0,
12917,2019-01-01,26,30,2,
12918,2019-01-01,26,66,1,
12938,2019-01-01,26,36,0,
12988,2019-01-01,29,77,0,
12997,2019-01-01,26,58,0,
13006,2019-01-01,26,2,2,
13042,2019-01-01,29,11,0,
13058,2019-01-01,27,7,0,
13133,2019-01-01,28,58,0,
13182,2019-01-01,26,52,0,
13188,2019-01-01,26,35,0,
13194,2019-01-01,29,63,0,
13276,2019-01-01,27,11,1,
13287,2019-01-01,29,6,0,
13322,2019-01-01,27,2,0,
13323,2019-01-01,28,12,0,
13339,2019-01-01,27,35,2,
13345,2019-01-01,27,43,1,
13346,2019-01-01,28,4,0,
13360,2019-01-01,27,59,0,
13393,2019-01-01,28,3,0,
13394,2019-01-01,28,50,2,
13397,2019-01-01,28,10,0,
13403,2019-01-01,29,23,2,
13424,2019-01-01,28,22,0,
13442,2019-01-01,28,52,0,
13449,2019-01-01,28,60,0,
13483,2019-01-01,27,20,0,
13485,2019-01-01,26,23,0,
13527,2019-01-01,27,44,0,
13528,2019-01-01,28,27,1,
13543,2019-01-01,26,23,0,
13549,2019-01-01,29,72,0,
13594,2019-01-01,26,57,1,
13607,2019-01-01,27,22,0,
13616,2019-01-01,26,20,0,
13619,2019-01-01,26,31,2,
13629,2019-01-01,29,14,0,
13652,2019-01-01,27,13,0,
13677,2019-01-01,25,2,3,
13684,2019-01-01,26,64,3,
13685,2019-01-01,27,39,0,
13690,2019-01-01,25,12,2,
13699,2019-01-01,25,16,0,
13713,2019-01-01,29,43,0,
13758,2019-01-01,28,58,0,
13761,2019-01-01,28,35,4,
13763,2019-01-01,27,40,0,
13764,2019-01-01,24,66,0,
13767,2019-01-01,28,21,1,
13780,2019-01-01,28,48,0,
13801,2019-01-01,28,30,1,
13892,2019-01-01,29,17,1,
13911,2019-01-01,29,49,1,
13942,2019-01-01,29,9,2,
13946,2019-01-01,28,6,0,
13974,2019-01-01,29,11,0,
14016,2019-01-01,29,2,0,
14101,2019-01-01,27,34,0,
14151,2019-01-01,29,9,3,
14169,2019-01-01,27,15,0,
14212,2019-01-01,25,61,2,
14244,2019-01-01,29,17,0,
14272,2019-01-01,28,22,1,
14288,2019-01-01,28,32,0,
14295,2019-01-01,27,47,0,
14332,2019-01-01,25,2,0,
14338,2019-01-01,27,12,0,
14353,2019-01-01,25,5,0,
14361,2019-01-01,28,7,1,
14374,2019-01-01,25,12,2,
14375,2019-01-01,27,69,0,
14382,2019-01-01,27,25,0,
14391,2019-01-01,24,3,0,
14412,2019-01-01,28,1,1,
14457,2019-01-01,29,60,1,
14460,2019-01-01,29,1,0,
14506,2019-01-01,26,27,0,
14508,2019-01-01,25,19,1,
14510,2019-01-01,25,6,0,
14524,2019-01-01,25,70,0,
14527,2019-01-01,26,39,2,
14542,2019-01-01,26,71,0,
14552,2019-01-01,24,40,0,
14605,2019-01-01,32,8,0,
14646,2019-01-01,26,31,0,
14665,2019-01-01,26,23,1,
14672,2019-01-01,27,14,0,
14677,2019-01-01,24,12,1,
14696,2019-01-01,26,32,0,
14706,2019-01-01,25,3,0,
14707,2019-01-01,25,1,0,
14710,2019-01-01,25,66,0,
14719,2019-01-01,26,72,0,
14733,2019-01-01,26,4,0,
14739,2019-01-01,25,4,0,
14741,2019-01-01,29,39,0,
14771,2019-01-01,28,66,1,
14808,2019-01-01,27,8,0,
14814,2019-01-01,28,73,0,
14825,2019-01-01,27,18,2,
14857,2019-01-01,28,1,0,
14867,2019-01-01,27,3,0,
14899,2019-01-01,27,12,1,
14932,2019-01-01,27,1,0,
14962,2019-01-01,26,5,1,
14966,2019-01-01,26,56,0,
14974,2019-01-01,28,65,0,
14986,2019-01-01,27,66,3,
14993,2019-01-01,26,61,0,
15007,2019-01-01,26,14,0,
15015,2019-01-01,24,4,0,
15028,2019-01-01,26,46,0,
15036,2019-01-01,25,1,0,
15042,2019-01-01,27,68,0,
15043,2019-01-01,27,61,0,
15046,2019-01-01,26,50,1,
15066,2019-01-01,28,4,0,
15091,2019-01-01,25,36,0,
15100,2019-01-01,27,6,0,
15101,2019-01-01,28,9,0,
15115,2019-01-01,25,1,1,
15118,2019-01-01,27,17,2,
15130,2019-01-01,25,2,1,
15136,2019-01-01,24,27,0,
15157,2019-01-01,27,29,0,
15200,2019-01-01,27,31,2,
15203,2019-01-01,26,24,0,
15231,2019-01-01,26,1,0,
15232,2019-01-01,26,3,1,
15240,2019-01-01,27,56,0,
15256,2019-01-01,29,7,0,
15258,2019-01-01,27,6,1,
15264,2019-01-01,25,11,0,
15267,2019-01-01,26,5,0,
15285,2019-01-01,26,25,0,
15288,2019-01-01,28,68,0,
15290,2019-01-01,29,14,1,
15306,2019-01-01,28,5,2,
15423,2019-01-01,28,18,0,
15451,2019-01-01,27,16,1,
15463,2019-01-01,26,3,0,
15502,2019-01-01,24,9,0,
15507,2019-01-01,24,7,0,
15538,2019-01-01,28,10,0,
15541,2019-01-01,28,17,0,
15552,2019-01-01,28,54,1,
15594,2019-01-01,28,55,0,
15605,2019-01-01,27,11,0,
15655,2019-01-01,25,14,2,
15684,2019-01-01,24,65,0,
15690,2019-01-01,27,31,1,
15761,2019-01-01,24,66,0,
15764,2019-01-01,30,32,1,
15816,2019-01-01,24,13,1,
15823,2019-01-01,23,29,0,
15832,2019-01-01,26,66,0,
15846,2019-01-01,27,21,2,
15855,2019-01-01,27,78,1,
15859,2019-01-01,26,21,0,
15873,2019-01-01,27,5,0,
15885,2019-01-01,24,15,0,
15890,2019-01-01,25,3,0,
15906,2019-01-01,23,12,0,
15915,2019-01-01,24,3,0,
15947,2019-01-01,27,63,0,
15964,2019-01-01,25,2,1,
16017,2019-01-01,32,3,0,
16058,2019-01-01,27,28,0,
16074,2019-01-01,26,11,0,
16086,2019-01-01,26,20,0,
16106,2019-01-01,26,8,0,
16122,2019-01-01,26,17,0,
16125,2019-01-01,26,1,0,
16128,2019-01-01,26,1,0,
16130,2019-01-01,25,23,4,
16132,2019-01-01,26,34,0,
16137,2019-01-01,26,7,0,
16155,2019-01-01,26,6,0,
16159,2019-01-01,25,68,0,
16166,2019-01-01,26,5,0,
16201,2019-01-01,26,54,0,
16258,2019-01-01,25,58,0,
16265,2019-01-01,26,20,1,
16306,2019-01-01,26,27,1,
16309,2019-01-01,26,2,0,
16318,2019-01-01,25,2,0,
16350,2019-01-01,25,2,0,
16390,2019-01-01,27,44,2,
16400,2019-01-01,25,33,4,
16401,2019-01-01,25,26,2,
16440,2019-01-01,25,9,1,
16452,2019-01-01,27,2,0,
16459,2019-01-01,27,18,0,
16502,2019-01-01,27,28,0,
16507,2019-01-01,26,17,0,
16511,2019-01-01,26,2,0,
16532,2019-01-01,27,10,0,
16587,2019-01-01,25,27,2,
16588,2019-01-01,26,34,0,
16609,2019-01-01,22,7,0,
16618,2019-01-01,26,12,0,
16631,2019-01-01,27,32,1,
16668,2019-01-01,25,1,0,
16794,2019-01-01,26,49,0,
16814,2019-01-01,29,46,0,
16850,2019-01-01,26,7,0,
16866,2019-01-01,26,13,0,
16942,2019-01-01,23,1,0,
16958,2019-01-01,26,18,0,
16980,2019-01-01,26,13,2,
17002,2019-01-01,28,22,0,
17018,2019-01-01,25,10,0,
17030,2019-01-01,23,32,1,
17034,2019-01-01,23,9,1,
17035,2019-01-01,24,7,0,
17117,2019-01-01,26,14,0,
17130,2019-01-01,29,68,2,
17169,2019-01-01,23,1,0,
17170,2019-01-01,24,9,0,
17181,2019-01-01,26,70,0,
17192,2019-01-01,25,34,3,
17237,2019-01-01,27,36,0,
17264,2019-01-01,26,33,0,
17281,2019-01-01,25,37,0,
17285,2019-01-01,23,8,2,
17292,2019-01-01,23,8,0,
17295,2019-01-01,25,26,0,
17345,2019-01-01,23,4,2,
17359,2019-01-01,26,52,0,
17369,2019-01-01,24,51,0,
17464,2019-01-01,22,9,0,
17466,2019-01-01,25,12,0,
17470,2019-01-01,25,32,2,
17490,2019-01-01,22,13,4,
17496,2019-01-01,25,65,1,
17508,2019-01-01,25,4,0,
17536,2019-01-01,25,16,0,
17553,2019-01-01,25,1,0,
17556,2019-01-01,25,5,0,
17586,2019-01-01,24,28,0,
17610,2019-01-01,26,52,1,
17677,2019-01-01,26,25,0,
17679,2019-01-01,25,5,0,
17697,2019-01-01,25,1,0,
17734,2019-01-01,24,25,0,
17735,2019-01-01,24,13,0,
17754,2019-01-01,25,1,0,
17780,2019-01-01,24,35,0,
17793,2019-01-01,25,51,0,
17796,2019-01-01,25,16,0,
17811,2019-01-01,26,17,0,
17860,2019-01-01,23,9,0,
17871,2019-01-01,25,10,0,
17874,2019-01-01,24,33,0,
17942,2019-01-01,24,1,0,
17968,2019-01-01,22,6,0,
17987,2019-01-01,26,13,0,
17998,2019-01-01,25,21,0,
18029,2019-01-01,26,6,1,
18076,2019-01-01,25,16,0,
18088,2019-01-01,25,18,0,
18135,2019-01-01,24,13,0,
18251,2019-01-01,26,6,0,
18256,2019-01-01,26,14,0,
18282,2019-01-01,26,53,1,
18297,2019-01-01,28,52,1,
18300,2019-01-01,26,21,3,
18306,2019-01-01,26,17,0,
18311,2019-01-01,25,20,1,
18313,2019-01-01,24,6,1,
18323,2019-01-01,25,7,0,
18325,2019-01-01,24,1,0,
18335,2019-01-01,25,16,0,
18337,2019-01-01,28,68,0,
18356,2019-01-01,22,19,2,
18361,2019-01-01,25,10,2,
18403,2019-01-01,23,5,1,
18413,2019-01-01,24,9,4,
18454,2019-01-01,26,10,0,
18496,2019-01-01,22,13,0,
18510,2019-01-01,24,5,0,
18525,2019-01-01,23,14,0,
18581,2019-01-01,25,21,0,
18600,2019-01-01,25,16,0,
18655,2019-01-01,25,36,0,
18694,2019-01-01,21,9,2,
18719,2019-01-01,36,21,0,
18790,2019-01-01,26,17,0,
18792,2019-01-01,26,17,0,
18806,2019-01-01,28,15,0,
18815,2019-01-01,24,5,1,
18864,2019-01-01,22,1,2,
18890,2019-01-01,26,10,0,
19199,2019-01-01,24,9,3,
19200,2019-01-01,23,34,1,
19249,2019-01-01,24,27,1,
19256,2019-01-01,24,8,0,
19268,2019-01-01,23,4,1,
19269,2019-01-01,23,5,1,
19274,2019-01-01,25,36,1,
19276,2019-01-01,22,37,0,
19285,2019-01-01,26,13,0,
19311,2019-01-01,26,14,0,
19330,2019-01-01,26,20,0,
19337,2019-01-01,23,25,0,
19341,2019-01-01,30,34,1,
19343,2019-01-01,24,10,0,
19403,2019-01-01,25,51,0,
19447,2019-01-01,22,10,2,
19457,2019-01-01,24,7,0,
19459,2019-01-01,23,2,0,
19479,2019-01-01,24,10,2,
19482,2019-01-01,25,1,0,
19487,2019-01-01,23,11,0,
19495,2019-01-01,24,14,0,
19545,2019-01-01,24,7,0,
19548,2019-01-01,24,20,1,
19558,2019-01-01,25,29,0,
19569,2019-01-01,24,13,0,
19583,2019-01-01,25,4,0,
19614,2019-01-01,23,5,0,
19618,2019-01-01,22,29,0,
19642,2019-01-01,24,8,0,
19675,2019-01-01,25,4,4,
19753,2019-01-01,24,15,0,
19756,2019-01-01,35,62,0,
19814,2019-01-01,24,25,0,
19848,2019-01-01,22,29,0,
19853,2019-01-01,24,1,0,
19867,2019-01-01,23,18,2,
19876,2019-01-01,25,25,0,
19884,2019-01-01,23,5,0,
19911,2019-01-01,21,19,2,
19959,2019-01-01,21,6,0,
19977,2019-01-01,24,2,2,
19979,2019-01-01,24,21,1,
19981,2019-01-01,24,6,1,
19995,2019-01-01,24,11,1,
20020,2019-01-01,25,13,0,
20023,2019-01-01,25,2,1,
20030,2019-01-01,24,10,0,
20039,2019-01-01,20,5,1,
20100,2019-01-01,23,24,0,
20151,2019-01-01,23,5,0,
20218,2019-01-01,22,1,0,
20367,2019-01-01,20,10,0,
20373,2019-01-01,20,22,0,
20387,2019-01-01,24,3,0,
20468,2019-01-01,21,2,0,
20632,2019-01-01,19,25,1,
20633,2019-01-01,28,32,2,
21032,2019-01-01,21,21,0,
23798,2019-01-01,24,9,0,
1157,2020-01-01,33,24,0,
1247,2020-01-01,34,24,0,
1514,2020-01-01,38,21,0,
1581,2020-01-01,33,11,0,
1943,2020-01-01,36,12,0,
1994,2020-01-01,33,4,0,
2036,2020-01-01,32,10,0,
2233,2020-01-01,38,10,0,
2391,2020-01-01,32,23,0,
2429,2020-01-01,34,1,0,
2520,2020-01-01,33,13,0,
2608,2020-01-01,32,2,0,
2717,2020-01-01,31,12,0,
2859,2020-01-01,34,16,0,
2882,2020-01-01,30,10,0,
3096,2020-01-01,32,27,0,
3132,2020-01-01,35,21,0,
3137,2020-01-01,35,12,0,
3192,2020-01-01,35,20,0,
3237,2020-01-01,31,23,0,
3240,2020-01-01,32,20,0,
3254,2020-01-01,35,4,0,
3284,2020-01-01,36,11,0,
3321,2020-01-01,37,19,0,
3542,2020-01-01,31,12,0,
3548,2020-01-01,31,24,0,
3950,2020-01-01,30,11,0,
3990,2020-01-01,36,7,0,
4020,2020-01-01,35,26,0,
4070,2020-01-01,35,4,0,
4141,2020-01-01,33,12,0,
4153,2020-01-01,34,9,0,
4185,2020-01-01,32,24,0,
4264,2020-01-01,35,23,0,
4301,2020-01-01,32,23,0,
4338,2020-01-01,30,5,0,
4505,2020-01-01,34,3,0,
4676,2020-01-01,36,9,0,
4696,2020-01-01,34,21,0,
4776,2020-01-01,33,6,0,
4806,2020-01-01,40,8,0,
4869,2020-01-01,30,3,0,
4930,2020-01-01,36,12,0,
4972,2020-01-01,36,1,0,
5003,2020-01-01,33,21,0,
5114,2020-01-01,30,25,0,
5221,2020-01-01,35,6,0,
5224,2020-01-01,35,14,0,
5257,2020-01-01,30,21,0,
5358,2020-01-01,31,8,0,
5372,2020-01-01,31,5,0,
5384,2020-01-01,31,2,0,
5401,2020-01-01,32,3,0,
5420,2020-01-01,32,18,0,
5448,2020-01-01,36,18,0,
5524,2020-01-01,30,9,0,
5530,2020-01-01,30,25,0,
5615,2020-01-01,32,25,0,
5640,2020-01-01,35,26,0,
5702,2020-01-01,35,25,0,
6033,2020-01-01,30,2,0,
6216,2020-01-01,32,15,0,
6249,2020-01-01,32,11,0,
6316,2020-01-01,33,22,0,
6397,2020-01-01,30,4,0,
6398,2020-01-01,30,24,0,
6399,2020-01-01,31,29,0,
6483,2020-01-01,34,22,0,
6562,2020-01-01,32,10,0,
6576,2020-01-01,30,10,0,
6627,2020-01-01,34,14,0,
6632,2020-01-01,33,12,0,
6655,2020-01-01,32,18,0,
6661,2020-01-01,31,21,0,
6785,2020-01-01,35,16,0,
6797,2020-01-01,29,10,0,
6832,2020-01-01,33,7,0,
6893,2020-01-01,34,12,0,
6895,2020-01-01,32,10,0,
6902,2020-01-01,29,12,0,
6941,2020-01-01,36,22,0,
6984,2020-01-01,33,11,0,
6986,2020-01-01,35,15,0,
7005,2020-01-01,31,23,0,
7108,2020-01-01,35,3,0,
7115,2020-01-01,35,23,0,
7146,2020-01-01,33,21,0,
7196,2020-01-01,34,28,0,
7274,2020-01-01,36,24,0,
7407,2020-01-01,34,14,0,
7410,2020-01-01,37,9,0,
7441,2020-01-01,34,5,0,
7448,2020-01-01,34,12,0,
7550,2020-01-01,33,24,0,
7555,2020-01-01,33,21,0,
7593,2020-01-01,29,12,0,
7608,2020-01-01,33,9,0,
7731,2020-01-01,33,2,0,
7754,2020-01-01,35,11,0,
7803,2020-01-01,33,21,0,
7836,2020-01-01,31,4,0,
7870,2020-01-01,34,1,0,
7882,2020-01-01,33,12,0,
7947,2020-01-01,34,1,0,
7982,2020-01-01,32,26,0,
8004,2020-01-01,31,15,0,
8048,2020-01-01,30,18,0,
8110,2020-01-01,32,6,0,
8223,2020-01-01,32,10,0,
8246,2020-01-01,33,2,0,
8350,2020-01-01,33,3,0,
8362,2020-01-01,34,2,0,
8410,2020-01-01,31,9,0,
8700,2020-01-01,37,1,0,
8753,2020-01-01,33,11,0,
8779,2020-01-01,33,6,0,
8823,2020-01-01,33,11,0,
9013,2020-01-01,35,9,0,
9073,2020-01-01,33,6,0,
9111,2020-01-01,30,23,0,
9132,2020-01-01,30,9,0,
9323,2020-01-01,30,11,0,
9325,2020-01-01,34,18,0,
9388,2020-01-01,35,17,0,
9434,2020-01-01,32,11,0,
9456,2020-01-01,33,10,0,
9490,2020-01-01,32,22,0,
9646,2020-01-01,31,7,0,
9756,2020-01-01,32,11,0,
9761,2020-01-01,32,12,0,
9784,2020-01-01,32,14,0,
9794,2020-01-01,32,3,0,
9817,2020-01-01,37,24,0,
9866,2020-01-01,33,10,0,
9895,2020-01-01,33,1,0,
9939,2020-01-01,35,24,0,
10021,2020-01-01,32,12,0,
10058,2020-01-01,29,21,0,
10061,2020-01-01,32,21,0,
10078,2020-01-01,33,17,0,
