player_name,team,fa_class,position,minor_league_level,first_name_lower,last_name_lower,normed_position
Josh Hodges,Miami Marlins,2015,RHP,AA,josh,hodges,pitcher
Brandon Koch,Miami Marlins,2015,RHP,R,brandon,koch,pitcher
Eduar Quinonez,Miami Marlins,2015,RHP,Lo A,eduar,quinonez,pitcher
Ryan Reid,Miami Marlins,2015,RHP,AAA,ryan,reid,pitcher
Travis Blackley,Miami Marlins,2015,LHP,AAA,travis,blackley,pitcher
Tyler Robertson,Miami Marlins,2015,LHP,AAA,tyler,robertson,pitcher
Pat Urckfitz,Miami Marlins,2015,LHP,AAA,pat,urckfitz,pitcher
Fabian Williamson,Miami Marlins,2015,LHP,AA,fabian,williamson,pitcher
Brandon Bantz,Miami Marlins,2015,C,AAA,brandon,bantz,batter
Joel Jimenez,Miami Marlins,2015,C,Hi A,joel,jimenez,batter
Chadd Krist,Miami Marlins,2015,C,AA,chadd,krist,batter
Kila Ka’aihue,Miami Marlins,2015,1B,AAA,kila,ka’aihue,batter
Felix Munoz,Miami Marlins,2015,1B,Hi A,felix,munoz,batter
David Adams,Miami Marlins,2015,2B,AA,david,adams,batter
Terrence Dayleg,Miami Marlins,2015,SS,AA,terrence,dayleg,batter
Juan Diaz,Miami Marlins,2015,SS,AAA,juan,diaz,batter
Eudy Pina,Miami Marlins,2015,OF,AA,eudy,pina,batter
Vinny Rottino,Miami Marlins,2015,OF,AAA,vinny,rottino,batter
Kenny Wilson,Miami Marlins,2015,OF,AA,kenny,wilson,batter
Manny Barreda,Milwaukee Brewers,2015,RHP,AA,manny,barreda,pitcher
Tim Dillard,Milwaukee Brewers,2015,RHP,AAA,tim,dillard,pitcher
Preston Guilmet,Milwaukee Brewers,2015,RHP,AAA,preston,guilmet,pitcher
Johnny Hellweg,Milwaukee Brewers,2015,RHP,AAA,johnny,hellweg,pitcher
Jim Henderson,Milwaukee Brewers,2015,RHP,AAA,jim,henderson,pitcher
Josh Roenicke,Milwaukee Brewers,2015,RHP,AAA,josh,roenicke,pitcher
Rob Wooten,Milwaukee Brewers,2015,RHP,AAA,rob,wooten,pitcher
Jeremy Horst,Milwaukee Brewers,2015,LHP,AAA,jeremy,horst,pitcher
Jarret Martin,Milwaukee Brewers,2015,LHP,Lo A,jarret,martin,pitcher
Juan Centeno,Milwaukee Brewers,2015,C,AAA,juan,centeno,batter
Robinzon Diaz,Milwaukee Brewers,2015,C,AAA,robinzon,diaz,batter
Sandy Martinez,Milwaukee Brewers,2015,C,DSL,sandy,martinez,batter
Matt Clark,Milwaukee Brewers,2015,1B,AAA,matt,clark,batter
Pete Orr,Milwaukee Brewers,2015,2B,AAA,pete,orr,batter
Hainley Statia,Milwaukee Brewers,2015,2B,AAA,hainley,statia,batter
Taylor Green,Milwaukee Brewers,2015,3B,Hi A,taylor,green,batter
Hernan Perez,Milwaukee Brewers,2015,SS,AAA,hernan,perez,batter
Josh Fellhauer,Milwaukee Brewers,2015,OF,AA,josh,fellhauer,batter
Matt Long,Milwaukee Brewers,2015,OF,AAA,matt,long,batter
Logan Schafer,Milwaukee Brewers,2015,OF,AAA,logan,schafer,batter
Michael Bowden,Minnesota Twins,2015,RHP,AAA,michael,bowden,pitcher
Mark Hamburger,Minnesota Twins,2015,RHP,AAA,mark,hamburger,pitcher
B.J. Hermsen,Minnesota Twins,2015,RHP,AA,b.j.,hermsen,pitcher
D.J. Johnson,Minnesota Twins,2015,RHP,AA,d.j.,johnson,pitcher
Lester Oliveros,Minnesota Twins,2015,RHP,AAA,lester,oliveros,pitcher
Adrian Salcedo,Minnesota Twins,2015,RHP,AA,adrian,salcedo,pitcher
Allan de San Miguel,Minnesota Twins,2015,C,AAA,allan,de san miguel,batter
James Beresford,Minnesota Twins,2015,2B,AAA,james,beresford,batter
Jose Martinez,Minnesota Twins,2015,2B,AAA,jose,martinez,batter
Argenis Diaz,Minnesota Twins,2015,SS,AAA,argenis,diaz,batter
Xavier Avery,Minnesota Twins,2015,OF,AAA,xavier,avery,batter
Eric Farris,Minnesota Twins,2015,OF,AAA,eric,farris,batter
Danny Ortiz,Minnesota Twins,2015,OF,AAA,danny,ortiz,batter
Wilkin Ramirez,Minnesota Twins,2015,OF,AAA,wilkin,ramirez,batter
Shannon Wilkerson,Minnesota Twins,2015,OF,AA,shannon,wilkerson,batter
Martires Arias,New York Mets,2015,RHP,Lo A,martires,arias,pitcher
Vic Black,New York Mets,2015,RHP,AAA,vic,black,pitcher
John Church,New York Mets,2015,RHP,AAA,john,church,pitcher
Jake Kuebler,New York Mets,2015,RHP,Hi A,jake,kuebler,pitcher
Cody Satterwhite,New York Mets,2015,RHP,AAA,cody,satterwhite,pitcher
Jon Velasquez,New York Mets,2015,RHP,AA,jon,velasquez,pitcher
Edioglis Villasmil,New York Mets,2015,RHP,SS,edioglis,villasmil,pitcher
Darin Gorski,New York Mets,2015,LHP,AAA,darin,gorski,pitcher
Scott Rice,New York Mets,2015,LHP,AAA,scott,rice,pitcher
Alex Torres,New York Mets,2015,LHP,AAA,alex,torres,pitcher
Albert Cordero,New York Mets,2015,C,AA,albert,cordero,batter
Anthony Recker,New York Mets,2015,C,AAA,anthony,recker,batter
Dan Rohlfing,New York Mets,2015,C,AAA,dan,rohlfing,batter
Brandon Allen,New York Mets,2015,1B,AAA,brandon,allen,batter
Vince Belnome,New York Mets,2015,1B,AA,vince,belnome,batter
Zach Lutz,New York Mets,2015,1B,AAA,zach,lutz,batter
Brock Peterson,New York Mets,2015,1B,AA,brock,peterson,batter
Brooks Conrad,New York Mets,2015,2B,AAA,brooks,conrad,batter
Jonathan Galvez,New York Mets,2015,3B,AA,jonathan,galvez,batter
Josh Rodriguez,New York Mets,2015,3B,AA,josh,rodriguez,batter
Wilfredo Tovar,New York Mets,2015,SS,AAA,wilfredo,tovar,batter
Joe Benson,New York Mets,2015,OF,AA,joe,benson,batter
Gilbert Gomez,New York Mets,2015,OF,AA,gilbert,gomez,batter
Andury Acevedo,New York Yankees,2015,RHP,AAA,andury,acevedo,pitcher
Scottie Allen,New York Yankees,2015,RHP,AA,scottie,allen,pitcher
Joel de la Cruz,New York Yankees,2015,RHP,AAA,joel,de la cruz,pitcher
Diego Moreno,New York Yankees,2015,RHP,AAA,diego,moreno,pitcher
Wilking Rodriguez,New York Yankees,2015,RHP,AAA,wilking,rodriguez,pitcher
Cesar Vargas,New York Yankees,2015,RHP,AAA,cesar,vargas,pitcher
Jose De Paula,New York Yankees,2015,LHP,AAA,jose,de paula,pitcher
Aaron Dott,New York Yankees,2015,LHP,AA,aaron,dott,pitcher
Francisco Arcia,New York Yankees,2015,C,AA,francisco,arcia,batter
Juan Graterol,New York Yankees,2015,C,AAA,juan,graterol,batter
Kyle Higashioka,New York Yankees,2015,C,AAA,kyle,higashioka,batter
Cole Figueroa,New York Yankees,2015,3B,AAA,cole,figueroa,batter
Ali Castillo,New York Yankees,2015,SS,AAA,ali,castillo,batter
Jose Rosario,New York Yankees,2015,SS,AA,jose,rosario,batter
Ericson Leonora,New York Yankees,2015,OF,Hi A,ericson,leonora,batter
Rico Noel,New York Yankees,2015,OF,AAA,rico,noel,batter
Tim Atherton,Oakland Athletics,2015,RHP,AA,tim,atherton,pitcher
Parker Frazier,Oakland Athletics,2015,RHP,AA,parker,frazier,pitcher
Dawrin Frias,Oakland Athletics,2015,RHP,SS,dawrin,frias,pitcher
Brock Huntzinger,Oakland Athletics,2015,RHP,AAA,brock,huntzinger,pitcher
Jonathan Joseph,Oakland Athletics,2015,RHP,AA,jonathan,joseph,pitcher
Nathan Long,Oakland Athletics,2015,RHP,AAA,nathan,long,pitcher
Kevin Whelan,Oakland Athletics,2015,RHP,AAA,kevin,whelan,pitcher
Omar Duran,Oakland Athletics,2015,LHP,SS,omar,duran,pitcher
Jim Fuller,Oakland Athletics,2015,LHP,AAA,jim,fuller,pitcher
Carson Blair,Oakland Athletics,2015,C,AAA,carson,blair,batter
Anthony Aliotti,Oakland Athletics,2015,1B,AA,anthony,aliotti,batter
Conner Crumbliss,Oakland Athletics,2015,2B,AA,conner,crumbliss,batter
Ryan Roberts,Oakland Athletics,2015,2B,AAA,ryan,roberts,batter
Alden Carrithers,Oakland Athletics,2015,3B,AAA,alden,carrithers,batter
Brent Morel,Oakland Athletics,2015,3B,AAA,brent,morel,batter
Gabriel Santana,Oakland Athletics,2015,SS,Lo A,gabriel,santana,batter
Jason Berken,Philadelphia Phillies,2015,RHP,AAA,jason,berken,pitcher
Steven Inch,Philadelphia Phillies,2015,RHP,Hi A,steven,inch,pitcher
Colin Kleven,Philadelphia Phillies,2015,RHP,AA,colin,kleven,pitcher
Ethan Martin,Philadelphia Phillies,2015,RHP,AA,ethan,martin,pitcher
Jonathan Pettibone,Philadelphia Phillies,2015,RHP,AAA,jonathan,pettibone,pitcher
Stephen Shackleford,Philadelphia Phillies,2015,RHP,AA,stephen,shackleford,pitcher
Anthony Vasquez,Philadelphia Phillies,2015,LHP,AAA,anthony,vasquez,pitcher
Willians Astudillo,Philadelphia Phillies,2015,C,Hi A,willians,astudillo,batter
Rene Garcia,Philadelphia Phillies,2015,C,AA,rene,garcia,batter
Koyie Hill,Philadelphia Phillies,2015,C,AA,koyie,hill,batter
Brodie Greene,Philadelphia Phillies,2015,2B,AA,brodie,greene,batter
Tyler Henson,Philadelphia Phillies,2015,2B,AAA,tyler,henson,batter
Tyler Pastornicky,Philadelphia Phillies,2015,2B,AAA,tyler,pastornicky,batter
Cord Phelps,Philadelphia Phillies,2015,2B,AAA,cord,phelps,batter
Edgar Duran,Philadelphia Phillies,2015,SS,AAA,edgar,duran,batter
Russ Canzler,Philadelphia Phillies,2015,OF,AAA,russ,canzler,batter
Jordan Danks,Philadelphia Phillies,2015,OF,AAA,jordan,danks,batter
Kelly Dugan,Philadelphia Phillies,2015,OF,AAA,kelly,dugan,batter
Destin Hood,Philadelphia Phillies,2015,OF,AA,destin,hood,batter
Felipe Gonzalez,Pittsburgh Pirates,2015,RHP,AA,felipe,gonzalez,pitcher
Frank Herrmann,Pittsburgh Pirates,2015,RHP,AAA,frank,herrmann,pitcher
Jeff Inman,Pittsburgh Pirates,2015,RHP,AAA,jeff,inman,pitcher
Brad Lincoln,Pittsburgh Pirates,2015,RHP,AAA,brad,lincoln,pitcher
Adam Miller,Pittsburgh Pirates,2015,RHP,AAA,adam,miller,pitcher
A.J. Morris,Pittsburgh Pirates,2015,RHP,AAA,a.j.,morris,pitcher
Clario Perez,Pittsburgh Pirates,2015,RHP,AA,clario,perez,pitcher
Robert Stock,Pittsburgh Pirates,2015,RHP,R,robert,stock,pitcher
Blake Wood,Pittsburgh Pirates,2015,RHP,AAA,blake,wood,pitcher
Jeremy Bleich,Pittsburgh Pirates,2015,LHP,AAA,jeremy,bleich,pitcher
Zack Dodson,Pittsburgh Pirates,2015,LHP,AAA,zack,dodson,pitcher
Matt Ford,Pittsburgh Pirates,2015,LHP,AA,matt,ford,pitcher
Charlie Leesman,Pittsburgh Pirates,2015,LHP,AAA,charlie,leesman,pitcher
Wilkin Castillo,Pittsburgh Pirates,2015,C,AAA,wilkin,castillo,batter
Francisco Diaz,Pittsburgh Pirates,2015,C,Lo A,francisco,diaz,batter
Sebastian Valle,Pittsburgh Pirates,2015,C,AA,sebastian,valle,batter
Andy Vasquez,Pittsburgh Pirates,2015,3B,AA,andy,vasquez,batter
Gustavo Nunez,Pittsburgh Pirates,2015,SS,AAA,gustavo,nunez,batter
John Bowker,Pittsburgh Pirates,2015,OF,AAA,john,bowker,batter
Junior Sosa,Pittsburgh Pirates,2015,OF,Hi A,junior,sosa,batter
Keith Butler,St. Louis Cardinals,2015,RHP,Hi A,keith,butler,pitcher
Marcus Hatley,St. Louis Cardinals,2015,RHP,AAA,marcus,hatley,pitcher
Nick Greenwood,St. Louis Cardinals,2015,LHP,AAA,nick,greenwood,pitcher
Ed Easley,St. Louis Cardinals,2015,C,AAA,ed,easley,batter
Jose Gonzalez,St. Louis Cardinals,2015,C,Hi A,jose,gonzalez,batter
Travis Tartamella,St. Louis Cardinals,2015,C,AAA,travis,tartamella,batter
Xavier Scruggs,St. Louis Cardinals,2015,1B,AAA,xavier,scruggs,batter
Pete Kozma,St. Louis Cardinals,2015,SS,AAA,pete,kozma,batter
Jeremy Hazelbaker,St. Louis Cardinals,2015,OF,AAA,jeremy,hazelbaker,batter
Rafael Ortega,St. Louis Cardinals,2015,OF,AAA,rafael,ortega,batter
Juan Arias,San Diego Padres,2015,RHP,DSL,juan,arias,pitcher
Jordan Hershiser,San Diego Padres,2015,RHP,Hi A,jordan,hershiser,pitcher
Daniel McCutchen,San Diego Padres,2015,RHP,AAA,daniel,mccutchen,pitcher
James Needy,San Diego Padres,2015,RHP,AA,james,needy,pitcher
Aaron Northcraft,San Diego Padres,2015,RHP,AAA,aaron,northcraft,pitcher
Adys Portillo,San Diego Padres,2015,RHP,Hi A,adys,portillo,pitcher
Chris Smith,San Diego Padres,2015,RHP,AAA,chris,smith,pitcher
Jerry Sullivan,San Diego Padres,2015,RHP,AAA,jerry,sullivan,pitcher
Cecil Tanner,San Diego Padres,2015,RHP,R,cecil,tanner,pitcher
Eury de la Rosa,San Diego Padres,2015,LHP,AA,eury,de la rosa,pitcher
Jason Lane,San Diego Padres,2015,LHP,AAA,jason,lane,pitcher
Caleb Thielbar,San Diego Padres,2015,LHP,AAA,caleb,thielbar,pitcher
Miguel Del Castillo,San Diego Padres,2015,C,Hi A,miguel,del castillo,batter
Griff Erickson,San Diego Padres,2015,C,AA,griff,erickson,batter
Tim Federowicz,San Diego Padres,2015,C,AAA,tim,federowicz,batter
Adolfo Reina,San Diego Padres,2015,C,AA,adolfo,reina,batter
Cody Decker,San Diego Padres,2015,1B,AAA,cody,decker,batter
Benji Gonzalez,San Diego Padres,2015,2B,AAA,benji,gonzalez,batter
Hector Gomez,San Diego Padres,2015,SS,AAA,hector,gomez,batter
Mike McCoy,San Diego Padres,2015,SS,AAA,mike,mccoy,batter
Ramiro Pena,San Diego Padres,2015,SS,AAA,ramiro,pena,batter
Luis Domoromo,San Diego Padres,2015,OF,AA,luis,domoromo,batter
Tyson Gillies,San Diego Padres,2015,OF,AA,tyson,gillies,batter
Jake Goebbert,San Diego Padres,2015,OF,AAA,jake,goebbert,batter
Donavan Tate,San Diego Padres,2015,OF,Hi A,donavan,tate,batter
Alfredo Aceves,San Francisco Giants,2015,RHP,AAA,alfredo,aceves,pitcher
Tommy Hanson,San Francisco Giants,2015,RHP,AAA,tommy,hanson,pitcher
Raymundo Montero,San Francisco Giants,2015,RHP,Lo A,raymundo,montero,pitcher
Armando Paniagua,San Francisco Giants,2015,RHP,SS,armando,paniagua,pitcher
Curtis Partch,San Francisco Giants,2015,RHP,AAA,curtis,partch,pitcher
Edwin Quirarte,San Francisco Giants,2015,RHP,AAA,edwin,quirarte,pitcher
Kelvin Marte,San Francisco Giants,2015,LHP,AA,kelvin,marte,pitcher
Clay Rapada,San Francisco Giants,2015,LHP,AAA,clay,rapada,pitcher
Ricky Romero,San Francisco Giants,2015,LHP,AAA,ricky,romero,pitcher
Nik Turley,San Francisco Giants,2015,LHP,AAA,nik,turley,pitcher
Gabriel Cornier,San Francisco Giants,2015,C,Hi A,gabriel,cornier,batter
Jackson Williams,San Francisco Giants,2015,C,AAA,jackson,williams,batter
Brandon Hicks,San Francisco Giants,2015,2B,AAA,brandon,hicks,batter
Skyler Stromsmoe,San Francisco Giants,2015,2B,AA,skyler,stromsmoe,batter
Juan Ciriaco,San Francisco Giants,2015,SS,AA,juan,ciriaco,batter
Carlos Triunfel,San Francisco Giants,2015,SS,AAA,carlos,triunfel,batter
Ydwin Villegas,San Francisco Giants,2015,SS,AA,ydwin,villegas,batter
Engel Beltre,San Francisco Giants,2015,OF,AA,engel,beltre,batter
Darren Ford,San Francisco Giants,2015,OF,AAA,darren,ford,batter
Jesus Galindo,San Francisco Giants,2015,OF,AA,jesus,galindo,batter
Jeff Kobernus,San Francisco Giants,2015,OF,AAA,jeff,kobernus,batter
Ryan Lollis,San Francisco Giants,2015,OF,AAA,ryan,lollis,batter
Oliver Garcia,Seattle Mariners,2015,RHP,AA,oliver,garcia,pitcher
Moises Hernandez,Seattle Mariners,2015,RHP,AA,moises,hernandez,pitcher
Luis Jimenez,Seattle Mariners,2015,RHP,DSL,luis,jimenez,pitcher
J.C. Ramirez,Seattle Mariners,2015,RHP,AAA,j.c.,ramirez,pitcher
Kyle Schepel,Seattle Mariners,2015,RHP,AAA,kyle,schepel,pitcher
Richard Vargas,Seattle Mariners,2015,RHP,AA,richard,vargas,pitcher
Chien-Ming Wang,Seattle Mariners,2015,RHP,AAA,chien-ming,wang,pitcher
Joselito Cano,Seattle Mariners,2015,LHP,SS,joselito,cano,pitcher
Anthony Fernandez,Seattle Mariners,2015,LHP,AA,anthony,fernandez,pitcher
Jimmy Gillheeney,Seattle Mariners,2015,LHP,AA,jimmy,gillheeney,pitcher
Lucas Luetge,Seattle Mariners,2015,LHP,AAA,lucas,luetge,pitcher
Carlton Tanabe,Seattle Mariners,2015,C,Hi A,carlton,tanabe,batter
Ji-Man Choi,Seattle Mariners,2015,1B,AAA,ji-man,choi,batter
Patrick Leyland,Seattle Mariners,2015,1B,Lo A,patrick,leyland,batter
Aderlin Rodriguez,Seattle Mariners,2015,1B,AA,aderlin,rodriguez,batter
Leury Bonilla,Seattle Mariners,2015,3B,AAA,leury,bonilla,batter
Jordy Lara,Seattle Mariners,2015,3B,AA,jordy,lara,batter
Arby Fields,Seattle Mariners,2015,OF,Lo A,arby,fields,batter
Burt Reynolds,Seattle Mariners,2015,OF,Lo A,burt,reynolds,batter
Jose Dominguez,Tampa Bay Rays,2015,RHP,AAA,jose,dominguez,pitcher
Ely Echarry,Tampa Bay Rays,2015,RHP,SS,ely,echarry,pitcher
Bradin Hagens,Tampa Bay Rays,2015,RHP,AAA,bradin,hagens,pitcher
Matt Lollis,Tampa Bay Rays,2015,RHP,AA,matt,lollis,pitcher
Jhan Marinez,Tampa Bay Rays,2015,RHP,AAA,jhan,marinez,pitcher
Jim Miller,Tampa Bay Rays,2015,RHP,AAA,jim,miller,pitcher
Jeff Beliveau,Tampa Bay Rays,2015,LHP,AAA,jeff,beliveau,pitcher
Scott Diamond,Tampa Bay Rays,2015,LHP,AAA,scott,diamond,pitcher
Robert Zarate,Tampa Bay Rays,2015,LHP,AAA,robert,zarate,pitcher
Mayobanex Acosta,Tampa Bay Rays,2015,C,AAA,mayobanex,acosta,batter
Wilmer Dominguez,Tampa Bay Rays,2015,C,AAA,wilmer,dominguez,batter
Jake Elmore,Tampa Bay Rays,2015,2B,AAA,jake,elmore,batter
Hector Guevara,Tampa Bay Rays,2015,2B,Hi A,hector,guevara,batter
Hak-Ju Lee,Tampa Bay Rays,2015,SS,AAA,hak-ju,lee,batter
Leonardo Reginatto,Tampa Bay Rays,2015,SS,AA,leonardo,reginatto,batter
Corey Brown,Tampa Bay Rays,2015,OF,AAA,corey,brown,batter
Jose Constanza,Tampa Bay Rays,2015,OF,AAA,jose,constanza,batter
Robert Coello,Texas Rangers,2015,RHP,AAA,robert,coello,pitcher
Jefri Hernandez,Texas Rangers,2015,RHP,AA,jefri,hernandez,pitcher
Phil Irwin,Texas Rangers,2015,RHP,AAA,phil,irwin,pitcher
Jason Knapp,Texas Rangers,2015,RHP,AA,jason,knapp,pitcher
David Martinez,Texas Rangers,2015,RHP,AAA,david,martinez,pitcher
Jose Monegro,Texas Rangers,2015,RHP,Hi A,jose,monegro,pitcher
Eddy Morrobel,Texas Rangers,2015,RHP,DSL,eddy,morrobel,pitcher
Stolmy Pimentel,Texas Rangers,2015,RHP,AAA,stolmy,pimentel,pitcher
Chad Smith,Texas Rangers,2015,RHP,AAA,chad,smith,pitcher
Dakota Watts,Texas Rangers,2015,RHP,Hi A,dakota,watts,pitcher
Ross Wolf,Texas Rangers,2015,RHP,AAA,ross,wolf,pitcher
Edwar Cabrera,Texas Rangers,2015,LHP,AAA,edwar,cabrera,pitcher
Chad James,Texas Rangers,2015,LHP,AA,chad,james,pitcher
Luis Parra,Texas Rangers,2015,LHP,AA,luis,parra,pitcher
Cam Maron,Texas Rangers,2015,C,Hi A,cam,maron,batter
Jonathan Meyer,Texas Rangers,2015,C,Lo A,jonathan,meyer,batter
Kevin Torres,Texas Rangers,2015,C,Hi A,kevin,torres,batter
J.T. Wise,Texas Rangers,2015,C,AA,j.t.,wise,batter
Alex Burg,Texas Rangers,2015,3B,AAA,alex,burg,batter
Ed Lucas,Texas Rangers,2015,3B,AAA,ed,lucas,batter
Edwin Garcia,Texas Rangers,2015,SS,Lo A,edwin,garcia,batter
Guilder Rodriguez,Texas Rangers,2015,SS,AA,guilder,rodriguez,batter
Beamer Weems,Texas Rangers,2015,SS,AAA,beamer,weems,batter
Dustin Antolin,Toronto Blue Jays,2015,RHP,AA,dustin,antolin,pitcher
Austin Bibens-Dirkx,Toronto Blue Jays,2015,RHP,AA,austin,bibens-dirkx,pitcher
Derek Blacksher,Toronto Blue Jays,2015,RHP,Hi A,derek,blacksher,pitcher
Greg Burke,Toronto Blue Jays,2015,RHP,AAA,greg,burke,pitcher
Cory Burns,Toronto Blue Jays,2015,RHP,AA,cory,burns,pitcher
Lendy Castillo,Toronto Blue Jays,2015,RHP,Hi A,lendy,castillo,pitcher
Scott Copeland,Toronto Blue Jays,2015,RHP,AAA,scott,copeland,pitcher
Greg Infante,Toronto Blue Jays,2015,RHP,AA,greg,infante,pitcher
Mike Lee,Toronto Blue Jays,2015,RHP,AA,mike,lee,pitcher
Murphy Smith,Toronto Blue Jays,2015,RHP,Hi A,murphy,smith,pitcher
Andrew Albers,Toronto Blue Jays,2015,LHP,AAA,andrew,albers,pitcher
John Anderson,Toronto Blue Jays,2015,LHP,AAA,john,anderson,pitcher
Scott Barnes,Toronto Blue Jays,2015,LHP,AA,scott,barnes,pitcher
Colt Hynes,Toronto Blue Jays,2015,LHP,AAA,colt,hynes,pitcher
Luis Perez,Toronto Blue Jays,2015,LHP,AA,luis,perez,pitcher
Luis Hurtado,Toronto Blue Jays,2015,C,AA,luis,hurtado,batter
George Kottaras,Toronto Blue Jays,2015,C,AAA,george,kottaras,batter
Sean Ochinko,Toronto Blue Jays,2015,C,AAA,sean,ochinko,batter
Ty Kelly,Toronto Blue Jays,2015,2B,AAA,ty,kelly,batter
Ryan Schimpf,Toronto Blue Jays,2015,2B,AAA,ryan,schimpf,batter
Kevin Nolan,Toronto Blue Jays,2015,SS,AA,kevin,nolan,batter
Chris Dickerson,Toronto Blue Jays,2015,OF,AAA,chris,dickerson,batter
Danny Dorn,Toronto Blue Jays,2015,OF,AAA,danny,dorn,batter
Cole Garner,Toronto Blue Jays,2015,OF,AA,cole,garner,batter
Caleb Gindl,Toronto Blue Jays,2015,OF,AAA,caleb,gindl,batter
Brad Glenn,Toronto Blue Jays,2015,OF,AAA,brad,glenn,batter
Alex Hassan,Toronto Blue Jays,2015,OF,AAA,alex,hassan,batter
Melky Mesa,Toronto Blue Jays,2015,OF,AAA,melky,mesa,batter
Tim Alderson,Washington Nationals,2015,RHP,AA,tim,alderson,pitcher
Bruce Billings,Washington Nationals,2015,RHP,AAA,bruce,billings,pitcher
Paul Demny,Washington Nationals,2015,RHP,AA,paul,demny,pitcher
Rob Gilliam,Washington Nationals,2015,RHP,AA,rob,gilliam,pitcher
Juan Gutierrez,Washington Nationals,2015,RHP,AAA,juan,gutierrez,pitcher
Jeff Howell,Washington Nationals,2015,RHP,Hi A,jeff,howell,pitcher
Connor Overton,Washington Nationals,2015,RHP,AAA,connor,overton,pitcher
Kevin Perez,Washington Nationals,2015,RHP,Lo A,kevin,perez,pitcher
Sam Runion,Washington Nationals,2015,RHP,AAA,sam,runion,pitcher
Richard Bleier,Washington Nationals,2015,LHP,AAA,richard,bleier,pitcher
Matt Purke,Washington Nationals,2015,LHP,AA,matt,purke,pitcher
Dan Butler,Washington Nationals,2015,C,AAA,dan,butler,batter
Brian Jeroloman,Washington Nationals,2015,C,AA,brian,jeroloman,batter
Steve Lerud,Washington Nationals,2015,C,AAA,steve,lerud,batter
Cutter Dykstra,Washington Nationals,2015,2B,AA,cutter,dykstra,batter
Mario Lisson,Washington Nationals,2015,3B,AAA,mario,lisson,batter
Scott Sizemore,Washington Nationals,2015,3B,AAA,scott,sizemore,batter
Josh R. Johnson,Washington Nationals,2015,SS,AAA,josh,r. johnson,batter
Tony Gwynn Jr.,Washington Nationals,2015,OF,AAA,tony,gwynn jr.,batter
Darin Mastroianni,Washington Nationals,2015,OF,AAA,darin,mastroianni,batter
Derrick Robinson,Washington Nationals,2015,OF,AA,derrick,robinson,batter
