player_name,team,fa_class,position,minor_league_level
Travis Blackley,Texas Rangers,2014,LHP,AAA
Ryan Feierabend,Texas Rangers,2014,LHP,AAA
Nate Robertson,Texas Rangers,2014,LHP,AAA
Alejandro Selen,Texas Rangers,2014,2B,Lo A
Yangervis Solarte,Texas Rangers,2014,2B,AAA
Taylor Wrenn,Texas Rangers,2014,2B,R
Brendan Harris,Texas Rangers,2014,3B,AAA
Joe Benson,Texas Rangers,2014,OF,AAA
Chih-Hsien Chiang,Texas Rangers,2014,OF,AA
Aaron Cunningham,Texas Rangers,2014,OF,AAA
Kalian Sams,Texas Rangers,2014,OF,AA
Chad Beck,Toronto Blue Jays,2014,RHP,AA
Tyson Brummett,Toronto Blue Jays,2014,RHP,AA
Buddy Carlyle,Toronto Blue Jays,2014,RHP,AAA
Joel Carreno,Toronto Blue Jays,2014,RHP,AAA
Alan Farina,Toronto Blue Jays,2014,RHP,AA
Marcus Walden,Toronto Blue Jays,2014,RHP,AA
Willie Collazo*,Toronto Blue Jays,2014,LHP,AA
Juan Perez,Toronto Blue Jays,2014,LHP,AAA
Brian Compton,Toronto Blue Jays,2014,C,Lo A
Luis A. Jimenez,Toronto Blue Jays,2014,1B,AAA
Clint Robinson,Toronto Blue Jays,2014,1B,AAA
Jon Talley,Toronto Blue Jays,2014,1B,AA
Daniel Arcila,Toronto Blue Jays,2014,2B,SS
Oliver Dominguez,Toronto Blue Jays,2014,2B,Hi A
Jim Negrych,Toronto Blue Jays,2014,2B,AAA
John Tolisano,Toronto Blue Jays,2014,2B,AA
Lance Zawadzki,Toronto Blue Jays,2014,2B,AA
Kevin Ahrens,Toronto Blue Jays,2014,3B,AA
Mike McCoy,Toronto Blue Jays,2014,SS,AAA
Amadeo Zazueta,Toronto Blue Jays,2014,SS,AA
Blake Gailen,Toronto Blue Jays,2014,OF,AAA
Adam Loewen,Toronto Blue Jays,2014,OF,AA
Ricardo Nanita,Toronto Blue Jays,2014,OF,AAA
Mike Broadway,Washington Nationals,2014,RHP,AAA
Brian Broderick,Washington Nationals,2014,RHP,Hi A
Caleb Clay,Washington Nationals,2014,RHP,AAA
Mike Crotta,Washington Nationals,2014,RHP,AAA
Cole Kimball,Washington Nationals,2014,RHP,AAA
Jeff Mandel,Washington Nationals,2014,RHP,AAA
Ryan Tatusko,Washington Nationals,2014,RHP,AAA
Chris Young,Washington Nationals,2014,RHP,AAA
Bill Bray,Washington Nationals,2014,LHP,AA
Patrick McCoy,Washington Nationals,2014,LHP,AA
Josh Smoker*,Washington Nationals,2014,LHP,Hi A
Brian Jeroloman,Washington Nationals,2014,C,AA
Carlos Maldonado,Washington Nationals,2014,C,AAA
Sean McCauley*,Washington Nationals,2014,C,Hi A
Beau Seabury*,Washington Nationals,2014,C,Hi A
Chris Marrero,Washington Nationals,2014,1B,AAA
Jimmy VanOstrand,Washington Nationals,2014,1B,AAA
Michael Gilmartin,Washington Nationals,2014,2B,Hi A
Will Rhymes,Washington Nationals,2014,2B,AAA
Carlos Alvarez,Washington Nationals,2014,3B,Lo A
Melvin Dorta*,Washington Nationals,2014,3B,AA
Carlos Rivero,Washington Nationals,2014,3B,AA
Josh R. Johnson,Washington Nationals,2014,SS,AAA
Jerad Head,Washington Nationals,2014,OF,AA
Jason Michaels*,Washington Nationals,2014,OF,AAA
Chris Rahl,Washington Nationals,2014,OF,AAA
Eric Brooks,Arizona Diamondbacks,2015,RHP,SS
Graham Godfrey,Arizona Diamondbacks,2015,RHP,AA
Kameron Loe,Arizona Diamondbacks,2015,RHP,AAA
Mark Serrano,Arizona Diamondbacks,2015,RHP,AAA
Jess Todd,Arizona Diamondbacks,2015,RHP,AAA
Bryan Woodall,Arizona Diamondbacks,2015,RHP,AA
Kyle Anderson,Arizona Diamondbacks,2015,LHP,SS
Spencer Arroyo,Arizona Diamondbacks,2015,LHP,Hi A
Jose Jose,Arizona Diamondbacks,2015,LHP,Lo A
Joe Paterson,Arizona Diamondbacks,2015,LHP,AAA
Clayton Richard,Arizona Diamondbacks,2015,LHP,AA
Santos Rodriguez,Arizona Diamondbacks,2015,LHP,AA
Blake Lalli,Arizona Diamondbacks,2015,C,AAA
Dallas Tarleton,Arizona Diamondbacks,2015,C,AA
Mike Jacobs,Arizona Diamondbacks,2015,1B,AAA
Gerson Montilla,Arizona Diamondbacks,2015,2B,AA
Argenis Diaz,Arizona Diamondbacks,2015,SS,AAA
Aaron Cunningham,Arizona Diamondbacks,2015,OF,AAA
Dustin Martin,Arizona Diamondbacks,2015,OF,AA
Mitch Atkins,Atlanta Braves,2015,RHP,AA
Terry Doyle,Atlanta Braves,2015,RHP,AAA
Zach Stewart,Atlanta Braves,2015,RHP,AAA
Ryan Buchter,Atlanta Braves,2015,LHP,AAA
Atahualpa Severino,Atlanta Braves,2015,LHP,AAA
Steve Lerud,Atlanta Braves,2015,C,AAA
Anthony Nunez,Atlanta Braves,2015,C,Hi A
Rich Poythress,Atlanta Braves,2015,1B,AA
Donnie Murphy,Atlanta Braves,2015,2B,AAA
Sean Kazmar,Atlanta Braves,2015,SS,AAA
Ozzie Martinez,Atlanta Braves,2015,SS,AAA
Gustavo Nunez,Atlanta Braves,2015,SS,AA
Brandon Boggs,Atlanta Braves,2015,OF,AAA
Jose Martinez,Atlanta Braves,2015,OF,Hi A
Jesse Beal,Baltimore Orioles,2015,RHP,Hi A
Matt Bischoff,Baltimore Orioles,2015,RHP,AAA
Robert Coello,Baltimore Orioles,2015,RHP,AAA
Oliver Drake,Baltimore Orioles,2015,RHP,AA
Eddie Gamboa,Baltimore Orioles,2015,RHP,AA
Steven Hensley,Baltimore Orioles,2015,RHP,AA
Brock Huntzinger,Baltimore Orioles,2015,RHP,AAA
Steve Johnson,Baltimore Orioles,2015,RHP,AAA
Evan Meek,Baltimore Orioles,2015,RHP,AAA
Ramon Ramirez,Baltimore Orioles,2015,RHP,AAA
Nick Additon,Baltimore Orioles,2015,LHP,AA
Jason Gurka,Baltimore Orioles,2015,LHP,AA
Chris Jones,Baltimore Orioles,2015,LHP,AAA
Jorge Rivera,Baltimore Orioles,2015,LHP,Lo A
Anthony Vasquez,Baltimore Orioles,2015,LHP,AA
Chris Marrero,Baltimore Orioles,2015,1B,AA
Buck Britton,Baltimore Orioles,2015,2B,AA
Tom DiBenedetto,Baltimore Orioles,2015,2B,AA
David Adams,Baltimore Orioles,2015,3B,AA
Michael Almanzar,Baltimore Orioles,2015,3B,AAA
Niuman Romero,Baltimore Orioles,2015,SS,AA
Sharlon Schoop,Baltimore Orioles,2015,SS,AA
Ronald Bermudez,Baltimore Orioles,2015,OF,AA
Julio Borbon,Baltimore Orioles,2015,OF,AAA
Chih-Hsien Chiang,Baltimore Orioles,2015,OF,Hi A
K.D. Kang,Baltimore Orioles,2015,OF,AA
Francisco Peguero,Baltimore Orioles,2015,OF,AAA
Wilfredo Boscan,Boston Red Sox,2015,RHP,AA
John Ely,Boston Red Sox,2015,RHP,AA
Pete Ruiz,Boston Red Sox,2015,RHP,AA
Jose Valdez,Boston Red Sox,2015,RHP,AAA
Raynel Velette,Boston Red Sox,2015,RHP,Lo A
Brayan Villarreal,Boston Red Sox,2015,RHP,AAA
Ryan Verdugo,Boston Red Sox,2015,LHP,AAA
Carson Blair,Boston Red Sox,2015,C,AA
Leonel Escobar,Boston Red Sox,2015,C,Hi A
Eddy Rodriguez,Boston Red Sox,2015,C,Hi A
Brandon Snyder,Boston Red Sox,2015,1B,AAA
Stefan Welch,Boston Red Sox,2015,1B,AA
Justin Henry,Boston Red Sox,2015,2B,AAA
Mario Martinez,Boston Red Sox,2015,3B,Hi A
Ivan De Jesus Jr.,Boston Red Sox,2015,SS,AAA
Ryan Dent,Boston Red Sox,2015,SS,AA
Derrik Gibson,Boston Red Sox,2015,SS,AAA
Jonathan Herrera,Boston Red Sox,2015,SS,AAA
Mike McCoy,Boston Red Sox,2015,SS,AAA
Heiker Meneses,Boston Red Sox,2015,SS,AA
Pete Hissey,Boston Red Sox,2015,OF,AA
Alberto Cabrera,Chicago Cubs,2015,RHP,AAA
Lendy Castillo,Chicago Cubs,2015,RHP,AA
Eduardo Figueroa,Chicago Cubs,2015,RHP,Hi A
Marcus Hatley,Chicago Cubs,2015,RHP,AAA
Marcos Mateo,Chicago Cubs,2015,RHP,AAA
Carlos Pimentel,Chicago Cubs,2015,RHP,AAA
Dae-Eun Rhee,Chicago Cubs,2015,RHP,AAA
Charlie Cutler,Chicago Cubs,2015,C,AA
Nathan Maldonado,Chicago Cubs,2015,C,Hi A
Lars Anderson,Chicago Cubs,2015,1B,AA
Edgar Gonzalez,Chicago Cubs,2015,2B,AAA
Jonathan Mota,Chicago Cubs,2015,2B,AAA
Chris Valaika,Chicago Cubs,2015,2B,AAA
Manny Ramirez,Chicago Cubs,2015,OF,AAA
Josh Vitters,Chicago Cubs,2015,OF,AAA
David Cales,Chicago White Sox,2015,RHP,AA
Parker Frazier,Chicago White Sox,2015,RHP,AA
Tommy Hanson,Chicago White Sox,2015,RHP,AAA
Terance Marin,Chicago White Sox,2015,RHP,AA
Daniel McCutchen,Chicago White Sox,2015,RHP,AAA
Nestor Molina,Chicago White Sox,2015,RHP,AA
Chien-Ming Wang,Chicago White Sox,2015,RHP,AAA
Matt Zaleski,Chicago White Sox,2015,RHP,AAA
Frank de los Santos,Chicago White Sox,2015,LHP,AAA
Nelvin Fuentes,Chicago White Sox,2015,LHP,AA
Mauricio Robles,Chicago White Sox,2015,LHP,AAA
Juan Rodriguez,Chicago White Sox,2015,LHP,DSL
Donnie Veal,Chicago White Sox,2015,LHP,AAA
Miguel Gonzalez,Chicago White Sox,2015,C,AAA
Christian Marrero,Chicago White Sox,2015,OF,AA
Matt Tuiasosopo,Chicago White Sox,2015,OF,AAA
Fabio Castillo,Cincinnati Reds,2015,RHP,AAA
Shane Dyer,Cincinnati Reds,2015,RHP,AA
Justin Freeman,Cincinnati Reds,2015,RHP,AAA
Edgar Gonzalez,Cincinnati Reds,2015,RHP,AAA
Brett Marshall,Cincinnati Reds,2015,RHP,AAA
Mikey O’Brien,Cincinnati Reds,2015,RHP,AA
Radhames Quezada,Cincinnati Reds,2015,RHP,AA
Scott Diamond,Cincinnati Reds,2015,LHP,AAA
Fabian Williamson,Cincinnati Reds,2015,LHP,AA
Lou Marson,Cincinnati Reds,2015,C,AA
Corky Miller,Cincinnati Reds,2015,C,AAA
Rossmel Perez,Cincinnati Reds,2015,C,AAA
Mike Costanzo,Cincinnati Reds,2015,1B,AAA
Travis Mattair,Cincinnati Reds,2015,1B,AA
Ray Chang,Cincinnati Reds,2015,2B,AA
Jake Elmore,Cincinnati Reds,2015,2B,AAA
Ruben Gotay,Cincinnati Reds,2015,2B,AAA
Hernan Iribarren,Cincinnati Reds,2015,2B,AAA
Juan Silverio,Cincinnati Reds,2015,3B,AA
Marquez Smith,Cincinnati Reds,2015,3B,Hi A
Neftali Soto,Cincinnati Reds,2015,3B,AAA
Rey Navarro,Cincinnati Reds,2015,SS,AAA
Thomas Neal,Cincinnati Reds,2015,OF,AAA
Gabriel Arias,Cleveland Indians,2015,RHP,AA
Matt Capps,Cleveland Indians,2015,RHP,AAA
Kyle Davies,Cleveland Indians,2015,RHP,AAA
Shaun Marcum,Cleveland Indians,2015,RHP,AAA
Adam Miller,Cleveland Indians,2015,RHP,AAA
J.C. Ramirez,Cleveland Indians,2015,RHP,AAA
Elvis Araujo,Cleveland Indians,2015,LHP,AA
Dusty Brown,Cleveland Indians,2015,C,AAA
Luke Carlin,Cleveland Indians,2015,C,AAA
Matt Colantonio,Cleveland Indians,2015,C,AAA
Chris Gimenez,Cleveland Indians,2015,C,AAA
Adam Abraham,Cleveland Indians,2015,1B,AA
Russell Branyan,Cleveland Indians,2015,1B,AAA
David Cooper,Cleveland Indians,2015,1B,AAA
Bryan LaHair,Cleveland Indians,2015,1B,AA
Ryan Rohlinger,Cleveland Indians,2015,2B,AAA
Audy Ciriaco,Cleveland Indians,2015,SS,AAA
Jaime Pedroza,Cleveland Indians,2015,SS,AA
Matt Carson,Cleveland Indians,2015,OF,AAA
Tim Fedroff,Cleveland Indians,2015,OF,AAA
Rafael Betancourt,Colorado Rockies,2015,RHP,AAA
Greg Burke,Colorado Rockies,2015,RHP,AAA
Leuris Gomez,Colorado Rockies,2015,RHP,AAA
Jefri Hernandez,Colorado Rockies,2015,RHP,Lo A
Dan Houston,Colorado Rockies,2015,RHP,AAA
Mike McClendon,Colorado Rockies,2015,RHP,AAA
Josh Roenicke,Colorado Rockies,2015,RHP,AAA
R.J. Seidel,Colorado Rockies,2015,RHP,AAA
Brett Tomko,Colorado Rockies,2015,RHP,AAA
Brian Burres,Colorado Rockies,2015,LHP,AAA
James Houser,Colorado Rockies,2015,LHP,AAA
Jose Gonzalez,Colorado Rockies,2015,C,AAA
Michael Ramirez,Colorado Rockies,2015,C,Hi A
Drew Garcia,Colorado Rockies,2015,2B,AAA
Angelys Nina,Colorado Rockies,2015,2B,AAA
Delta Cleary,Colorado Rockies,2015,OF,AA
Francisco Sosa,Colorado Rockies,2015,OF,Hi A
Bryan Augenstein,Detroit Tigers,2015,RHP,AA
Kevin Eichhorn,Detroit Tigers,2015,RHP,Hi A
Derek Hankins,Detroit Tigers,2015,RHP,AAA
Shawn Hill,Detroit Tigers,2015,RHP,AAA
Justin Miller,Detroit Tigers,2015,RHP,AAA
Jose Ortega,Detroit Tigers,2015,RHP,AAA
Wilsen Palacios,Detroit Tigers,2015,RHP,AA
Duane Below,Detroit Tigers,2015,LHP,AAA
Casey Crosby,Detroit Tigers,2015,LHP,AAA
Daniel Schlereth,Detroit Tigers,2015,LHP,AAA
Will Startup,Detroit Tigers,2015,LHP,AA
Jade Todd,Detroit Tigers,2015,LHP,Hi A
Craig Albernaz,Detroit Tigers,2015,C,AA
Moises Beltre,Detroit Tigers,2015,C,DSL
Lance Durham,Detroit Tigers,2015,1B,Hi A
Jordan Lennerton,Detroit Tigers,2015,1B,AAA
Brandon Douglas,Detroit Tigers,2015,2B,AAA
Marcus Lemon,Detroit Tigers,2015,2B,AAA
Francisco Martinez,Detroit Tigers,2015,3B,AA
Ben Guez,Detroit Tigers,2015,OF,AAA
Jose Cisnero,Houston Astros,2015,RHP,AAA
Paul Clemens,Houston Astros,2015,RHP,AAA
Murilo Gouvea,Houston Astros,2015,RHP,Hi A
David Martinez,Houston Astros,2015,RHP,AAA
Ross Seaton,Houston Astros,2015,RHP,AAA
Rudy Owens,Houston Astros,2015,LHP,AAA
Pat Urckfitz,Houston Astros,2015,LHP,AAA
Rene Garcia,Houston Astros,2015,C,AA
Carlos Perdomo,Houston Astros,2015,SS,AA
Sugar Ray Marimon,Kansas City Royals,2015,RHP,AAA
Tim Melville,Kansas City Royals,2015,RHP,AA
Aroni Nina,Kansas City Royals,2015,RHP,AA
Noel Arguelles,Kansas City Royals,2015,LHP,AA
Juan Graterol,Kansas City Royals,2015,C,AA
Brett Hayes,Kansas City Royals,2015,C,AAA
Brian Bocock,Kansas City Royals,2015,SS,AAA
Angel Franco,Kansas City Royals,2015,SS,AA
Paul Janish,Kansas City Royals,2015,SS,AAA
Mitch Maier,Kansas City Royals,2015,OF,AA
Edinson Rincon,Kansas City Royals,2015,OF,AA
Orangel Arenas,Los Angeles Angels,2015,RHP,AA
Ryan Brasier,Los Angeles Angels,2015,RHP,AAA
Ryan Chaffee,Los Angeles Angels,2015,RHP,AA
Caleb Clay,Los Angeles Angels,2015,RHP,AAA
Jarrett Grube,Los Angeles Angels,2015,RHP,AAA
Anthony Lerew,Los Angeles Angels,2015,RHP,AAA
Kyler Newby,Los Angeles Angels,2015,RHP,AAA
Fernando Nieve,Los Angeles Angels,2015,RHP,AAA
Chris Volstad,Los Angeles Angels,2015,RHP,AAA
Buddy Boshers,Los Angeles Angels,2015,LHP,AA
Danny Miranda,Los Angeles Angels,2015,LHP,Hi A
Dustin Richardson,Los Angeles Angels,2015,LHP,AAA
Randy Wolf,Los Angeles Angels,2015,LHP,AAA
Anderson de la Rosa,Los Angeles Angels,2015,C,AA
Zach Zaneski,Los Angeles Angels,2015,C,AA
Vance Albitz,Los Angeles Angels,2015,SS,AAA
Maikol Gonzalez,Los Angeles Angels,2015,SS,AA
Mike Bianucci,Los Angeles Angels,2015,OF,AA
Tony Campana,Los Angeles Angels,2015,OF,AAA
Roberto Lopez,Los Angeles Angels,2015,OF,AAA
Adam Melker,Los Angeles Angels,2015,OF,AA
Jeff Bennett,Los Angeles Dodgers,2015,RHP,AAA
Bruce Billings,Los Angeles Dodgers,2015,RHP,AAA
Drew Carpenter,Los Angeles Dodgers,2015,RHP,AAA
Sam Demel,Los Angeles Dodgers,2015,RHP,AAA
Stephen Fife,Los Angeles Dodgers,2015,RHP,AAA
Bladimir Franco,Los Angeles Dodgers,2015,RHP,Hi A
Gustavo Gomez,Los Angeles Dodgers,2015,RHP,Hi A
Yeuri Gonzalez,Los Angeles Dodgers,2015,RHP,R
Josh Judy,Los Angeles Dodgers,2015,RHP,AAA
Danny Keller,Los Angeles Dodgers,2015,RHP,Hi A
Jhan Marinez,Los Angeles Dodgers,2015,RHP,AA
Mark Pope,Los Angeles Dodgers,2015,RHP,Lo A
Juan Rodriguez,Los Angeles Dodgers,2015,RHP,Hi A
Andres Santiago,Los Angeles Dodgers,2015,RHP,AA
Anthony Slama,Los Angeles Dodgers,2015,RHP,AA
Javier Solano,Los Angeles Dodgers,2015,RHP,AA
Justin Souza,Los Angeles Dodgers,2015,RHP,AAA
Nick Struck,Los Angeles Dodgers,2015,RHP,AA
J.C. Boscan,Los Angeles Dodgers,2015,C,AA
Gorman Erickson,Los Angeles Dodgers,2015,C,AAA
Johnny Monell,Los Angeles Dodgers,2015,C,AAA
Alberto Rosario,Los Angeles Dodgers,2015,C,AA
Chris Jacobs,Los Angeles Dodgers,2015,1B,Hi A
Brock Peterson,Los Angeles Dodgers,2015,1B,AAA
Alex Liddi,Los Angeles Dodgers,2015,3B,AA
Daniel Mayora,Los Angeles Dodgers,2015,3B,AA
Jamie Romak,Los Angeles Dodgers,2015,3B,AAA
Walter Ibarra,Los Angeles Dodgers,2015,SS,AAA
Angel Sanchez,Los Angeles Dodgers,2015,SS,AA
Carlos Triunfel,Los Angeles Dodgers,2015,SS,AAA
Mike Baxter,Los Angeles Dodgers,2015,OF,AAA
Trayvon Robinson,Los Angeles Dodgers,2015,OF,AAA
Bryan Evans,Miami Marlins,2015,RHP,AAA
Miguel Fermin,Miami Marlins,2015,RHP,Hi A
Dustin Moseley,Miami Marlins,2015,RHP,AA
Ramon Oviedo,Miami Marlins,2015,RHP,SS
Micah Owings,Miami Marlins,2015,RHP,AA
Keivi Rojas,Miami Marlins,2015,RHP,R
Alex Sanabia,Miami Marlins,2015,RHP,AAA
Elih Villanueva,Miami Marlins,2015,RHP,AAA
Alexander Carreras,Miami Marlins,2015,LHP,SS
James Leverton,Miami Marlins,2015,LHP,AA
Jose Ceballos,Miami Marlins,2015,C,Lo A
Wilfredo Gimenez,Miami Marlins,2015,C,AA
Luis Sanz,Miami Marlins,2015,C,Hi A
Kyle Skipworth,Miami Marlins,2015,C,AAA
Alex Burg,Miami Marlins,2015,3B,AA
Josh Rodriguez,Miami Marlins,2015,3B,AAA
Juan Diaz,Miami Marlins,2015,SS,AAA
Joe Benson,Miami Marlins,2015,OF,AA
Isaac Galloway,Miami Marlins,2015,OF,AA
Alfredo Silverio,Miami Marlins,2015,OF,Hi A
Billy Buckner,Milwaukee Brewers,2015,RHP,AAA
Jose de la Torre,Milwaukee Brewers,2015,RHP,AAA
Donovan Hand,Milwaukee Brewers,2015,RHP,AAA
Jon Huizinga,Milwaukee Brewers,2015,RHP,Hi A
Jay Jackson,Milwaukee Brewers,2015,RHP,AAA
Arcenio Leon,Milwaukee Brewers,2015,RHP,AAA
Johnnie Lowe,Milwaukee Brewers,2015,RHP,R
Dustin Molleken,Milwaukee Brewers,2015,RHP,AAA
Brent Leach,Milwaukee Brewers,2015,LHP,AAA
Robinzon Diaz,Milwaukee Brewers,2015,C,AA
Hector Gimenez,Milwaukee Brewers,2015,C,AA
Lucas May,Milwaukee Brewers,2015,C,AAA
Joey Paciorek,Milwaukee Brewers,2015,C,R
Pete Orr,Milwaukee Brewers,2015,2B,AAA
Hainley Statia,Milwaukee Brewers,2015,2B,AA
Irving Falu,Milwaukee Brewers,2015,SS,AAA
Caleb Gindl,Milwaukee Brewers,2015,OF,AAA
Jeremy Hermida,Milwaukee Brewers,2015,OF,AAA
Erik Komatsu,Milwaukee Brewers,2015,OF,AA
Eugenio Velez,Milwaukee Brewers,2015,OF,AAA
Deolis Guerra,Minnesota Twins,2015,RHP,AAA
B.J. Hermsen,Minnesota Twins,2015,RHP,AA
Yohan Pino,Minnesota Twins,2015,RHP,AAA
Dan Turpen,Minnesota Twins,2015,RHP,AA
Virgil Vasquez,Minnesota Twins,2015,RHP,AAA
Jim Fuller,Minnesota Twins,2015,LHP,AA
Edgar Ibarra,Minnesota Twins,2015,LHP,AAA
Dan Rohlfing,Minnesota Twins,2015,C,AAA
James Beresford,Minnesota Twins,2015,2B,AAA
Deibinson Romero,Minnesota Twins,2015,3B,AAA
Brandon Waring,Minnesota Twins,2015,3B,AA
Eric Farris,Minnesota Twins,2015,OF,AAA
Chris Rahl,Minnesota Twins,2015,OF,AAA
Wilkin Ramirez,Minnesota Twins,2015,OF,AAA
Corey Wimberly,Minnesota Twins,2015,OF,AA
Giancarlo Alvarado,New York Mets,2015,RHP,AAA
Buddy Carlyle,New York Mets,2015,RHP,AAA
Joel Carreno,New York Mets,2015,RHP,AAA
Jeremy Hefner,New York Mets,2015,RHP,Hi A
Ryan Reid,New York Mets,2015,RHP,AAA
Miguel Socolovich,New York Mets,2015,RHP,AAA
Ismael Tijerina,New York Mets,2015,RHP,Lo A
Angel Cuan,New York Mets,2015,LHP,Hi A
Dana Eveland,New York Mets,2015,LHP,AAA
Scott Rice,New York Mets,2015,LHP,AAA
Kai Gronauer,New York Mets,2015,C,AAA
Brandon Allen,New York Mets,2015,1B,AAA
Allan Dykstra,New York Mets,2015,1B,AAA
Anthony Seratelli,New York Mets,2015,2B,AAA
Brian Burgamy,New York Mets,2015,3B,AA
Dimas Ponce,New York Mets,2015,SS,Lo A
Andrew Bailey,New York Yankees,2015,RHP,AAA
Jairo Heredia,New York Yankees,2015,RHP,AA
David Herndon,New York Yankees,2015,RHP,AAA
Pat Venditte,New York Yankees,2015,LHP,AAA
Ramon Benjamin,New York Yankees,2015,LHP,Hi A
Jeremy Bleich,New York Yankees,2015,LHP,AA
Francisco Rondon,New York Yankees,2015,LHP,AA
Nik Turley,New York Yankees,2015,LHP,AAA
Jose Gil,New York Yankees,2015,C,AAA
Reymond Nunez,New York Yankees,2015,1B,Hi A
Jose Toussen,New York Yankees,2015,2B,AA
Scott Sizemore,New York Yankees,2015,3B,AAA
Carmen Angelini,New York Yankees,2015,SS,AAA
Zoilo Almonte,New York Yankees,2015,OF,AAA
Tim Alderson,Oakland Athletics,2015,RHP,Hi A
Matt Buschmann,Oakland Athletics,2015,RHP,AAA
Manuarys Correa,Oakland Athletics,2015,RHP,Hi A
Fernand Cruzado,Oakland Athletics,2015,RHP,SS
Jose Flores,Oakland Athletics,2015,RHP,AA
Shawn Haviland,Oakland Athletics,2015,RHP,AA
Deryk Hooker,Oakland Athletics,2015,RHP,AA
Phil Humber,Oakland Athletics,2015,RHP,AAA
Jonathan Joseph,Oakland Athletics,2015,RHP,Hi A
Jeremy McBryde,Oakland Athletics,2015,RHP,AAA
Tim Sexton,Oakland Athletics,2015,RHP,AA
Marcus Walden,Oakland Athletics,2015,RHP,AA
Omar Duran,Oakland Athletics,2015,LHP,AA
Frank Gailey,Oakland Athletics,2015,LHP,AA
Joe Savery,Oakland Athletics,2015,LHP,AAA
Luis Martinez,Oakland Athletics,2015,C,AAA
Luke Montz,Oakland Athletics,2015,C,AAA
Jose Martinez,Oakland Athletics,2015,2B,AAA
Jefry Marte,Oakland Athletics,2015,3B,AA
Luis Baez,Oakland Athletics,2015,SS,Lo A
Dusty Coleman,Oakland Athletics,2015,SS,AA
Darwin Perez,Oakland Athletics,2015,SS,AAA
Jeremy Barfield,Oakland Athletics,2015,OF,AA
Nick Buss,Oakland Athletics,2015,OF,AAA
D’Arby Myers,Oakland Athletics,2015,OF,AA
Kenny Wilson,Oakland Athletics,2015,OF,AA
Chris Bootcheck,Philadelphia Phillies,2015,RHP,AA
Brad Lincoln,Philadelphia Phillies,2015,RHP,AAA
B.J. Rosenberg,Philadelphia Phillies,2015,RHP,AAA
Matt Hoffman,Philadelphia Phillies,2015,LHP,AA
Greg Smith,Philadelphia Phillies,2015,LHP,AAA
Lars Davis,Philadelphia Phillies,2015,C,AAA
Raywilly Gomez,Philadelphia Phillies,2015,C,AA
Koyie Hill,Philadelphia Phillies,2015,C,AAA
Sebastian Valle,Philadelphia Phillies,2015,C,AAA
Jim Murphy,Philadelphia Phillies,2015,1B,AAA
Albert Cartwright,Philadelphia Phillies,2015,2B,AA
Tyler Henson,Philadelphia Phillies,2015,2B,AAA
Nate Spears,Philadelphia Phillies,2015,2B,AAA
Matt Tolbert,Philadelphia Phillies,2015,2B,AA
Leandro Castro,Philadelphia Phillies,2015,OF,AAA
Zach Collier,Philadelphia Phillies,2015,OF,AA
Brandon Short,Philadelphia Phillies,2015,OF,Hi A
John Axford,Pittsburgh Pirates,2015,RHP,AAA
Jake Brigham,Pittsburgh Pirates,2015,RHP,AAA
Emmanuel De Leon,Pittsburgh Pirates,2015,RHP,AA
Jeanmar Gomez,Pittsburgh Pirates,2015,RHP,AAA
Kenn Kasparek,Pittsburgh Pirates,2015,RHP,AA
Josh Kinney,Pittsburgh Pirates,2015,RHP,AAA
Kyle McPherson,Pittsburgh Pirates,2015,RHP,AAA
Quinton Miller,Pittsburgh Pirates,2015,RHP,AA
Wirfin Obispo,Pittsburgh Pirates,2015,RHP,AAA
Josh Wall,Pittsburgh Pirates,2015,RHP,AAA
Rafael Perez,Pittsburgh Pirates,2015,LHP,AAA
Jhonathan Ramos,Pittsburgh Pirates,2015,LHP,AA
Adam Wilk,Pittsburgh Pirates,2015,LHP,AAA
Nevin Ashley,Pittsburgh Pirates,2015,C,AAA
Francisco Diaz,Pittsburgh Pirates,2015,C,Lo A
Ralph Henriquez,Pittsburgh Pirates,2015,C,AA
Carlos Paulino,Pittsburgh Pirates,2015,C,AA
Rudy Pena,Pittsburgh Pirates,2015,C,AAA
Miguel Perez,Pittsburgh Pirates,2015,C,Lo A
Omir Santos,Pittsburgh Pirates,2015,C,AAA
Chase d’Arnaud,Pittsburgh Pirates,2015,2B,AAA
Blake Davis,Pittsburgh Pirates,2015,2B,AAA
Tommy Field,Pittsburgh Pirates,2015,2B,AAA
Jarek Cunningham,Pittsburgh Pirates,2015,3B,AA
Robert Andino,Pittsburgh Pirates,2015,SS,AAA
Dean Anna,Pittsburgh Pirates,2015,SS,AAA
Greg Picart,Pittsburgh Pirates,2015,SS,Hi A
Miles Durham,Pittsburgh Pirates,2015,OF,AA
Austin McClune,Pittsburgh Pirates,2015,OF,Hi A
Anthony Norman,Pittsburgh Pirates,2015,OF,AA
Andy Vasquez,Pittsburgh Pirates,2015,OF,AA
David Aardsma,St. Louis Cardinals,2015,RHP,AAA
Jose Almarante,St. Louis Cardinals,2015,RHP,AAA
Jeremy Berg,St. Louis Cardinals,2015,RHP,AA
Jesus Montero,St. Louis Cardinals,2015,C,Hi A
Audry Perez,St. Louis Cardinals,2015,C,AAA
Curt Smith,St. Louis Cardinals,2015,1B,AA
Jermaine Curtis,St. Louis Cardinals,2015,3B,AAA
Scott Moore,St. Louis Cardinals,2015,3B,AAA
