player_name,team,fa_class,position,minor_league_level
Rosell Herrera,Colorado Rockies,2018,OF,AAA
Dillon Thomas,Colorado Rockies,2018,OF,AAA
R.J. Alaniz,Detroit Tigers,2018,RHP,AAA
Jeff Ferrell,Detroit Tigers,2018,RHP,AAA
Myles Jaye,Detroit Tigers,2018,RHP,AAA
Logan Kensing,Detroit Tigers,2018,RHP,AAA
Angel Nesbitt,Detroit Tigers,2018,RHP,AA
Matt Crouse,Detroit Tigers,2018,LHP,AAA
Anthony Gose,Detroit Tigers,2018,LHP,Hi A
Kyle Ryan,Detroit Tigers,2018,LHP,AAA
Anthony Vasquez,Detroit Tigers,2018,LHP,AAA
Miguel Gonzalez,Detroit Tigers,2018,C,AAA
Efren Navarro,Detroit Tigers,2018,1B,AAA
Omar Infante,Detroit Tigers,2018,2B,AAA
Logan Watkins,Detroit Tigers,2018,2B,AA
Zack Cox,Detroit Tigers,2018,3B,AA
Brendan Ryan,Detroit Tigers,2018,SS,AAA
Jim Adduci,Detroit Tigers,2018,OF,AAA
Tyler Collins,Detroit Tigers,2018,OF,AAA
Jason Krizan,Detroit Tigers,2018,OF,AAA
Steven Moya,Detroit Tigers,2018,OF,AA
Kevin Comer,Houston Astros,2018,RHP,AAA
Jumbo Diaz,Houston Astros,2018,RHP,AAA
David Martinez,Houston Astros,2018,RHP,AAA
Eduardo de Oleo,Houston Astros,2018,C,AAA
Reid Brignac,Houston Astros,2018,2B,AAA
Colin Walsh,Houston Astros,2018,3B,AAA
Rico Noel,Houston Astros,2018,OF,AAA
Christian Binford,Kansas City Royals,2018,RHP,AAA
Yender Caramo,Kansas City Royals,2018,RHP,AAA
Malcom Culver,Kansas City Royals,2018,RHP,AAA
Mark Peterson,Kansas City Royals,2018,RHP,AAA
Jared Schlehuber,Kansas City Royals,2018,RHP,R
Chris Withrow,Kansas City Royals,2018,RHP,AAA
Luis Rico,Kansas City Royals,2018,LHP,Hi A
Brayan Pena,Kansas City Royals,2018,C,AAA
Dean Anna,Kansas City Royals,2018,2B,AAA
Ruben Sosa,Kansas City Royals,2018,2B,AAA
Garin Cecchini,Kansas City Royals,2018,3B,AAA
Mauricio Ramos,Kansas City Royals,2018,3B,AA
Zach Walters,Kansas City Royals,2018,3B,AAA
Austin Adams,Los Angeles Angel,2018,RHP,AAA
Abel de los Santos,Los Angeles Angel,2018,RHP,AAA
Luis E. Diaz,Los Angeles Angel,2018,RHP,AAA
Drew Gagnon,Los Angeles Angel,2018,RHP,AAA
Ivan Hernandez,Los Angeles Angel,2018,RHP,AA
Sam Holland,Los Angeles Angel,2018,RHP,Hi A
Eric Karch,Los Angeles Angel,2018,RHP,Hi A
Jhondaniel Medina,Los Angeles Angel,2018,RHP,AA
David Perez,Los Angeles Angel,2018,RHP,R
Brooks Pounders,Los Angeles Angel,2018,RHP,AAA
Manny Banuelos,Los Angeles Angel,2018,LHP,AAA
Cody Ege,Los Angeles Angel,2018,LHP,AAA
Kevin Grendell,Los Angeles Angel,2018,LHP,AA
Jason Gurka,Los Angeles Angel,2018,LHP,AAA
John Lamb,Los Angeles Angel,2018,LHP,AAA
Francisco Arcia,Los Angeles Angel,2018,C,AAA
Dustin Ackley,Los Angeles Angel,2018,1B,AAA
Nick Franklin,Los Angeles Angel,2018,2B,AAA
Rey Navarro,Los Angeles Angel,2018,SS,AAA
Forrestt Allday,Los Angeles Angel,2018,OF,AA
Scott Barlow,Los Angeles Dodgers,2018,RHP,AA
Fabio Castillo,Los Angeles Dodgers,2018,RHP,AAA
Eddie Gamboa,Los Angeles Dodgers,2018,RHP,AAA
Steve Geltz,Los Angeles Dodgers,2018,RHP,AAA
David Hale,Los Angeles Dodgers,2018,RHP,AAA
Jair Jurrjens,Los Angeles Dodgers,2018,RHP,AAA
Justin Masterson,Los Angeles Dodgers,2018,RHP,AAA
Juan Noriega,Los Angeles Dodgers,2018,RHP,AA
Oliver Polanco,Los Angeles Dodgers,2018,RHP,DSL
Tim Shibuya,Los Angeles Dodgers,2018,RHP,AA
Andrew Thurman,Los Angeles Dodgers,2018,RHP,Hi A
Madison Younginer,Los Angeles Dodgers,2018,RHP,AAA
Jeremy Bleich,Los Angeles Dodgers,2018,LHP,AAA
Ike Davis,Los Angeles Dodgers,2018,LHP,AAA
Jack Murphy,Los Angeles Dodgers,2018,C,AAA
Sean O’Connell,Los Angeles Dodgers,2018,C,AA
Wynston Sawyer,Los Angeles Dodgers,2018,C,AA
Bobby Wilson,Los Angeles Dodgers,2018,C,AAA
Shawn Zarraga,Los Angeles Dodgers,2018,C,AAA
O’Koyea Dickson,Los Angeles Dodgers,2018,1B,AAA
Drew Maggi,Los Angeles Dodgers,2018,SS,AAA
Todd Cunningham,Los Angeles Dodgers,2018,OF,AAA
Quincy Latimore,Los Angeles Dodgers,2018,OF,Hi A
Ryan Beckman,Miami Marlins,2018,RHP,AA
Omar Bencomo,Miami Marlins,2018,RHP,AAA
Scott Copeland,Miami Marlins,2018,RHP,AAA
William Cuevas,Miami Marlins,2018,RHP,AAA
Brandon Cunniff,Miami Marlins,2018,RHP,AAA
Felipe Gonzalez,Miami Marlins,2018,RHP,AA
Tyler Higgins,Miami Marlins,2018,RHP,AA
Clayton Mortensen,Miami Marlins,2018,RHP,AAA
Keyvius Sampson,Miami Marlins,2018,RHP,AAA
Mike Kickham,Miami Marlins,2018,LHP,AAA
Jared Lakind,Miami Marlins,2018,LHP,AA
Kyle Lobstein,Miami Marlins,2018,LHP,AAA
Kelvin Marte,Miami Marlins,2018,LHP,AAA
Victor Payano,Miami Marlins,2018,LHP,AAA
Daniel Schlereth,Miami Marlins,2018,LHP,AA
Matt Tomshaw,Miami Marlins,2018,LHP,AA
Ramon Cabrera,Miami Marlins,2018,C,AAA
Cam Maron,Miami Marlins,2018,C,AA
Dustin Geiger,Miami Marlins,2018,1B,AA
Christian Colon,Miami Marlins,2018,2B,AAA
Jake Elmore,Miami Marlins,2018,2B,AAA
Grant Green,Miami Marlins,2018,2B,AAA
Cleuluis Rondon,Miami Marlins,2018,SS,AA
K.C. Serna,Miami Marlins,2018,SS,AA
Brandon Barnes,Miami Marlins,2018,OF,AAA
Destin Hood,Miami Marlins,2018,OF,AAA
Chris Parmelee,Miami Marlins,2018,OF,AAA
Eury Perez,Miami Marlins,2018,OF,AAA
Yefri Perez,Miami Marlins,2018,OF,AA
Moises Sierra,Miami Marlins,2018,OF,AAA
Yhonathan Barrios,Milwaukee Brewers,2018,RHP,AAA
Parker Berberet,Milwaukee Brewers,2018,RHP,Hi A
Hiram Burgos,Milwaukee Brewers,2018,RHP,AAA
Tyler Cravy,Milwaukee Brewers,2018,RHP,AA
Travis Hissong,Milwaukee Brewers,2018,RHP,AA
Matt Ramsey,Milwaukee Brewers,2018,RHP,AA
Forrest Snow,Milwaukee Brewers,2018,RHP,AA
Angel Ventura,Milwaukee Brewers,2018,RHP,AAA
Andrew Barbosa,Milwaukee Brewers,2018,LHP,AAA
Sean Nolin,Milwaukee Brewers,2018,LHP,AAA
Nick Ramirez,Milwaukee Brewers,2018,LHP,AAA
Rene Garcia,Milwaukee Brewers,2018,C,AA
Dustin Houle,Milwaukee Brewers,2018,C,AA
Chris Colabello,Milwaukee Brewers,2018,1B,AAA
Ivan De Jesus Jr.,Milwaukee Brewers,2018,SS,AAA
Nick Noonan,Milwaukee Brewers,2018,SS,AAA
Gabriel Noriega,Milwaukee Brewers,2018,SS,AA
Yadiel Rivera,Milwaukee Brewers,2018,SS,AAA
Michael Reed,Milwaukee Brewers,2018,OF,AA
Henry Centeno,Minnesota Twins,2018,RHP,Hi A
Chris Heston,Minnesota Twins,2018,RHP,AAA
Kam Mickolio,Minnesota Twins,2018,RHP,AAA
Yohan Pino,Minnesota Twins,2018,RHP,AAA
Dereck Rodriguez,Minnesota Twins,2018,RHP,AA
David Hurlbut,Minnesota Twins,2018,LHP,AAA
Ryan O’Rourke,Minnesota Twins,2018,LHP,AAA
Matt Tracy,Minnesota Twins,2018,LHP,AA
Carlos Paulino,Minnesota Twins,2018,C,AAA
Yeison Perez,Minnesota Twins,2018,C,DSL
Davinson Pimentel,Minnesota Twins,2018,C,DSL
Matt Hague,Minnesota Twins,2018,1B,AAA
Jonathan Rodriguez,Minnesota Twins,2018,1B,AA
Andy Wilkins,Minnesota Twins,2018,1B,AA
Tommy Field,Minnesota Twins,2018,2B,AAA
Niko Goodrum,Minnesota Twins,2018,2B,AAA
Leonardo Reginatto,Minnesota Twins,2018,SS,AAA
J.B. Shuck,Minnesota Twins,2018,OF,AAA
Ryan Strausborger,Minnesota Twins,2018,OF,AA
Jonathan Albaladejo,New York Mets,2018,RHP,AAA
Mitch Atkins,New York Mets,2018,RHP,AAA
Blake Beavan,New York Mets,2018,RHP,AA
Wilfredo Boscan,New York Mets,2018,RHP,AAA
Cory Burns,New York Mets,2018,RHP,AA
Erik Goeddel,New York Mets,2018,RHP,AAA
Donovan Hand,New York Mets,2018,RHP,R
Luis Mateo,New York Mets,2018,RHP,AAA
Craig Missigman,New York Mets,2018,RHP,Hi A
Pedro Perez,New York Mets,2018,RHP,R
Tyler Pill,New York Mets,2018,RHP,AAA
Ben Rowen,New York Mets,2018,RHP,AAA
Neil Wagner,New York Mets,2018,RHP,AAA
Beck Wheeler,New York Mets,2018,RHP,AAA
Alberto Baldonado,New York Mets,2018,LHP,AAA
Kevin Canelon,New York Mets,2018,LHP,Hi A
Tom Gorzelanny,New York Mets,2018,LHP,AAA
Xorge Carrillo,New York Mets,2018,C,AAA
Victor Moscote,New York Mets,2018,C,Hi A
Natanael Ramos,New York Mets,2018,C,Lo A
Cody Decker,New York Mets,2018,1B,AAA
J.C. Rodriguez,New York Mets,2018,2B,Hi A
Jio Mier,New York Mets,2018,SS,AAA
Gustavo Nunez,New York Mets,2018,SS,AA
Josh Rodriguez,New York Mets,2018,SS,AAA
Victor Cruzado,New York Mets,2018,OF,AAA
Travis Snider,New York Mets,2018,OF,AAA
Travis Taijeron,New York Mets,2018,OF,AAA
Colten Brewer,New York Yankees,2018,RHP,AA
Juan Jimenez,New York Yankees,2018,RHP,R
Tyler Jones,New York Yankees,2018,RHP,Hi A
Jose Pena,New York Yankees,2018,RHP,AAA
Eduardo Rivera,New York Yankees,2018,RHP,SS
Daniel Camarena,New York Yankees,2018,LHP,AA
Joe Mantiply,New York Yankees,2018,LHP,AAA
Eric Wooten,New York Yankees,2018,LHP,AA
Wilkin Castillo,New York Yankees,2018,C,AAA
Kellin Deglan,New York Yankees,2018,C,AA
Eddy Rodriguez,New York Yankees,2018,C,AAA
Wes Wilson,New York Yankees,2018,C,Hi A
Donovan Solano,New York Yankees,2018,2B,AAA
Dante Bichette Jr.,New York Yankees,2018,3B,AA
Cito Culver,New York Yankees,2018,SS,AAA
Mason Williams,New York Yankees,2018,OF,AAA
Yordys Alejo,Oakland Athletics,2018,RHP,Lo A
Logan Bawcom,Oakland Athletics,2018,RHP,AAA
Chris Jensen,Oakland Athletics,2018,RHP,AAA
Aaron Kurcz,Oakland Athletics,2018,RHP,AA
Carlos Navas,Oakland Athletics,2018,RHP,AA
Tyler Sturdevant,Oakland Athletics,2018,RHP,AA
Felix Doubront,Oakland Athletics,2018,LHP,AAA
Brandon Mann,Oakland Athletics,2018,LHP,AA
Patrick Schuster,Oakland Athletics,2018,LHP,AAA
Matt McBride,Oakland Athletics,2018,C,AAA
Andy Paz,Oakland Athletics,2018,C,AA
Argenis Raga,Oakland Athletics,2018,C,Hi A
Chris Carter,Oakland Athletics,2018,1B,AAA
Viosergy Rosa,Oakland Athletics,2018,1B,AA
Jermaine Curtis,Oakland Athletics,2018,3B,AA
Kenny Wilson,Oakland Athletics,2018,OF,AAA
Michael Mariot,Philadelphia Phillies,2018,RHP,AAA
Colton Murray,Philadelphia Phillies,2018,RHP,AA
Miguel Nunez,Philadelphia Phillies,2018,RHP,AA
Jesen Therrien,Philadelphia Phillies,2018,RHP,AAA
Cesar Ramos,Philadelphia Phillies,2018,LHP,AAA
Pat Venditte,Philadelphia Phillies,2018,LHP,AAA
Wilson Garcia,Philadelphia Phillies,2018,C,Hi A
Chace Numata,Philadelphia Phillies,2018,C,AA
Nick Rickles,Philadelphia Phillies,2018,C,AAA
Jake Fox,Philadelphia Phillies,2018,1B,AA
Brock Stassi,Philadelphia Phillies,2018,1B,AAA
Angelo Mora,Philadelphia Phillies,2018,2B,AAA
Harold Martinez,Philadelphia Phillies,2018,3B,AA
Hector Gomez,Philadelphia Phillies,2018,SS,AAA
Christian Marrero,Philadelphia Phillies,2018,OF,AAA
Herlis Rodriguez,Philadelphia Phillies,2018,OF,AAA
Brandon Cumpton,Pittsburgh Pirates,2018,RHP,AAA
Luis Heredia,Pittsburgh Pirates,2018,RHP,AA
Jason Stoffel,Pittsburgh Pirates,2018,RHP,AAA
Wade LeBlanc,Pittsburgh Pirates,2018,LHP,AAA
Sammy Gonzalez,Pittsburgh Pirates,2018,C,Hi A
Tomas Morales,Pittsburgh Pirates,2018,C,AA
Jackson Williams,Pittsburgh Pirates,2018,C,AAA
Edwin Espinal,Pittsburgh Pirates,2018,1B,AAA
Carlos Munoz,Pittsburgh Pirates,2018,1B,Hi A
Joey Terdoslavich,Pittsburgh Pirates,2018,1B,AAA
Kelson Brown,Pittsburgh Pirates,2018,SS,R
Anderson Feliz,Pittsburgh Pirates,2018,SS,AAA
Alfredo Reyes,Pittsburgh Pirates,2018,SS,Hi A
Danny Ortiz,Pittsburgh Pirates,2018,OF,AAA
Jonathan Schwind,Pittsburgh Pirates,2018,OF,AA
Mark Montgomery,St. Louis Cardinals,2018,RHP,AAA
Miguel Socolovich,St. Louis Cardinals,2018,RHP,AAA
Josh Zeid,St. Louis Cardinals,2018,RHP,AAA
Gabriel Lino,St. Louis Cardinals,2018,C,AAA
Alberto Rosario,St. Louis Cardinals,2018,C,AAA
Anthony Garcia,St. Louis Cardinals,2018,OF,AA
Nick Martini,St. Louis Cardinals,2018,OF,AAA
C.J. McElroy,St. Louis Cardinals,2018,OF,AA
Christian Bethancourt,San Diego Padres,2018,RHP,Hi A
Yimmi Brasoban,San Diego Padres,2018,RHP,AA
Jake Esch,San Diego Padres,2018,RHP,AA
Erik Johnson,San Diego Padres,2018,RHP,AAA
Mike Kelly,San Diego Padres,2018,RHP,AA
Matt Magill,San Diego Padres,2018,RHP,AAA
Andre Rienzo,San Diego Padres,2018,RHP,AAA
Bryan Rodriguez,San Diego Padres,2018,RHP,AAA
Cesar Vargas,San Diego Padres,2018,RHP,Hi A
Tony Cruz,San Diego Padres,2018,C,AAA
Casey McElroy,San Diego Padres,2018,2B,AAA
Noah Perio,San Diego Padres,2018,2B,AA
Diego Goris,San Diego Padres,2018,3B,AAA
Chris Bono,San Diego Padres,2018,OF,R
Nick Buss,San Diego Padres,2018,OF,AAA
Edwin Moreno,San Diego Padres,2018,OF,Hi A
Rafael Ortega,San Diego Padres,2018,OF,AAA
Carlos Alvarado,San Francisco Giants,2018,RHP,AA
Collin Balester,San Francisco Giants,2018,RHP,AAA
Vic Black,San Francisco Giants,2018,RHP,AA
Yordy Cabrera,San Francisco Giants,2018,RHP,Lo A
Cody Hall,San Francisco Giants,2018,RHP,AA
Stephen Johnson,San Francisco Giants,2018,RHP,AA
Casey Kelly,San Francisco Giants,2018,RHP,AAA
Julio Pena,San Francisco Giants,2018,RHP,Lo A
Seth Rosin,San Francisco Giants,2018,RHP,AA
Jarret Martin,San Francisco Giants,2018,LHP,AA
Nate Reed,San Francisco Giants,2018,LHP,AA
Matt Reynolds,San Francisco Giants,2018,LHP,AAA
Kraig Sitton,San Francisco Giants,2018,LHP,AAA
Myles Schroder,San Francisco Giants,2018,C,AA
Eliezer Zambrano,San Francisco Giants,2018,C,AA
Cristian Paulino,San Francisco Giants,2018,3B,Hi A
Ali Castillo,San Francisco Giants,2018,SS,AAA
Carlos Garcia,San Francisco Giants,2018,SS,AA
Rando Moreno,San Francisco Giants,2018,SS,AA
Juniel Querecuto,San Francisco Giants,2018,SS,AAA
Wynton Bernard,San Francisco Giants,2018,OF,AAA
Shawon Dunston Jr.,San Francisco Giants,2018,OF,Lo A
Slade Heathcott,San Francisco Giants,2018,OF,AAA
Ryan Lollis,San Francisco Giants,2018,OF,AAA
Jonathan Aro,Seattle Mariners,2018,RHP,AAA
Ralston Cash,Seattle Mariners,2018,RHP,AA
Tyler Cloyd,Seattle Mariners,2018,RHP,AAA
Justin De Fratus,Seattle Mariners,2018,RHP,AA
Ronald Dominguez,Seattle Mariners,2018,RHP,Lo A
Bryan Evans,Seattle Mariners,2018,RHP,AA
Ryne Harper,Seattle Mariners,2018,RHP,AAA
Ryan Kelly,Seattle Mariners,2018,RHP,AA
Tyler Knigge,Seattle Mariners,2018,RHP,AA
Casey Lawrence,Seattle Mariners,2018,RHP,AAA
Evan Marshall,Seattle Mariners,2018,RHP,AAA
Brian McAfee,Seattle Mariners,2018,RHP,SS
Micah Owings,Seattle Mariners,2018,RHP,AA
Blake Perry,Seattle Mariners,2018,RHP,AA
Fabian Roman,Seattle Mariners,2018,RHP,SS
Dylan Unsworth,Seattle Mariners,2018,RHP,AA
Aaron West,Seattle Mariners,2018,RHP,AA
Aronny Cruz,Seattle Mariners,2018,LHP,DSL
Kyle Hunter,Seattle Mariners,2018,LHP,AA
Dean Kiekhefer,Seattle Mariners,2018,LHP,AAA
Ashur Tolliver,Seattle Mariners,2018,LHP,AA
Nevin Ashley,Seattle Mariners,2018,C,AAA
Steven Baron,Seattle Mariners,2018,C,AA
Alexander Capriata,Seattle Mariners,2018,C,AAA
Marcus Littlewood,Seattle Mariners,2018,C,AA
Tyler Marlette,Seattle Mariners,2018,C,AA
Arturo Nieto,Seattle Mariners,2018,C,Hi A
Yojhan Quevedo,Seattle Mariners,2018,C,Lo A
Ryan Casteel,Seattle Mariners,2018,1B,AA
Rafael Fernandez,Seattle Mariners,2018,2B,Hi A
Shawn O’Malley,Seattle Mariners,2018,2B,AAA
Nelson Ward,Seattle Mariners,2018,2B,AA
Gianfranco Wawoe,Seattle Mariners,2018,2B,Hi A
Joey Wong,Seattle Mariners,2018,SS,AAA
Willie Argo,Seattle Mariners,2018,OF,AA
Kyle Waldrop,Seattle Mariners,2018,OF,AAA
Hunter Adkins,Tampa Bay Rays,2018,RHP,AA
Jeff Ames,Tampa Bay Rays,2018,RHP,AAA
Fernando Baez,Tampa Bay Rays,2018,RHP,Hi A
Mike Broadway,Tampa Bay Rays,2018,RHP,AAA
Jairo Munoz,Tampa Bay Rays,2018,RHP,Hi A
Kyle Winkler,Tampa Bay Rays,2018,RHP,AA
Logan Darnell,Tampa Bay Rays,2018,LHP,AA
Grayson Garvin,Tampa Bay Rays,2018,LHP,AA
Michael Roth,Tampa Bay Rays,2018,LHP,AAA
Jonny Venters,Tampa Bay Rays,2018,LHP,AAA
Curt Casali,Tampa Bay Rays,2018,C,AAA
Michael McKenry,Tampa Bay Rays,2018,C,AAA
Justin O’Conner,Tampa Bay Rays,2018,C,AAA
