player_name,team,fa_class,position,minor_league_level
Ryan Brett,Tampa Bay Rays,2018,2B,AAA
Patrick Leonard,Tampa Bay Rays,2018,3B,AAA
Jake Hager,Tampa Bay Rays,2018,SS,AAA
Granden Goetzman,Tampa Bay Rays,2018,OF,Hi A
Cesar Puello,Tampa Bay Rays,2018,OF,AAA
Austin Bibens-Dirkx,Texas Rangers,2018,RHP,AAA
Paolo Espino,Texas Rangers,2018,RHP,AAA
Richelson Pena,Texas Rangers,2018,RHP,AA
Jose Valdespina,Texas Rangers,2018,RHP,Hi A
Kelvin Vasquez,Texas Rangers,2018,RHP,Hi A
Allen Webster,Texas Rangers,2018,RHP,AAA
Dario Alvarez,Texas Rangers,2018,LHP,AAA
Adam Loewen,Texas Rangers,2018,LHP,AAA
Jimmy Reyes,Texas Rangers,2018,LHP,AAA
Brett Hayes,Texas Rangers,2018,C,AAA
A.J. Jimenez,Texas Rangers,2018,C,AAA
Steve Lerud,Texas Rangers,2018,C,AA
Kevin Torres,Texas Rangers,2018,C,AAA
Eric Aguilera,Texas Rangers,2018,1B,AA
Doug Bernier,Texas Rangers,2018,SS,AAA
Elio Castillo,Texas Rangers,2018,SS,Hi A
Luis Marte,Texas Rangers,2018,SS,AA
Luis Mendez,Texas Rangers,2018,SS,Hi A
Jared Hoying,Texas Rangers,2018,OF,AAA
Matt Lipka,Texas Rangers,2018,OF,Hi A
Leonel Campos,Toronto Blue Jays,2018,RHP,AAA
Daniel Canellas,Toronto Blue Jays,2018,RHP,Lo A
Adonys Cardona,Toronto Blue Jays,2018,RHP,Hi A
Taylor Cole,Toronto Blue Jays,2018,RHP,AAA
Blake McFarland,Toronto Blue Jays,2018,RHP,AA
Luis Santos,Toronto Blue Jays,2018,RHP,AAA
Bo Schultz,Toronto Blue Jays,2018,RHP,AAA
Chris Smith,Toronto Blue Jays,2018,RHP,AAA
Murphy Smith,Toronto Blue Jays,2018,RHP,AAA
John Stilson,Toronto Blue Jays,2018,RHP,AAA
John Straka,Toronto Blue Jays,2018,RHP,Hi A
Kender Villegas,Toronto Blue Jays,2018,RHP,AA
Philip Walby,Toronto Blue Jays,2018,RHP,Hi A
George Carroll,Toronto Blue Jays,2018,C,Hi A
Luis Liriano,Toronto Blue Jays,2018,C,DSL
Rafael Lopez,Toronto Blue Jays,2018,C,AAA
Jose Mayorga,Toronto Blue Jays,2018,C,AAA
Alex Monsalve,Toronto Blue Jays,2018,C,AA
Jon Berti,Toronto Blue Jays,2018,2B,AAA
Christian Lopes,Toronto Blue Jays,2018,2B,AAA
Matt Dean,Toronto Blue Jays,2018,3B,AA
Shane Opitz,Toronto Blue Jays,2018,SS,AAA
Gregorio Petit,Toronto Blue Jays,2018,SS,AAA
Darrell Ceciliani,Toronto Blue Jays,2018,OF,AAA
Derrick Loveless,Toronto Blue Jays,2018,OF,AA
Jose Tabata,Toronto Blue Jays,2018,OF,AAA
Gabriel Arias,Washington Nationals,2018,RHP,AAA
Taylor Hill,Washington Nationals,2018,RHP,AA
Kevin Jepsen,Washington Nationals,2018,RHP,AAA
Jaron Long,Washington Nationals,2018,RHP,AAA
Rafael Martin,Washington Nationals,2018,RHP,AAA
Gilberto Mendez,Washington Nationals,2018,RHP,Hi A
Sean O’Sullivan,Washington Nationals,2018,RHP,AAA
Neil Ramirez,Washington Nationals,2018,RHP,AAA
Andrew Robinson,Washington Nationals,2018,RHP,AA
Cody Satterwhite,Washington Nationals,2018,RHP,AAA
Kyle Schepel,Washington Nationals,2018,RHP,AA
Tim Collins,Washington Nationals,2018,LHP,AA
Neal Cotts,Washington Nationals,2018,LHP,AAA
Braulio Lara,Washington Nationals,2018,LHP,AA
Devin Ivany,Washington Nationals,2018,C,AA
Andruth Ramirez,Washington Nationals,2018,C,AAA
Matt Skole,Washington Nationals,2018,1B,AAA
Brandon Snyder,Washington Nationals,2018,1B,AAA
Neftali Soto,Washington Nationals,2018,1B,AAA
Emmanuel Burriss,Washington Nationals,2018,2B,AAA
Corban Joseph,Washington Nationals,2018,2B,AA
Michael Almanzar,Washington Nationals,2018,3B,AAA
Mario Lisson,Washington Nationals,2018,3B,AA
Benji Gonzalez,Washington Nationals,2018,SS,AAA
Joey Butler,Washington Nationals,2018,OF,AAA
Chad Huffman,Washington Nationals,2018,OF,AAA
