player_name,team,fa_class,position
David Kubiak,Texas Rangers,2022,RHP
Jake Lemoine,Texas Rangers,2022,RHP
Domingo Leyba,Texas Rangers,2022,2B
Jesus Linarez,Texas Rangers,2022,RHP
Trace Loehr,Texas Rangers,2022,SS
Justin Marsden,Texas Rangers,2022,RHP
Sal Mendez,Texas Rangers,2022,LHP
Melvin Novoa,Texas Rangers,2022,C
Luis Ortiz,Texas Rangers,2022,RHP
Jordan Procyshen,Texas Rangers,2022,C
Isaias Quiroz,Texas Rangers,2022,C
Anderson Tejeda,Texas Rangers,2022,SS
Curtis Terry,Texas Rangers,2022,1B
Jared Walker,Texas Rangers,2022,3B
Collin Wiles,Texas Rangers,2022,RHP
John Barbato,Toronto Blue Jays,2022,RHP
Christian Colon,Toronto Blue Jays,2022,2B
Juan De Paula,Toronto Blue Jays,2022,RHP
James Dykstra,Toronto Blue Jays,2022,RHP
Juan Graterol,Toronto Blue Jays,2022,C
Andres Guerra,Toronto Blue Jays,2022,C
Hobie Harris,Toronto Blue Jays,2022,RHP
Jon Harris,Toronto Blue Jays,2022,RHP
Jommer Hernandez,Toronto Blue Jays,2022,C
Reilly Hovis,Toronto Blue Jays,2022,RHP
Nash Knight,Toronto Blue Jays,2022,UTL
Casey Lawrence,Toronto Blue Jays,2022,RHP
Justin Maese,Toronto Blue Jays,2022,RHP
Demi Orimoloye,Toronto Blue Jays,2022,OF
Gregory Polanco,Toronto Blue Jays,2022,OF
Reggie Pruitt,Toronto Blue Jays,2022,OF
Mallex Smith,Toronto Blue Jays,2022,OF
Richard Urena,Toronto Blue Jays,2022,SS
Kevin Vicuna,Toronto Blue Jays,2022,SS
Rodrigo Vigil,Toronto Blue Jays,2022,C
Jacob Waguespack,Toronto Blue Jays,2022,RHP
Forrest Wall,Toronto Blue Jays,2022,OF
Tyler White,Toronto Blue Jays,2022,1B
Tomas Alastre,Washington Nationals,2022,RHP
Humberto Arteaga,Washington Nationals,2022,SS
Dakota Bacus,Washington Nationals,2022,RHP
Joan Baez,Washington Nationals,2022,RHP
Aaron Barrett,Washington Nationals,2022,RHP
Rafael Bautista,Washington Nationals,2022,OF
Bryan Bonnell,Washington Nationals,2022,RHP
Ali Castillo,Washington Nationals,2022,SS
Aldrem Corredor,Washington Nationals,2022,OF
Bryan Dobzanski,Washington Nationals,2022,RHP
Osvaldo Duarte,Washington Nationals,2022,SS
Steven Fuentes,Washington Nationals,2022,RHP
Destin Hood,Washington Nationals,2022,OF
Kyle McGowin,Washington Nationals,2022,RHP
Pearson McMahan,Washington Nationals,2022,RHP
Diego Moreno,Washington Nationals,2022,RHP
Carlos Navas,Washington Nationals,2022,RHP
Daniel Palka,Washington Nationals,2022,OF
Juan Paulino,Washington Nationals,2022,C
Ronald Pena,Washington Nationals,2022,RHP
Raudy Read,Washington Nationals,2022,C
Jakson Reetz,Washington Nationals,2022,C
Luis Reyes,Washington Nationals,2022,RHP
Jefry Rodriguez,Washington Nationals,2022,RHP
Ian Sagdal,Washington Nationals,2022,SS
Mario Sanchez,Washington Nationals,2022,RHP
Nick Wells,Washington Nationals,2022,LHP
Rhett Wiseman,Washington Nationals,2022,OF
