player_name,team,fa_class,position,minor_league_level
Hunter Adkins,Tampa Bay Rays,2018,RHP,AA
Logan Darnell,Tampa Bay Rays,2018,LHP,AA
Curt Casali,Tampa Bay Rays,2018,C,AAA
Ryan Brett,Tampa Bay Rays,2018,2B,AAA
Patrick Leonard,Tampa Bay Rays,2018,3B,AAA
Jake Hager,Tampa Bay Rays,2018,SS,AAA
Granden Goetzman,Tampa Bay Rays,2018,OF,Hi A
Austin Bibens-Dirkx,Texas Rangers,2018,RHP,AAA
Dario Alvarez,Texas Rangers,2018,LHP,AAA
Brett Hayes,Texas Rangers,2018,C,AAA
Eric Aguilera,Texas Rangers,2018,1B,AA
Doug Bernier,Texas Rangers,2018,SS,AAA
Jared Hoying,Texas Rangers,2018,OF,AAA
Leonel Campos,Toronto Blue Jays,2018,RHP,AAA
George Carroll,Toronto Blue Jays,2018,C,Hi A
Jon Berti,Toronto Blue Jays,2018,2B,AAA
Matt Dean,Toronto Blue Jays,2018,3B,AA
Shane Opitz,Toronto Blue Jays,2018,SS,AAA
Darrell Ceciliani,Toronto Blue Jays,2018,OF,AAA
Gabriel Arias,Washington Nationals,2018,RHP,AAA
Tim Collins,Washington Nationals,2018,LHP,AA
Devin Ivany,Washington Nationals,2018,C,AA
Matt Skole,Washington Nationals,2018,1B,AAA
Emmanuel Burriss,Washington Nationals,2018,2B,AAA
Michael Almanzar,Washington Nationals,2018,3B,AAA
Benji Gonzalez,Washington Nationals,2018,SS,AAA
Joey Butler,Washington Nationals,2018,OF,AAA
Michael Blazek,Arizona Diamondbacks,2019,RHP,AA
Jake Buchanan,Arizona Diamondbacks,2019,RHP,AAA
Barry Enright,Arizona Diamondbacks,2019,RHP,AAA
Neftali Feliz,Arizona Diamondbacks,2019,RHP,AAA
Bradin Hagens,Arizona Diamondbacks,2019,RHP,AAA
Carlos Hernandez,Arizona Diamondbacks,2019,RHP,Lo A
Sam Lewis,Arizona Diamondbacks,2019,RHP,AA
Rafael Pujols,Arizona Diamondbacks,2019,RHP,Lo A
Marcus Littlewood,Arizona Diamondbacks,2019,C,AAA
Jose Queliz,Arizona Diamondbacks,2019,C,AAA
Anthony Recker,Arizona Diamondbacks,2019,C,AAA
Alberto Rosario,Arizona Diamondbacks,2019,C,AAA
David Sopilka,Arizona Diamondbacks,2019,C,Hi A
Rudy Flores,Arizona Diamondbacks,2019,1B,AA
Tyler Ladendorf,Arizona Diamondbacks,2019,2B,AAA
Kevin Medrano,Arizona Diamondbacks,2019,2B,AA
Josh Prince,Arizona Diamondbacks,2019,2B,AA
Deven Marrero,Arizona Diamondbacks,2019,SS,AAA
Jose Vinicio,Arizona Diamondbacks,2019,SS,AAA
Kelly Dugan,Arizona Diamondbacks,2019,OF,AA
Rey Fuentes,Arizona Diamondbacks,2019,OF,AAA
Evan Marzilli,Arizona Diamondbacks,2019,OF,AA
Manny Barreda,Atlanta Braves,2019,RHP,AA
Enderson Franco,Atlanta Braves,2019,RHP,AA
Jose Ramirez,Atlanta Braves,2019,RHP,AAA
Kelvin Vasquez,Atlanta Braves,2019,RHP,AAA
Chad Bell,Atlanta Braves,2019,LHP,AAA
Dan Lietz,Atlanta Braves,2019,LHP,AA
Jacob Lindgren,Atlanta Braves,2019,LHP,AAA
Tyler Pike,Atlanta Braves,2019,LHP,AA
Joe Rogers,Atlanta Braves,2019,LHP,Hi A
Tyler Marlette,Atlanta Braves,2019,C,AA
Mike Snyder,Atlanta Braves,2019,1B,AA
Marcos Almonte,Atlanta Braves,2019,2B,Lo A
Carlos Franco,Atlanta Braves,2019,3B,AAA
Lane Adams,Atlanta Braves,2019,OF,AAA
Xavier Avery,Atlanta Braves,2019,OF,AAA
Connor Lien,Atlanta Braves,2019,OF,AA
Preston Tucker,Atlanta Braves,2019,OF,AAA
Dariel Alvarez,Baltimore Orioles,2019,RHP,Lo A
Eddie Gamboa,Baltimore Orioles,2019,RHP,AAA
Michael Kelly,Baltimore Orioles,2019,RHP,AA
Tim Melville,Baltimore Orioles,2019,RHP,AAA
Andrew Faulkner,Baltimore Orioles,2019,LHP,AAA
Ryan O’Rourke,Baltimore Orioles,2019,LHP,AAA
Armando Araiza,Baltimore Orioles,2019,C,AAA
Audry Perez,Baltimore Orioles,2019,C,AAA
Steel Russell,Baltimore Orioles,2019,C,Lo A
Aderlin Rodriguez,Baltimore Orioles,2019,1B,AA
Adrian Marin,Baltimore Orioles,2019,2B,AAA
Sharlon Schoop,Baltimore Orioles,2019,2B,AAA
Garabez Rosa,Baltimore Orioles,2019,3B,AAA
Erick Salcedo,Baltimore Orioles,2019,SS,AA
Ruben Tejada,Baltimore Orioles,2019,SS,AAA
L.J. Hoes,Baltimore Orioles,2019,OF,AAA
D’Arby Myers,Baltimore Orioles,2019,OF,AA
Justin Haley,Boston Red Sox,2019,RHP,AAA
Yankory Pimentel,Boston Red Sox,2019,RHP,Hi A
Fernando Rodriguez,Boston Red Sox,2019,RHP,AAA
Josh Smith,Boston Red Sox,2019,LHP,AAA
Dan Butler,Boston Red Sox,2019,C,AAA
Mike Ohlman,Boston Red Sox,2019,C,AAA
Mike Miller,Boston Red Sox,2019,2B,AAA
Aneury Tavarez,Boston Red Sox,2019,2B,AAA
Mike Olt,Boston Red Sox,2019,3B,AAA
Ivan De Jesus Jr.,Boston Red Sox,2019,SS,AAA
Kyle Wren,Boston Red Sox,2019,OF,AAA
Corey Black,Chicago Cubs,2019,RHP,AAA
Casey Coleman,Chicago Cubs,2019,RHP,AAA
Cory Mazzoni,Chicago Cubs,2019,RHP,AAA
Jose Rosario,Chicago Cubs,2019,RHP,Lo A
Daury Torrez,Chicago Cubs,2019,RHP,AA
Alberto Baldonado,Chicago Cubs,2019,LHP,AAA
Jose Paulino,Chicago Cubs,2019,LHP,Hi A
Kyle Ryan,Chicago Cubs,2019,LHP,AAA
Stephen Bruno,Chicago Cubs,2019,2B,AAA
Ryan Court,Chicago Cubs,2019,SS,AAA
Mike Freeman,Chicago Cubs,2019,SS,AAA
Jeffrey Baez,Chicago Cubs,2019,OF,AA
Wynton Bernard,Chicago Cubs,2019,OF,AA
Chris Coghlan,Chicago Cubs,2019,OF,AAA
Terrance Gore,Chicago Cubs,2019,OF,AAA
Trey Martin,Chicago Cubs,2019,OF,AAA
Bijan Rademacher,Chicago Cubs,2019,OF,AAA
Brandon Brennan,Chicago White Sox,2019,RHP,AAA
Gregory Infante,Chicago White Sox,2019,RHP,AAA
Yelmison Peralta,Chicago White Sox,2019,RHP,Hi A
Ricardo Pinto,Chicago White Sox,2019,RHP,AAA
Asher Wojciechowski,Chicago White Sox,2019,RHP,AAA
Matt Tomshaw,Chicago White Sox,2019,LHP,AA
Tyler Watson,Chicago White Sox,2019,LHP,AAA
Dustin Garneau,Chicago White Sox,2019,C,AAA
Keon Barnum,Chicago White Sox,2019,1B,AA
Matt Skole,Chicago White Sox,2019,1B,AAA
Jake Elmore,Chicago White Sox,2019,2B,AAA
Bryant Flete,Chicago White Sox,2019,2B,AAA
Gerson Montilla,Chicago White Sox,2019,2B,AA
Patrick Leonard,Chicago White Sox,2019,3B,AAA
Zac Kapstein,Chicago White Sox,2019,OF,R
Ryan LaMarre,Chicago White Sox,2019,OF,AAA
Tito Polo,Chicago White Sox,2019,OF,AA
Trayce Thompson,Chicago White Sox,2019,OF,AAA
Alejandro Chacin,Cincinnati Reds,2019,RHP,AA
Rookie Davis,Cincinnati Reds,2019,RHP,Lo A
Jeremy Kivel,Cincinnati Reds,2019,RHP,Hi A
Robin Leyer,Cincinnati Reds,2019,RHP,AA
Carlos Navas,Cincinnati Reds,2019,RHP,AA
Domingo Tapia,Cincinnati Reds,2019,RHP,AAA
Rob Wooten,Cincinnati Reds,2019,RHP,AAA
Daniel Wright,Cincinnati Reds,2019,RHP,AA
Joel Bender,Cincinnati Reds,2019,LHP,AA
Kevin Canelon,Cincinnati Reds,2019,LHP,Hi A
Kyle Crockett,Cincinnati Reds,2019,LHP,AAA
Justin Nicolino,Cincinnati Reds,2019,LHP,AAA
Jose Duarte,Cincinnati Reds,2019,C,Hi A
Taylor Featherston,Cincinnati Reds,2019,2B,AA
Dilson Herrera,Cincinnati Reds,2019,2B,AAA
Hernan Iribarren,Cincinnati Reds,2019,2B,AAA
Mitch Nay,Cincinnati Reds,2019,3B,AA
Malik Collymore,Cincinnati Reds,2019,OF,AA
Gabriel Guerrero,Cincinnati Reds,2019,OF,AAA
C.J. McElroy,Cincinnati Reds,2019,OF,AAA
Steve Selsky,Cincinnati Reds,2019,OF,AAA
Mason Williams,Cincinnati Reds,2019,OF,AAA
Mitch Brown,Cleveland Indians,2019,RHP,AA
Preston Claiborne,Cleveland Indians,2019,RHP,AA
Stephen Fife,Cleveland Indians,2019,RHP,AAA
Myles Jaye,Cleveland Indians,2019,RHP,AAA
Kieran Lovegrove,Cleveland Indians,2019,RHP,AA
Josh Martin,Cleveland Indians,2019,RHP,AAA
Nick Pasquale,Cleveland Indians,2019,RHP,AA
Mitch Talbot,Cleveland Indians,2019,RHP,AAA
Ryan Merritt,Cleveland Indians,2019,LHP,AAA
Adam Wilk,Cleveland Indians,2019,LHP,AAA
Rob Brantly,Cleveland Indians,2019,C,AAA
Juan de la Cruz,Cleveland Indians,2019,C,AA
Mike Napoli,Cleveland Indians,2019,1B,AAA
Nellie Rodriguez,Cleveland Indians,2019,1B,AA
Todd Hankins,Cleveland Indians,2019,2B,AAA
Drew Maggi,Cleveland Indians,2019,2B,AAA
Michael Martinez,Cleveland Indians,2019,2B,AAA
Ordomar Valdez,Cleveland Indians,2019,2B,AAA
Joe Sever,Cleveland Indians,2019,3B,AAA
Shane Broyles,Colorado Rockies,2019,RHP,AAA
Santiago Casilla,Colorado Rockies,2019,RHP,AAA
Jairo Diaz,Colorado Rockies,2019,RHP,AAA
David Holman,Colorado Rockies,2019,RHP,AAA
Zach Jemiola,Colorado Rockies,2019,RHP,AA
Scott McGough,Colorado Rockies,2019,RHP,AAA
Keith Hessler,Colorado Rockies,2019,LHP,AAA
David Holmberg,Colorado Rockies,2019,LHP,AAA
Mason Melotakis,Colorado Rockies,2019,LHP,AAA
Brian Moran,Colorado Rockies,2019,LHP,AA
Sean Nolin,Colorado Rockies,2019,LHP,AA
Brett Oberholtzer,Colorado Rockies,2019,LHP,AAA
Anthony Bemboom,Colorado Rockies,2019,C,AAA
Robbie Perkins,Colorado Rockies,2019,C,AA
Jan Vazquez,Colorado Rockies,2019,C,AAA
Shawn O’Malley,Colorado Rockies,2019,2B,AAA
Derrik Gibson,Colorado Rockies,2019,3B,AAA
Elliot Soto,Colorado Rockies,2019,SS,AAA
Stephen Cardullo,Colorado Rockies,2019,OF,AAA
Phillippe Aumont,Detroit Tigers,2019,RHP,AAA
Johnny Barbato,Detroit Tigers,2019,RHP,AAA
Endrys Briceno,Detroit Tigers,2019,RHP,Lo A
Kevin Comer,Detroit Tigers,2019,RHP,AAA
Jose Fuentes,Detroit Tigers,2019,RHP,R
Alfred Gutierrez,Detroit Tigers,2019,RHP,Hi A
Ian Hardman,Detroit Tigers,2019,RHP,R
Jhonny Mateo,Detroit Tigers,2019,RHP,R
Arvicent Perez,Detroit Tigers,2019,RHP,R
Warwick Saupold,Detroit Tigers,2019,RHP,AAA
Oscar Severino,Detroit Tigers,2019,RHP,DSL
Kurt Spomer,Detroit Tigers,2019,RHP,AA
Hunter Cervenka,Detroit Tigers,2019,LHP,AAA
Kevin Chapman,Detroit Tigers,2019,LHP,AAA
Doug Domnarski,Detroit Tigers,2019,LHP,R
Carlos Perdomo,Detroit Tigers,2019,LHP,DSL
Kade Scivicque,Detroit Tigers,2019,C,AAA
Josh Thole,Detroit Tigers,2019,C,AA
Edwin Espinal,Detroit Tigers,2019,1B,AA
Kody Eaves,Detroit Tigers,2019,3B,AA
Chad Huffman,Detroit Tigers,2019,OF,AAA
Jason Krizan,Detroit Tigers,2019,OF,AAA
Herlis Rodriguez,Detroit Tigers,2019,OF,AA
Angel Heredia,Houston Astros,2019,RHP,AA
Matt Ramsey,Houston Astros,2019,RHP,AAA
Eduardo de Oleo,Houston Astros,2019,C,AA
Randy Cesar,Houston Astros,2019,3B,AA
Pedro Fernandez,Kansas City Royals,2019,RHP,AAA
Luis Hernandez,Kansas City Royals,2019,RHP,R
Yimaury Pena,Kansas City Royals,2019,RHP,R
Jose Veras,Kansas City Royals,2019,RHP,Hi A
Kyle Zimmer,Kansas City Royals,2019,RHP,AAA
Sam Selman,Kansas City Royals,2019,LHP,AAA
Parker Morin,Kansas City Royals,2019,C,AAA
Luis Villegas,Kansas City Royals,2019,C,AAA
Ramon Torres,Kansas City Royals,2019,2B,AAA
Alex Liddi,Kansas City Royals,2019,3B,AA
Jack Lopez,Kansas City Royals,2019,SS,AAA
Billy Burns,Kansas City Royals,2019,OF,AAA
Alfredo Escalera,Kansas City Royals,2019,OF,AA
Paulo Orlando,Kansas City Royals,2019,OF,AAA
Ralston Cash,Los Angeles Angels,2019,RHP,AA
Samil de los Santos,Los Angeles Angels,2019,RHP,AA
Greyfer Eregua,Los Angeles Angels,2019,RHP,Hi A
Deck McGuire,Los Angeles Angels,2019,RHP,AAA
Osmer Morales,Los Angeles Angels,2019,RHP,AAA
Akeel Morris,Los Angeles Angels,2019,RHP,AAA
Eduardo Paredes,Los Angeles Angels,2019,RHP,AAA
Ivan Pineyro,Los Angeles Angels,2019,RHP,AAA
Eduardo Rivera,Los Angeles Angels,2019,RHP,Hi A
Dylan Unsworth,Los Angeles Angels,2019,RHP,AAA
Tyler Warmoth,Los Angeles Angels,2019,RHP,Lo A
Anfernee Benitez,Los Angeles Angels,2019,LHP,Lo A
John Lamb,Los Angeles Angels,2019,LHP,AAA
Francisco Arcia,Los Angeles Angels,2019,C,AAA
Joe Hudson,Los Angeles Angels,2019,C,AAA
Stephen McGee,Los Angeles Angels,2019,C,AAA
Dustin Ackley,Los Angeles Angels,2019,1B,AAA
Sherman Johnson,Los Angeles Angels,2019,2B,AAA
Jefry Marte,Los Angeles Angels,2019,3B,AAA
Dylan Baker,Los Angeles Dodgers,2019,RHP,AA
Logan Bawcom,Los Angeles Dodgers,2019,RHP,AAA
Daniel Corcino,Los Angeles Dodgers,2019,RHP,AAA
Justin De Fratus,Los Angeles Dodgers,2019,RHP,AAA
Emmanuel De Leon,Los Angeles Dodgers,2019,RHP,AAA
Zach McAllister,Los Angeles Dodgers,2019,RHP,AAA
Tyler Pill,Los Angeles Dodgers,2019,RHP,AAA
Brian Schlitter,Los Angeles Dodgers,2019,RHP,AAA
Kyle Lobstein,Los Angeles Dodgers,2019,LHP,AAA
Jason Richman,Los Angeles Dodgers,2019,LHP,AA
Cael Brockmeyer,Los Angeles Dodgers,2019,C,AA
Alex Burg,Los Angeles Dodgers,2019,C,AAA
Hamlet Marte,Los Angeles Dodgers,2019,C,Hi A
Angelo Mora,Los Angeles Dodgers,2019,2B,AAA
Donovan Solano,Los Angeles Dodgers,2019,2B,AAA
Wes Darvill,Los Angeles Dodgers,2019,3B,AA
Tyler Goeddel,Los Angeles Dodgers,2019,OF,AAA
Henry Ramos,Los Angeles Dodgers,2019,OF,AAA
Jacob Scavuzzo,Los Angeles Dodgers,2019,OF,AA
Travis Taijeron,Los Angeles Dodgers,2019,OF,AAA
Andy Beltre,Miami Marlins,2019,RHP,AA
Jorgan Cavanerio,Miami Marlins,2019,RHP,Hi A
Esmerling de la Rosa,Miami Marlins,2019,RHP,Hi A
Jumbo Diaz,Miami Marlins,2019,RHP,AAA
Ryan Newell,Miami Marlins,2019,RHP,AA
Gabe Castellanos,Miami Marlins,2019,LHP,AA
Miguel Del Pozo,Miami Marlins,2019,LHP,AA
Mike Kickham,Miami Marlins,2019,LHP,AAA
Chris O’Grady,Miami Marlins,2019,LHP,AAA
Austin Nola,Miami Marlins,2019,C,AAA
Tomas Telis,Miami Marlins,2019,C,AAA
Rodrigo Vigil,Miami Marlins,2019,C,AA
Jonathan Rodriguez,Miami Marlins,2019,1B,AAA
Christopher Bostick,Miami Marlins,2019,2B,AAA
Eric Campbell,Miami Marlins,2019,3B,AAA
Cristhian Adames,Miami Marlins,2019,SS,AAA
Cito Culver,Miami Marlins,2019,SS,AAA
Chris Diaz,Miami Marlins,2019,SS,AAA
Peter Mooney,Miami Marlins,2019,SS,AAA
Jeff Ames,Milwaukee Brewers,2019,RHP,AA
Michael Brady,Milwaukee Brewers,2019,RHP,AAA
Erik Davis,Milwaukee Brewers,2019,RHP,AAA
Victor Diaz,Milwaukee Brewers,2019,RHP,Hi A
Tim Dillard,Milwaukee Brewers,2019,RHP,AAA
Paolo Espino,Milwaukee Brewers,2019,RHP,AAA
Ariel Hernandez,Milwaukee Brewers,2019,RHP,AAA
Jake Thompson,Milwaukee Brewers,2019,RHP,AAA
Nick Ramirez,Milwaukee Brewers,2019,LHP,AAA
Jett Bandy,Milwaukee Brewers,2019,C,AAA
Christian Bethancourt,Milwaukee Brewers,2019,C,AAA
Tyler Heineman,Milwaukee Brewers,2019,C,AA
Dustin Houle,Milwaukee Brewers,2019,C,AAA
Emilio Bonifacio,Milwaukee Brewers,2019,2B,AAA
Darren Seferina,Milwaukee Brewers,2019,2B,Lo A
Andres Blanco,Milwaukee Brewers,2019,3B,AAA
Richie Shaffer,Milwaukee Brewers,2019,3B,AAA
Dylan Moore,Milwaukee Brewers,2019,SS,AAA
Gabriel Noriega,Milwaukee Brewers,2019,SS,AA
Shane Opitz,Milwaukee Brewers,2019,SS,AAA
Clint Coulter,Milwaukee Brewers,2019,OF,AAA
Rymer Liriano,Milwaukee Brewers,2019,OF,AAA
Luke Bard,Minnesota Twins,2019,RHP,AAA
D.J. Baxendale,Minnesota Twins,2019,RHP,AAA
Omar Bencomo,Minnesota Twins,2019,RHP,AAA
Felix Jorge,Minnesota Twins,2019,RHP,AA
Casey Crosby,Minnesota Twins,2019,LHP,AA
Dietrich Enns,Minnesota Twins,2019,LHP,AAA
Jordan Pacheco,Minnesota Twins,2019,1B,AAA
Andy Wilkins,Minnesota Twins,2019,1B,AA
Leonardo Reginatto,Minnesota Twins,2019,SS,AAA
Edgar Corcino,Minnesota Twins,2019,OF,AAA
Jeremy Hazelbaker,Minnesota Twins,2019,OF,AAA
Jamie Callahan,New York Mets,2019,RHP,AAA
Nabil Crismatt,New York Mets,2019,RHP,AA
Nicolas Debora,New York Mets,2019,RHP,Lo A
Zac Grotz,New York Mets,2019,RHP,Lo A
Cody Martin,New York Mets,2019,RHP,AAA
Logan Taylor,New York Mets,2019,RHP,AAA
Buddy Baumann,New York Mets,2019,LHP,AAA
Matt Gage,New York Mets,2019,LHP,AAA
Matt Purke,New York Mets,2019,LHP,AAA
Jeff Glenn,New York Mets,2019,C,AAA
Joey Terdoslavich,New York Mets,2019,1B,AA
Christian Colon,New York Mets,2019,2B,AAA
Levi Michael,New York Mets,2019,2B,AA
Kevin Taylor,New York Mets,2019,2B,AA
Cody Asche,New York Mets,2019,OF,AAA
Wuilmer Becerra,New York Mets,2019,OF,Hi A
Zach Borenstein,New York Mets,2019,OF,AAA
Ezequiel Carrera,New York Mets,2019,OF,AAA
John Mora,New York Mets,2019,OF,AA
Jhoan Urena,New York Mets,2019,OF,AA
Havid Burgos,New York Yankees,2019,LHP,R
Chaz Hebert,New York Yankees,2019,LHP,AA
Wilkin Castillo,New York Yankees,2019,C,AAA
Chace Numata,New York Yankees,2019,C,Hi A
Jorge Saez,New York Yankees,2019,C,AA
Daniel Barrios,New York Yankees,2019,2B,Hi A
Bruce Caldwell,New York Yankees,2019,2B,AAA
Victor Rey,New York Yankees,2019,3B,SS
Rey Navarro,New York Yankees,2019,SS,AAA
Josh Lucas,Oakland Athletics,2019,RHP,AAA
Carlos Ramirez,Oakland Athletics,2019,RHP,AAA
Ivan Andueza,Oakland Athletics,2019,LHP,Lo A
Jeremy Bleich,Oakland Athletics,2019,LHP,AAA
Eric Jokisch,Oakland Athletics,2019,LHP,AAA
Jarret Martin,Oakland Athletics,2019,LHP,AA
Santiago Chavez,Oakland Athletics,2019,C,Hi A
Bruce Maxwell,Oakland Athletics,2019,C,AAA
Beau Taylor,Oakland Athletics,2019,C,AAA
Sandber Pimentel,Oakland Athletics,2019,1B,Hi A
Viosergy Rosa,Oakland Athletics,2019,1B,Hi A
Steve Lombardozzi,Oakland Athletics,2019,2B,AAA
Melvin Mercedes,Oakland Athletics,2019,3B,AAA
B.J. Boyd,Oakland Athletics,2019,OF,AAA
Anthony Garcia,Oakland Athletics,2019,OF,AAA
Boog Powell,Oakland Athletics,2019,OF,AAA
Brett Vertigan,Oakland Athletics,2019,OF,AA
Harold Arauz,Philadelphia Phillies,2019,RHP,AA
Pedro Beato,Philadelphia Phillies,2019,RHP,AAA
Ranfi Casimiro,Philadelphia Phillies,2019,RHP,AAA
Mario Sanchez,Philadelphia Phillies,2019,RHP,AA
Alberto Tirado,Philadelphia Phillies,2019,RHP,Hi A
Gabriel Lino,Philadelphia Phillies,2019,C,Hi A
Kevin Martir,Philadelphia Phillies,2019,C,Lo A
Matt McBride,Philadelphia Phillies,2019,C,AAA
Logan Moore,Philadelphia Phillies,2019,C,AAA
Nick Rickles,Philadelphia Phillies,2019,C,AAA
Zach Green,Philadelphia Phillies,2019,1B,AAA
Dean Anna,Philadelphia Phillies,2019,2B,AAA
Ryan Goins,Philadelphia Phillies,2019,2B,AAA
Heiker Meneses,Philadelphia Phillies,2019,2B,AA
Jesmuel Valentin,Philadelphia Phillies,2019,2B,AAA
Will Middlebrooks,Philadelphia Phillies,2019,3B,Hi A
Collin Cowgill,Philadelphia Phillies,2019,OF,AAA
Danny Ortiz,Philadelphia Phillies,2019,OF,AAA
Jiandido Tromp,Philadelphia Phillies,2019,OF,AA
Damien Magnifico,Pittsburgh Pirates,2019,RHP,AAA
Bo Schultz,Pittsburgh Pirates,2019,RHP,AAA
Jin-De Jhang,Pittsburgh Pirates,2019,C,AA
Jackson Williams,Pittsburgh Pirates,2019,C,AAA
Wyatt Mathisen,Pittsburgh Pirates,2019,3B,AAA
Eric Wood,Pittsburgh Pirates,2019,3B,AAA
Daniel Nava,Pittsburgh Pirates,2019,OF,AAA
Edward Mujica,St. Louis Cardinals,2019,RHP,AAA
Elniery Garcia,St. Louis Cardinals,2019,LHP,AA
Tommy Layne,St. Louis Cardinals,2019,LHP,AAA
Steven Baron,St. Louis Cardinals,2019,C,AAA
Francisco Pena,St. Louis Cardinals,2019,C,AAA
Alex Mejia,St. Louis Cardinals,2019,SS,AAA
Wilfredo Tovar,St. Louis Cardinals,2019,SS,AAA
Victor Roache,St. Louis Cardinals,2019,OF,AA
Jonathan Aro,San Diego Padres,2019,RHP,AAA
Erik Johnson,San Diego Padres,2019,RHP,AAA
Seth Simmons,San Diego Padres,2019,RHP,AAA
Elias Torres,San Diego Padres,2019,RHP,SS
Brett Nicholas,San Diego Padres,2019,C,AAA
River Stevens,San Diego Padres,2019,2B,AA
Diego Goris,San Diego Padres,2019,3B,AAA
Dusty Coleman,San Diego Padres,2019,SS,AAA
Forrestt Allday,San Diego Padres,2019,OF,AAA
Allen Craig,San Diego Padres,2019,OF,AAA
Shane Peterson,San Diego Padres,2019,OF,AAA
Roberto Gomez,San Francisco Giants,2019,RHP,AAA
Joan Gregorio,San Francisco Giants,2019,RHP,AAA
Taylor Hill,San Francisco Giants,2019,RHP,AAA
Pierce Johnson,San Francisco Giants,2019,RHP,AAA
Jose Valdez,San Francisco Giants,2019,RHP,AAA
Daniel Camarena,San Francisco Giants,2019,LHP,AAA
Carlos Diaz,San Francisco Giants,2019,LHP,AA
Manny Parra,San Francisco Giants,2019,LHP,AAA
Jeff Arnold,San Francisco Giants,2019,C,AA
Myles Schroder,San Francisco Giants,2019,C,AAA
Ali Castillo,San Francisco Giants,2019,2B,AA
Miguel Gomez,San Francisco Giants,2019,2B,AAA
John Polonius,San Francisco Giants,2019,2B,AAA
Kelby Tomlinson,San Francisco Giants,2019,2B,AAA
Orlando Calixte,San Francisco Giants,2019,SS,AAA
Peter Bourjos,San Francisco Giants,2019,OF,AAA
Caleb Gindl,San Francisco Giants,2019,OF,AA
Matt Lipka,San Francisco Giants,2019,OF,AA
Eury Perez,San Francisco Giants,2019,OF,AAA
Cesar Puello,San Francisco Giants,2019,OF,AAA
Luigi Rodriguez,San Francisco Giants,2019,OF,AA
Jheyson Caraballo,Seattle Mariners,2019,RHP,R
Jordan Desguin,Seattle Mariners,2019,RHP,Hi A
Bryan Evans,Seattle Mariners,2019,RHP,AAA
Trevor Frank,Seattle Mariners,2019,RHP,AA
Ashton Goudeau,Seattle Mariners,2019,RHP,AA
Tyler Higgins,Seattle Mariners,2019,RHP,AAA
Hisashi Iwakuma,Seattle Mariners,2019,RHP,AAA
Johendi Jiminian,Seattle Mariners,2019,RHP,AA
Jeffeson Medina,Seattle Mariners,2019,RHP,Hi A
Williams Perez,Seattle Mariners,2019,RHP,AA
David Rollins,Seattle Mariners,2019,LHP,AAA
Marc Rzepczynski,Seattle Mariners,2019,LHP,AAA
Daniel Schlereth,Seattle Mariners,2019,LHP,AAA
Alexander Capriata,Seattle Mariners,2019,C,AAA
Cameron Rupp,Seattle Mariners,2019,C,AAA
Ryan Scott,Seattle Mariners,2019,C,AA
Danny Muno,Seattle Mariners,2019,2B,AAA
Seth Mejias-Brean,Seattle Mariners,2019,3B,AAA
Yonathan Mendoza,Seattle Mariners,2019,SS,AA
Beau Amaral,Seattle Mariners,2019,OF,AA
Andrew Aplin,Seattle Mariners,2019,OF,AAA
Cameron Perkins,Seattle Mariners,2019,OF,AAA
Dario Pizzano,Seattle Mariners,2019,OF,AA
Ruben Alaniz,Tampa Bay Rays,2019,RHP,AAA
Mike Broadway,Tampa Bay Rays,2019,RHP,AA
Zach Lee,Tampa Bay Rays,2019,RHP,AAA
J.D. Martin,Tampa Bay Rays,2019,RHP,AA
Willy Ortiz,Tampa Bay Rays,2019,RHP,Hi A
Forrest Snow,Tampa Bay Rays,2019,RHP,AAA
Jordan Harrison,Tampa Bay Rays,2019,LHP,AAA
Vidal Nuno,Tampa Bay Rays,2019,LHP,AAA
Roberto Pena,Tampa Bay Rays,2019,C,AAA
Micah Johnson,Tampa Bay Rays,2019,2B,AAA
Jason Coats,Tampa Bay Rays,2019,OF,AAA
Rob Refsnyder,Tampa Bay Rays,2019,OF,AAA
R.J. Alvarez,Texas Rangers,2019,RHP,AAA
Austin Bibens-Dirkx,Texas Rangers,2019,RHP,AAA
Clayton Blackburn,Texas Rangers,2019,RHP,AAA
Royce Bolinger,Texas Rangers,2019,RHP,Hi A
Chi Chi Gonzalez,Texas Rangers,2019,RHP,AAA
Deolis Guerra,Texas Rangers,2019,RHP,AAA
Chris Jensen,Texas Rangers,2019,RHP,AAA
Pedro Payano,Texas Rangers,2019,RHP,AA
Tayler Scott,Texas Rangers,2019,RHP,AAA
Chris Tillman,Texas Rangers,2019,RHP,AAA
Justin Topa,Texas Rangers,2019,RHP,Hi A
Tyler Wagner,Texas Rangers,2019,RHP,AAA
Walker Weickel,Texas Rangers,2019,RHP,AA
Collin Wiles,Texas Rangers,2019,RHP,AA
David Hurlbut,Texas Rangers,2019,LHP,AAA
James Jones,Texas Rangers,2019,LHP,AAA
Brandon Mann,Texas Rangers,2019,LHP,AAA
Ryne Slack,Texas Rangers,2019,LHP,AA
Carlos Garay,Texas Rangers,2019,C,AA
Chuck Moorman,Texas Rangers,2019,C,AA
Carlos Perez,Texas Rangers,2019,C,AAA
Tony Sanchez,Texas Rangers,2019,C,AAA
Nick Noonan,Texas Rangers,2019,SS,AAA
Cliff Pennington,Texas Rangers,2019,SS,AAA
Preston Beck,Texas Rangers,2019,OF,AA
Jose Gonzalez,Texas Rangers,2019,OF,AA
Destin Hood,Texas Rangers,2019,OF,AA
