internal_id,player_name,first_name_lower,last_name_lower,team,fa_class,position,normed_position,minor_league_level
1726,Emilio Guerrero,emilio,guerrero,TOR,2019-01-01,RHP,pitcher,Hi A
5072,Taylor Guerrieri,taylor,guerrieri,TOR,2019-01-01,RHP,pitcher,AAA
2333,Jake Petricka,jake,petricka,TOR,2019-01-01,RHP,pitcher,AAA
4044,Murphy Smith,murphy,smith,TOR,2019-01-01,RHP,pitcher,AAA
5635,Zach Stewart,zach,stewart,TOR,2019-01-01,RHP,pitcher,AAA
1175,Craig Breslow,craig,breslow,TOR,2019-01-01,LHP,pitcher,AAA
327,Angel Perdomo,angel,perdomo,TOR,2019-01-01,LHP,pitcher,Hi A
3798,Matt Tracy,matt,tracy,TOR,2019-01-01,LHP,pitcher,AAA
4286,Pat Cantwell,pat,cantwell,TOR,2019-01-01,C,batter,AA
4909,Sergio Leon,sergio,leon,TOR,2019-01-01,C,batter,DSL
2985,Jose Mayorga,jose,mayorga,TOR,2019-01-01,C,batter,AAA
165,Alex Monsalve,alex,monsalve,TOR,2019-01-01,C,batter,AA
613,Brayan Rodriguez,brayan,rodriguez,TOR,2019-01-01,C,batter,Hi A
254,Andres Sotillo,andres,sotillo,TOR,2019-01-01,C,batter,Lo A
3131,Juan Kelly,juan,kelly,TOR,2019-01-01,1B,batter,AA
2800,Jon Berti,jon,berti,TOR,2019-01-01,2B,batter,AAA
5140,Tim Lopes,tim,lopes,TOR,2019-01-01,2B,batter,AAA
2450,Jason Leblebijian,jason,leblebijian,TOR,2019-01-01,3B,batter,AAA
364,Anthony Rodriguez,anthony,rodriguez,TOR,2019-01-01,3B,batter,Lo A
2194,Ivan Castillo,ivan,castillo,TOR,2019-01-01,SS,batter,Hi A
4349,Pedro Ventura,pedro,ventura,TOR,2019-01-01,SS,batter,DSL
2910,Jose Abel Hernandez,jose,abel hernandez,TOR,2019-01-01,OF,batter,AA
1649,Eduard Pinto,eduard,pinto,TOR,2019-01-01,OF,batter,AA
2087,Harold Ramirez,harold,ramirez,TOR,2019-01-01,OF,batter,AA
555,Brady Dragmire,brady,dragmire,WSN,2019-01-01,RHP,pitcher,AAA
1368,David Goforth,david,goforth,WSN,2019-01-01,RHP,pitcher,AAA
2409,Jaron Long,jaron,long,WSN,2019-01-01,RHP,pitcher,AA
4645,Roman Mendez,roman,mendez,WSN,2019-01-01,RHP,pitcher,AA
1040,Christopher Smith,christopher,smith,WSN,2019-01-01,RHP,pitcher,AAA
4377,Phillips Valdez,phillips,valdez,WSN,2019-01-01,RHP,pitcher,AAA
894,Cesar Vargas,cesar,vargas,WSN,2019-01-01,RHP,pitcher,AA
3469,Logan Darnell,logan,darnell,WSN,2019-01-01,LHP,pitcher,AA
724,Bryan Harper,bryan,harper,WSN,2019-01-01,LHP,pitcher,AA
5269,Tuffy Gosewisch,tuffy,gosewisch,WSN,2019-01-01,C,batter,AAA
2324,Jake Lowery,jake,lowery,WSN,2019-01-01,C,batter,AA
63,Adderling Ruiz,adderling,ruiz,WSN,2019-01-01,C,batter,Hi A
4114,Nick Basto,nick,basto,WSN,2019-01-01,1B,batter,Hi A
2173,Irving Falu,irving,falu,WSN,2019-01-01,2B,batter,AAA
3327,Khayyan Norfork,khayyan,norfork,WSN,2019-01-01,2B,batter,AA
972,Chris Dominguez,chris,dominguez,WSN,2019-01-01,3B,batter,AAA
1234,Dan Gamache,dan,gamache,WSN,2019-01-01,3B,batter,AA
4252,Osvaldo Abreu,osvaldo,abreu,WSN,2019-01-01,SS,batter,AA
2455,Jason Martinson,jason,martinson,WSN,2019-01-01,SS,batter,AAA
5600,Zach Collier,zach,collier,WSN,2019-01-01,OF,batter,AA
2152,Hunter Jones,hunter,jones,WSN,2019-01-01,OF,batter,AA
4204,OF Adam Brett Walker,of,adam brett walker,WSN,2019-01-01,OF,batter,AA
551,Bradin Hagens,bradin,hagens,ARI,2020-01-01,RHP,pitcher,AAA
3744,Matt Koch,matt,koch,ARI,2020-01-01,RHP,pitcher,AAA
3883,Michael Kohn,michael,kohn,ARI,2020-01-01,RHP,pitcher,AAA
2698,Joe Krehbiel,joe,krehbiel,ARI,2020-01-01,RHP,pitcher,AAA
4804,Sam Lewis,sam,lewis,ARI,2020-01-01,RHP,pitcher,AA
4547,Ricky Nolasco,ricky,nolasco,ARI,2020-01-01,RHP,pitcher,AAA
547,Braden Shipley,braden,shipley,ARI,2020-01-01,RHP,pitcher,AAA
472,Ben Taylor,ben,taylor,ARI,2020-01-01,RHP,pitcher,AAA
3494,Lucas Luetge,lucas,luetge,ARI,2020-01-01,LHP,pitcher,AAA
4590,Robby Scott,robby,scott,ARI,2020-01-01,LHP,pitcher,AAA
3007,Jose Queliz,jose,queliz,ARI,2020-01-01,C,batter,AAA
116,Alberto Rosario,alberto,rosario,ARI,2020-01-01,C,batter,AAA
1081,Cody Decker,cody,decker,ARI,2020-01-01,1B,batter,AAA
797,Carlos Asuaje,carlos,asuaje,ARI,2020-01-01,2B,batter,AAA
3070,Josh Prince,josh,prince,ARI,2020-01-01,2B,batter,AAA
3694,Marty Herum,marty,herum,ARI,2020-01-01,3B,batter,AAA
2514,Jeffrey Baez,jeffrey,baez,ARI,2020-01-01,OF,batter,AA
1826,Evan Marzilli,evan,marzilli,ARI,2020-01-01,OF,batter,AA
5222,Travis Snider,travis,snider,ARI,2020-01-01,OF,batter,AAA
3792,Matt Szczur,matt,szczur,ARI,2020-01-01,OF,batter,AAA
2386,Jamie Westbrook,jamie,westbrook,ARI,2020-01-01,OF,batter,AAA
2819,Jonathan Aro,jonathan,aro,ATL,2020-01-01,RHP,pitcher,AA
1055,Claudio Custodio,claudio,custodio,ATL,2020-01-01,RHP,pitcher,AA
4408,Rafael De Paula,rafael,de paula,ATL,2020-01-01,RHP,pitcher,AAA
2441,Jason Hursh,jason,hursh,ATL,2020-01-01,RHP,pitcher,AA
3583,Lukas Young,lukas,young,ATL,2020-01-01,RHP,pitcher,HiA
2865,Jordan Harrison,jordan,harrison,ATL,2020-01-01,LHP,pitcher,AA
777,Caleb Thielbar,caleb,thielbar,ATL,2020-01-01,LHP,pitcher,AAA
301,Andy Wilkins,andy,wilkins,ATL,2020-01-01,1B,batter,HiA
1310,Danny Lockhart,danny,lockhart,ATL,2020-01-01,3B,batter,AA
244,Andres Blanco,andres,blanco,ATL,2020-01-01,SS,batter,AAA
4334,Pedro Florimon,pedro,florimon,ATL,2020-01-01,SS,batter,AAA
3546,Luis Marte,luis,marte,ATL,2020-01-01,SS,batter,AAA
3411,Lane Adams,lane,adams,ATL,2020-01-01,OF,batter,AA
4475,Ray-Patrick Didder,ray-patrick,didder,ATL,2020-01-01,OF,batter,AAA
1137,Connor Lien,connor,lien,ATL,2020-01-01,OF,batter,AA
4325,Pedro Araujo,pedro,araujo,BAL,2020-01-01,RHP,pitcher,AA
4726,Ryan Eades,ryan,eades,BAL,2020-01-01,RHP,pitcher,AAA
5071,Taylor Grover,taylor,grover,BAL,2020-01-01,RHP,pitcher,AA
3329,Kieran Lovegrove,kieran,lovegrove,BAL,2020-01-01,RHP,pitcher,HiA
3640,Marcos Molina,marcos,molina,BAL,2020-01-01,RHP,pitcher,AA
5064,Tayler Scott,tayler,scott,BAL,2020-01-01,RHP,pitcher,AAA
2668,Jimmy Yacabonis,jimmy,yacabonis,BAL,2020-01-01,RHP,pitcher,AAA
1955,Gabriel Ynoa,gabriel,ynoa,BAL,2020-01-01,RHP,pitcher,AAA
3527,Luis Gonzalez,luis,gonzalez,BAL,2020-01-01,LHP,pitcher,AA
838,Carlos Perez,carlos,perez,BAL,2020-01-01,C,batter,AA
960,Chris Bostick,chris,bostick,BAL,2020-01-01,2B,batter,AAA
229,Anderson Feliz,anderson,feliz,BAL,2020-01-01,SS,batter,AA
4896,Sean Miller,sean,miller,BAL,2020-01-01,SS,batter,HiA
2241,Jack Reinheimer,jack,reinheimer,BAL,2020-01-01,SS,batter,AAA
1741,Engelb Vielma,engelb,vielma,BAL,2020-01-01,SS,batter,AAA
5640,Zach Vincej,zach,vincej,BAL,2020-01-01,SS,batter,AAA
65,Ademar Rifaela,ademar,rifaela,BAL,2020-01-01,OF,batter,AAA
376,Anyelo Gomez,anyelo,gomez,BOS,2020-01-01,RHP,pitcher,AA
1266,Daniel Gonzalez,daniel,gonzalez,BOS,2020-01-01,RHP,pitcher,HiA
4615,Robinson Leyer,robinson,leyer,BOS,2020-01-01,RHP,pitcher,AA
2533,Jenrry Mejia,jenrry,mejia,BOS,2020-01-01,RHP,pitcher,AAA
5629,Zach Putnam,zach,putnam,BOS,2020-01-01,RHP,pitcher,AAA
5088,Teddy Stankiewicz,teddy,stankiewicz,BOS,2020-01-01,RHP,pitcher,AAA
2887,Jordan Weems,jordan,weems,BOS,2020-01-01,RHP,pitcher,AA
1420,Dedgar Jimenez,dedgar,jimenez,BOS,2020-01-01,LHP,pitcher,AA
3105,Juan Centeno,juan,centeno,BOS,2020-01-01,C,batter,AAA
2337,Jake Romanski,jake,romanski,BOS,2020-01-01,C,batter,AAA
5190,Tony Renda,tony,renda,BOS,2020-01-01,2B,batter,AAA
1075,Cody Asche,cody,asche,BOS,2020-01-01,3B,batter,AA
5357,Victor Acosta,victor,acosta,BOS,2020-01-01,SS,batter,HiA
1424,Deiner Lopez,deiner,lopez,BOS,2020-01-01,SS,batter,AAA
2181,Isaias Lucena,isaias,lucena,BOS,2020-01-01,SS,batter,AA
5250,Trey Ball,trey,ball,BOS,2020-01-01,OF,batter,LoA
735,Bryce Brentz,bryce,brentz,BOS,2020-01-01,OF,batter,AAA
2730,Joey Curletta,joey,curletta,BOS,2020-01-01,OF,batter,AA
3039,Joseph Monge,joseph,monge,BOS,2020-01-01,OF,batter,HiA
5240,Trevor Clifton,trevor,clifton,CHC,2020-01-01,RHP,pitcher,AAA
1749,Enrique de los Rios,enrique,de los rios,CHC,2020-01-01,RHP,pitcher,HiA
954,Chih-Wei Hu,chih-wei,hu,CHC,2020-01-01,RHP,pitcher,AA
1782,Erick Leal,erick,leal,CHC,2020-01-01,RHP,pitcher,AA
223,Allen Webster,allen,webster,CHC,2020-01-01,RHP,pitcher,AAA
179,Alex Wilson,alex,wilson,CHC,2020-01-01,RHP,pitcher,AAA
3630,Manuel Rondon,manuel,rondon,CHC,2020-01-01,LHP,pitcher,AA
5066,Taylor Davis,taylor,davis,CHC,2020-01-01,C,batter,AAA
5446,Will Remillard,will,remillard,CHC,2020-01-01,C,batter,AA
5527,Yasiel Balaguert,yasiel,balaguert,CHC,2020-01-01,1B,batter,AA
4373,Phillip Evans,phillip,evans,CHC,2020-01-01,2B,batter,AAA
2013,Gioskar Amaya,gioskar,amaya,CHC,2020-01-01,3B,batter,AA
1500,Dixon Machado,dixon,machado,CHC,2020-01-01,SS,batter,AAA
2793,Johnny Field,johnny,field,CHC,2020-01-01,OF,batter,AAA
998,Chris Pieters,chris,pieters,CHC,2020-01-01,OF,batter,AA
3816,Mauricio Cabrera,mauricio,cabrera,CHW,2020-01-01,RHP,pitcher,AA
3548,Luis Martinez,luis,martinez,CHW,2020-01-01,RHP,pitcher,AA
3213,Justin O’Conner,justin,o’conner,CHW,2020-01-01,RHP,pitcher,LoA
1517,Donn Roach,donn,roach,CHW,2020-01-01,RHP,pitcher,AAA
3292,Kevin Escorcia,kevin,escorcia,CHW,2020-01-01,LHP,pitcher,HiA
3211,Justin Nicolino,justin,nicolino,CHW,2020-01-01,LHP,pitcher,AAA
1125,Colton Turner,colton,turner,CHW,2020-01-01,LHP,pitcher,AAA
5342,Tyler Watson,tyler,watson,CHW,2020-01-01,LHP,pitcher,LoA
201,Alfredo Gonzalez,alfredo,gonzalez,CHW,2020-01-01,C,batter,AA
3814,Matthew Mercedes,matthew,mercedes,CHW,2020-01-01,1B,batter,DSL
1996,Gerson Montilla,gerson,montilla,CHW,2020-01-01,2B,batter,AAA
5259,Trey Michalczewski,trey,michalczewski,CHW,2020-01-01,3B,batter,AAA
4450,Ramon Torres,ramon,torres,CHW,2020-01-01,SS,batter,AAA
3577,Luis Valenzuela,luis,valenzuela,CHW,2020-01-01,SS,batter,AA
4715,Ryan Cordell,ryan,cordell,CHW,2020-01-01,OF,batter,AAA
582,Brandon Guyer,brandon,guyer,CHW,2020-01-01,OF,batter,AAA
2911,Jose Adames,jose,adames,CIN,2020-01-01,RHP,pitcher,AA
5413,Wendolyn Bautista,wendolyn,bautista,CIN,2020-01-01,RHP,pitcher,AAA
2855,Jonathon Crawford,jonathon,crawford,CIN,2020-01-01,RHP,pitcher,HiA
3193,Justin Grimm,justin,grimm,CIN,2020-01-01,RHP,pitcher,AAA
2755,Johendi Jiminian,johendi,jiminian,CIN,2020-01-01,RHP,pitcher,AA
535,Brad Markey,brad,markey,CIN,2020-01-01,RHP,pitcher,AA
3283,Keury Mella,keury,mella,CIN,2020-01-01,RHP,pitcher,AAA
2809,Jon Moscot,jon,moscot,CIN,2020-01-01,RHP,pitcher,AA
167,Alex Powers,alex,powers,CIN,2020-01-01,RHP,pitcher,AAA
1051,Clate Schmidt,clate,schmidt,CIN,2020-01-01,RHP,pitcher,LoA
2247,Jackson Stephens,jackson,stephens,CIN,2020-01-01,RHP,pitcher,AAA
1170,Cory Thompson,cory,thompson,CIN,2020-01-01,RHP,pitcher,AAA
4469,Raul Wallace,raul,wallace,CIN,2020-01-01,RHP,pitcher,R
5273,Ty Boyles,ty,boyles,CIN,2020-01-01,LHP,pitcher,AAA
127,Alec Byrd,alec,byrd,CIN,2020-01-01,LHP,pitcher,R
5123,Tim Collins,tim,collins,CIN,2020-01-01,LHP,pitcher,AAA
3132,Juan Martinez,juan,martinez,CIN,2020-01-01,LHP,pitcher,AA
1772,Eric Stout,eric,stout,CIN,2020-01-01,LHP,pitcher,AAA
4119,Nick Ciuffo,nick,ciuffo,CIN,2020-01-01,C,batter,AAA
4265,Pabel Manzanero,pabel,manzanero,CIN,2020-01-01,C,batter,HiA
912,Chadwick Tromp,chadwick,tromp,CIN,2020-01-01,C,batter,AAA
5049,Stuart Turner,stuart,turner,CIN,2020-01-01,C,batter,AAA
4818,Samir Duenez,samir,duenez,CIN,2020-01-01,1B,batter,AA
1023,Christian Colon,christian,colon,CIN,2020-01-01,2B,batter,AAA
733,Bryant Flete,bryant,flete,CIN,2020-01-01,2B,batter,HiA
4020,Mitch Nay,mitch,nay,CIN,2020-01-01,3B,batter,AAA
779,Calten Daal,calten,daal,CIN,2020-01-01,SS,batter,AA
3528,Luis Gonzalez,luis,gonzalez,CIN,2020-01-01,SS,batter,AAA
5564,Yonathan Mendoza,yonathan,mendoza,CIN,2020-01-01,SS,batter,AA
4148,Nick Longhi,nick,longhi,CIN,2020-01-01,OF,batter,AAA
3894,Michael O’Neill,michael,o’neill,CIN,2020-01-01,OF,batter,AA
3507,Luis Araujo,luis,araujo,CLE,2020-01-01,RHP,pitcher,LoA
4939,Shao-Ching Chiang,shao-ching,chiang,CLE,2020-01-01,RHP,pitcher,AAA
2803,Jon Edwards,jon,edwards,CLE,2020-01-01,RHP,pitcher,AAA
2332,Jake Paulson,jake,paulson,CLE,2020-01-01,RHP,pitcher,AA
3896,Michael Peoples,michael,peoples,CLE,2020-01-01,RHP,pitcher,AAA
3787,Matt Solter,matt,solter,CLE,2020-01-01,RHP,pitcher,HiA
4023,Mitch Talbot,mitch,talbot,CLE,2020-01-01,RHP,pitcher,AAA
5522,Yapson Gomez,yapson,gomez,CLE,2020-01-01,LHP,pitcher,HiA
2099,Hector Hernandez,hector,hernandez,CLE,2020-01-01,LHP,pitcher,AA
4570,Rob Kaminsky,rob,kaminsky,CLE,2020-01-01,LHP,pitcher,AAA
3153,Juan de la Cruz,juan,de la cruz,CLE,2020-01-01,C,batter,AA
4742,Ryan Lavarnway,ryan,lavarnway,CLE,2020-01-01,C,batter,AAA
4974,Sicnarf Loopstok,sicnarf,loopstok,CLE,2020-01-01,C,batter,AA
4619,Robinson Ramos,robinson,ramos,CLE,2020-01-01,C,batter,DSL
4096,Nellie Rodriguez,nellie,rodriguez,CLE,2020-01-01,1B,batter,AA
3824,Max Moroff,max,moroff,CLE,2020-01-01,2B,batter,AAA
4233,Ordomar Valdez,ordomar,valdez,CLE,2020-01-01,2B,batter,SS
2909,Jorma Rodriguez,jorma,rodriguez,CLE,2020-01-01,SS,batter,AA
54,Adam Rosales,adam,rosales,CLE,2020-01-01,SS,batter,AAA
1770,Eric Stamets,eric,stamets,CLE,2020-01-01,SS,batter,AAA
2885,Jordan Smith,jordan,smith,CLE,2020-01-01,OF,batter,HiA
4476,Rayan Gonzalez,rayan,gonzalez,COL,2020-01-01,RHP,pitcher,AA
4866,Scott Griggs,scott,griggs,COL,2020-01-01,RHP,pitcher,AA
185,Alexander Guillen,alexander,guillen,COL,2020-01-01,RHP,pitcher,AA
4789,Salvador Justo,salvador,justo,COL,2020-01-01,RHP,pitcher,HiA
3770,Matt Pierpont,matt,pierpont,COL,2020-01-01,RHP,pitcher,AAA
4288,Pat Dean,pat,dean,COL,2020-01-01,LHP,pitcher,AAA
4011,Mitch Horacek,mitch,horacek,COL,2020-01-01,LHP,pitcher,AA
4101,Nelson Molina,nelson,molina,COL,2020-01-01,3B,batter,AAA
3521,Luis Castro,luis,castro,COL,2020-01-01,SS,batter,HiA
4363,Peter Mooney,peter,mooney,COL,2020-01-01,SS,batter,AAA
1708,Elliot Soto,elliot,soto,COL,2020-01-01,SS,batter,AAA
4191,Noel Cuevas,noel,cuevas,COL,2020-01-01,OF,batter,AAA
5112,Tim Adleman,tim,adleman,DET,2020-01-01,RHP,pitcher,AAA
1859,Fernando Calderon,fernando,calderon,DET,2020-01-01,RHP,pitcher,DSL
1656,Eduardo Jimenez,eduardo,jimenez,DET,2020-01-01,RHP,pitcher,AAA
5368,Victor Medina,victor,medina,DET,2020-01-01,RHP,pitcher,DSL
1863,Fernando Perez,fernando,perez,DET,2020-01-01,RHP,pitcher,AA
5592,Zac Reininger,zac,reininger,DET,2020-01-01,RHP,pitcher,AAA
2343,Jake Thompson,jake,thompson,DET,2020-01-01,RHP,pitcher,AAA
3808,Matt Wotherspoon,matt,wotherspoon,DET,2020-01-01,RHP,pitcher,AAA
3452,Liarvis Breto,liarvis,breto,DET,2020-01-01,LHP,pitcher,HiA
1530,Doug Domnarski,doug,domnarski,DET,2020-01-01,LHP,pitcher,SS
2953,Jose Fernandez,jose,fernandez,DET,2020-01-01,LHP,pitcher,AA
106,Albert Valdez,albert,valdez,DET,2020-01-01,LHP,pitcher,DSL
3232,Kade Scivicque,kade,scivicque,DET,2020-01-01,C,batter,AA
3336,Kody Eaves,kody,eaves,DET,2020-01-01,2B,batter,AA
4354,Pete Kozma,pete,kozma,DET,2020-01-01,SS,batter,AAA
4001,Mikie Mahtook,mikie,mahtook,DET,2020-01-01,OF,batter,AAA
1590,Dustin Peterson,dustin,peterson,DET,2020-01-01,OF,batter,AAA
1750,Erasmo Pinales,erasmo,pinales,HOU,2020-01-01,RHP,pitcher,AA
2023,Granden Goetzman,granden,goetzman,HOU,2020-01-01,OF,batter,AA
5482,Winston Abreu,winston,abreu,KCR,2020-01-01,RHP,pitcher,AAA
715,Bryan Brickhouse,bryan,brickhouse,KCR,2020-01-01,RHP,pitcher,AAA
271,Andrew Ferguson,andrew,ferguson,KCR,2020-01-01,RHP,pitcher,AA
3531,Luis Hernandez,luis,hernandez,KCR,2020-01-01,RHP,pitcher,AAA
4143,Nick Howard,nick,howard,KCR,2020-01-01,RHP,pitcher,AAA
5619,Zach Lovvorn,zach,lovvorn,KCR,2020-01-01,RHP,pitcher,AA
249,Andres Machado,andres,machado,KCR,2020-01-01,RHP,pitcher,AAA
2826,Jonathan Dziedzic,jonathan,dziedzic,KCR,2020-01-01,LHP,pitcher,AAA
2587,Jesus Atencio,jesus,atencio,KCR,2020-01-01,C,batter,R
218,Allan de San Miguel,allan,de san miguel,KCR,2020-01-01,C,batter,HiA
5506,Xavier Fernandez,xavier,fernandez,KCR,2020-01-01,C,batter,AAA
49,Adam Moore,adam,moore,KCR,2020-01-01,C,batter,AAA
280,Andrew Susac,andrew,susac,KCR,2020-01-01,C,batter,AAA
2863,Jordan George,jordan,george,KCR,2020-01-01,1B,batter,AA
5068,Taylor Featherston,taylor,featherston,KCR,2020-01-01,2B,batter,AAA
318,Angel Franco,angel,franco,KCR,2020-01-01,2B,batter,AA
2489,Jecksson Flores,jecksson,flores,KCR,2020-01-01,3B,batter,AAA
1779,Erich Weiss,erich,weiss,KCR,2020-01-01,3B,batter,AAA
936,Chase d’Arnaud,chase,d’arnaud,KCR,2020-01-01,SS,batter,AAA
1695,Elier Hernandez,elier,hernandez,KCR,2020-01-01,OF,batter,AAA
3917,Miguel Almonte,miguel,almonte,LAA,2020-01-01,RHP,pitcher,AAA
1335,Dario Beltre,dario,beltre,LAA,2020-01-01,RHP,pitcher,AA
4275,Parker Bridwell,parker,bridwell,LAA,2020-01-01,RHP,pitcher,AAA
2589,Jesus Castillo,jesus,castillo,LAA,2020-01-01,RHP,pitcher,AA
1653,Eduardo Del Rosario,eduardo,del rosario,LAA,2020-01-01,RHP,pitcher,LoA
1544,Drew Hutchison,drew,hutchison,LAA,2020-01-01,RHP,pitcher,AAA
3905,Michael Santos,michael,santos,LAA,2020-01-01,RHP,pitcher,AA
1918,Franklin Navarro,franklin,navarro,LAA,2020-01-01,C,batter,R
4612,Roberto Pena,roberto,pena,LAA,2020-01-01,C,batter,AAA
3665,Mario Sanjur,mario,sanjur,LAA,2020-01-01,C,batter,AA
4768,Ryan Scott,ryan,scott,LAA,2020-01-01,C,batter,^
3089,Josh Thole,josh,thole,LAA,2020-01-01,C,batter,AAA
4131,Nick Franklin,nick,franklin,LAA,2020-01-01,2B,batter,AAA
2415,Jarrett Parker,jarrett,parker,LAA,2020-01-01,OF,batter,AAA
2629,Jhoan Urena,jhoan,urena,LAA,2020-01-01,OF,batter,AA
5018,Stetson Allie,stetson,allie,LAD,2020-01-01,RHP,pitcher,AA
3464,Logan Bawcom,logan,bawcom,LAD,2020-01-01,RHP,pitcher,AAA
5569,Yordy Cabrera,yordy,cabrera,LAD,2020-01-01,RHP,pitcher,AA
1263,Daniel Corcino,daniel,corcino,LAD,2020-01-01,RHP,pitcher,AAA
3189,Justin De Fratus,justin,de fratus,LAD,2020-01-01,RHP,pitcher,AAA
3488,Louis Head,louis,head,LAD,2020-01-01,RHP,pitcher,AAA
2217,J.D. Martin,j.d.,martin,LAD,2020-01-01,RHP,pitcher,AAA
3312,Kevin Quackenbush,kevin,quackenbush,LAD,2020-01-01,RHP,pitcher,AAA
5053,Sven Schuller,sven,schuller,LAD,2020-01-01,RHP,pitcher,AAA
2277,Jaime Schultz,jaime,schultz,LAD,2020-01-01,RHP,pitcher,AAA
3419,Layne Somsen,layne,somsen,LAD,2020-01-01,RHP,pitcher,AA
2576,Jesen Therrien,jesen,therrien,LAD,2020-01-01,RHP,pitcher,AAA
5335,Tyler Thornburg,tyler,thornburg,LAD,2020-01-01,RHP,pitcher,AAA
992,Chris Nunn,chris,nunn,LAD,2020-01-01,LHP,pitcher,AAA
1674,Edward Paredes,edward,paredes,LAD,2020-01-01,LHP,pitcher,AA
4580,Rob Zastryzny,rob,zastryzny,LAD,2020-01-01,LHP,pitcher,AAA
2971,Jose Lobaton,jose,lobaton,LAD,2020-01-01,C,batter,AAA
2880,Jordan Procyshen,jordan,procyshen,LAD,2020-01-01,C,batter,AA
499,Blake Gailen,blake,gailen,LAD,2020-01-01,OF,batter,AAA
2806,Jon Kemmer,jon,kemmer,LAD,2020-01-01,OF,batter,AAA
468,Ben Moore,ben,moore,LAD,2020-01-01,OF,batter,AAA
997,Chris Parmelee,chris,parmelee,LAD,2020-01-01,OF,batter,AA
789,Cameron Perkins,cameron,perkins,LAD,2020-01-01,OF,batter,AAA
4935,Shane Peterson,shane,peterson,LAD,2020-01-01,OF,batter,AAA
1388,David Popkins,david,popkins,LAD,2020-01-01,OF,batter,R
4399,R.J. Alvarez,r.j.,alvarez,MIA,2020-01-01,RHP,pitcher,AAA
2692,Joe Gunkel,joe,gunkel,MIA,2020-01-01,RHP,pitcher,AAA
2871,Jordan Milbrath,jordan,milbrath,MIA,2020-01-01,RHP,pitcher,AAA
3971,Mike Kickham,mike,kickham,MIA,2020-01-01,LHP,pitcher,AAA
5299,Tyler Heineman,tyler,heineman,MIA,2020-01-01,C,batter,AAA
82,Adrian Nieto,adrian,nieto,MIA,2020-01-01,C,batter,AA
256,Andres Sthormes,andres,sthormes,MIA,2020-01-01,C,batter,HiA
4634,Rodrigo Vigil,rodrigo,vigil,MIA,2020-01-01,C,batter,AA
3786,Matt Snyder,matt,snyder,MIA,2020-01-01,1B,batter,AAA
488,Billy Fleming,billy,fleming,MIA,2020-01-01,2B,batter,AAA
5633,Zach Scott,zach,scott,MIA,2020-01-01,2B,batter,HiA
1941,Gabriel Guerrero,gabriel,guerrero,MIA,2020-01-01,OF,batter,AAA
4672,Rosell Herrera,rosell,herrera,MIA,2020-01-01,OF,batter,AAA
307,Anfernee Seymour,anfernee,seymour,MIA,2020-01-01,OF,batter,AA
3333,Kobie Taylor,kobie,taylor,MIA,2020-01-01,OF,batter,SS
4631,Rodrigo Benoit,rodrigo,benoit,MIL,2020-01-01,RHP,pitcher,HiA
2904,Jorge Ortega,jorge,ortega,MIL,2020-01-01,RHP,pitcher,AA
5332,Tyler Spurlin,tyler,spurlin,MIL,2020-01-01,RHP,pitcher,AA
5270,Tuffy Gosewisch,tuffy,gosewisch,MIL,2020-01-01,C,batter,AAA
708,Bruce Caldwell,bruce,caldwell,MIL,2020-01-01,2B,batter,AA
5268,Tucker Neuhaus,tucker,neuhaus,MIL,2020-01-01,2B,batter,HiA
4073,Nate Orf,nate,orf,MIL,2020-01-01,2B,batter,AAA
3510,Luis Aviles,luis,aviles,MIL,2020-01-01,SS,batter,AA
2313,Jake Hager,jake,hager,MIL,2020-01-01,SS,batter,AAA
5421,Wes Rogers,wes,rogers,MIL,2020-01-01,OF,batter,HiA
1488,Dillon Thomas,dillon,thomas,MIL,2020-01-01,OF,batter,HiA
5519,Yancarlos Baez,yancarlos,baez,MIN,2020-01-01,RHP,pitcher,R
1198,D.J. Baxendale,d.j.,baxendale,MIN,2020-01-01,RHP,pitcher,AAA
4385,Preston Guilmet,preston,guilmet,MIN,2020-01-01,RHP,pitcher,AAA
2749,Johan Quezada,johan,quezada,MIN,2020-01-01,RHP,pitcher,HiA
3338,Kohl Stewart,kohl,stewart,MIN,2020-01-01,RHP,pitcher,AAA
371,Anthony Vizcaya,anthony,vizcaya,MIN,2020-01-01,RHP,pitcher,AA
2544,Jeremy Bleich,jeremy,bleich,MIN,2020-01-01,LHP,pitcher,AAA
2163,Ian Krol,ian,krol,MIN,2020-01-01,LHP,pitcher,AAA
1947,Gabriel Moya,gabriel,moya,MIN,2020-01-01,LHP,pitcher,AA
4755,Ryan O’Rourke,ryan,o’rourke,MIN,2020-01-01,LHP,pitcher,AAA
5493,Wynston Sawyer,wynston,sawyer,MIN,2020-01-01,C,batter,AAA
5432,Wilin Rosario,wilin,rosario,MIN,2020-01-01,1B,batter,AAA
1552,Drew Maggi,drew,maggi,MIN,2020-01-01,2B,batter,AAA
3982,Mike Miller,mike,miller,MIN,2020-01-01,SS,batter,AAA
575,Brandon Barnes,brandon,barnes,MIN,2020-01-01,OF,batter,AAA
130,Alejandro De Aza,alejandro,de aza,MIN,2020-01-01,OF,batter,AAA
4205,OF Ian Miller,of,ian miller,MIN,2020-01-01,OF,batter,AAA
3914,Mickey Jannis,mickey,jannis,NYM,2020-01-01,RHP,pitcher,AA
5615,Zach Lee,zach,lee,NYM,2020-01-01,RHP,pitcher,AA
