internal_id,player_name,first_name,last_name,has_suffix,team,fa_class,position,normed_position,minor_league_level
806,Carlos Franco,Carlos,Franco,false,ATL,2019,3B,batter,AAA
3410,Lane Adams,Lane,Adams,false,ATL,2019,OF,batter,AAA
5503,Xavier Avery,Xavier,Avery,false,ATL,2019,OF,batter,AAA
1136,Connor Lien,Connor,Lien,false,ATL,2019,OF,batter,AA
4389,Preston Tucker,Preston,Tucker,false,ATL,2019,OF,batter,AAA
1323,Dariel Alvarez,Dariel,Alvarez,false,BAL,2019,RHP,pitcher,Lo A
1620,Eddie Gamboa,Eddie,Gamboa,false,BAL,2019,RHP,pitcher,AAA
3881,Michael Kelly,Michael,Kelly,false,BAL,2019,RHP,pitcher,AA
5145,Tim Melville,Tim,Melville,false,BAL,2019,RHP,pitcher,AAA
270,Andrew Faulkner,Andrew,Faulkner,false,BAL,2019,LHP,pitcher,AAA
4754,Ryan O’Rourke,Ryan,O’Rourke,false,BAL,2019,LHP,pitcher,AAA
396,Armando Araiza,Armando,Araiza,false,BAL,2019,C,batter,AAA
414,Audry Perez,Audry,Perez,false,BAL,2019,C,batter,AAA
4993,Steel Russell,Steel,Russell,false,BAL,2019,C,batter,Lo A
68,Aderlin Rodriguez,Aderlin,Rodriguez,false,BAL,2019,1B,batter,AA
80,Adrian Marin,Adrian,Marin,false,BAL,2019,2B,batter,AAA
4943,Sharlon Schoop,Sharlon,Schoop,false,BAL,2019,2B,batter,AAA
1959,Garabez Rosa,Garabez,Rosa,false,BAL,2019,3B,batter,AAA
1785,Erick Salcedo,Erick,Salcedo,false,BAL,2019,SS,batter,AA
4687,Ruben Tejada,Ruben,Tejada,false,BAL,2019,SS,batter,AAA
3402,L.J. Hoes,L. J.,Hoes,false,BAL,2019,OF,batter,AAA
1611,D’Arby Myers,D’Arby,Myers,false,BAL,2019,OF,batter,AA
3195,Justin Haley,Justin,Haley,false,BOS,2019,RHP,pitcher,AAA
5521,Yankory Pimentel,Yankory,Pimentel,false,BOS,2019,RHP,pitcher,Hi A
1864,Fernando Rodriguez,Fernando,Rodriguez,false,BOS,2019,RHP,pitcher,AAA
3085,Josh Smith,Josh,Smith,false,BOS,2019,LHP,pitcher,AAA
1230,Dan Butler,Dan,Butler,false,BOS,2019,C,batter,AAA
3991,Mike Ohlman,Mike,Ohlman,false,BOS,2019,C,batter,AAA
3981,Mike Miller,Mike,Miller,false,BOS,2019,2B,batter,AAA
303,Aneury Tavarez,Aneury,Tavarez,false,BOS,2019,2B,batter,AAA
3993,Mike Olt,Mike,Olt,false,BOS,2019,3B,batter,AAA
2198,Ivan De Jesus Jr.,Ivan,De Jesus Jr.,true,BOS,2019,SS,batter,AAA
3396,Kyle Wren,Kyle,Wren,false,BOS,2019,OF,batter,AAA
1150,Corey Black,Corey,Black,false,CHC,2019,RHP,pitcher,AAA
867,Casey Coleman,Casey,Coleman,false,CHC,2019,RHP,pitcher,AAA
1166,Cory Mazzoni,Cory,Mazzoni,false,CHC,2019,RHP,pitcher,AAA
3016,Jose Rosario,Jose,Rosario,false,CHC,2019,RHP,pitcher,Lo A
1351,Daury Torrez,Daury,Torrez,false,CHC,2019,RHP,pitcher,AA
109,Alberto Baldonado,Alberto,Baldonado,false,CHC,2019,LHP,pitcher,AAA
3003,Jose Paulino,Jose,Paulino,false,CHC,2019,LHP,pitcher,Hi A
3388,Kyle Ryan,Kyle,Ryan,false,CHC,2019,LHP,pitcher,AAA
4997,Stephen Bruno,Stephen,Bruno,false,CHC,2019,2B,batter,AAA
4717,Ryan Court,Ryan,Court,false,CHC,2019,SS,batter,AAA
3964,Mike Freeman,Mike,Freeman,false,CHC,2019,SS,batter,AAA
2513,Jeffrey Baez,Jeffrey,Baez,false,CHC,2019,OF,batter,AA
5498,Wynton Bernard,Wynton,Bernard,false,CHC,2019,OF,batter,AA
963,Chris Coghlan,Chris,Coghlan,false,CHC,2019,OF,batter,AAA
5091,Terrance Gore,Terrance,Gore,false,CHC,2019,OF,batter,AAA
5257,Trey Martin,Trey,Martin,false,CHC,2019,OF,batter,AAA
482,Bijan Rademacher,Bijan,Rademacher,false,CHC,2019,OF,batter,AAA
577,Brandon Brennan,Brandon,Brennan,false,CHW,2019,RHP,pitcher,AAA
2052,Gregory Infante,Gregory,Infante,false,CHW,2019,RHP,pitcher,AAA
5534,Yelmison Peralta,Yelmison,Peralta,false,CHW,2019,RHP,pitcher,Hi A
4524,Ricardo Pinto,Ricardo,Pinto,false,CHW,2019,RHP,pitcher,AAA
408,Asher Wojciechowski,Asher,Wojciechowski,false,CHW,2019,RHP,pitcher,AAA
3796,Matt Tomshaw,Matt,Tomshaw,false,CHW,2019,LHP,pitcher,AA
5341,Tyler Watson,Tyler,Watson,false,CHW,2019,LHP,pitcher,AAA
1579,Dustin Garneau,Dustin,Garneau,false,CHW,2019,C,batter,AAA
3278,Keon Barnum,Keon,Barnum,false,CHW,2019,1B,batter,AA
3785,Matt Skole,Matt,Skole,false,CHW,2019,1B,batter,AAA
2302,Jake Elmore,Jake,Elmore,false,CHW,2019,2B,batter,AAA
732,Bryant Flete,Bryant,Flete,false,CHW,2019,2B,batter,AAA
1995,Gerson Montilla,Gerson,Montilla,false,CHW,2019,2B,batter,AA
4305,Patrick Leonard,Patrick,Leonard,false,CHW,2019,3B,batter,AAA
5590,Zac Kapstein,Zac,Kapstein,false,CHW,2019,OF,batter,R
4739,Ryan LaMarre,Ryan,LaMarre,false,CHW,2019,OF,batter,AAA
5154,Tito Polo,Tito,Polo,false,CHW,2019,OF,batter,AA
5228,Trayce Thompson,Trayce,Thompson,false,CHW,2019,OF,batter,AAA
129,Alejandro Chacin,Alejandro,Chacin,false,CIN,2019,RHP,pitcher,AA
4670,Rookie Davis,Rookie,Davis,false,CIN,2019,RHP,pitcher,Lo A
2555,Jeremy Kivel,Jeremy,Kivel,false,CIN,2019,RHP,pitcher,Hi A
4614,Robin Leyer,Robin,Leyer,false,CIN,2019,RHP,pitcher,AA
827,Carlos Navas,Carlos,Navas,false,CIN,2019,RHP,pitcher,AA
1510,Domingo Tapia,Domingo,Tapia,false,CIN,2019,RHP,pitcher,AAA
4577,Rob Wooten,Rob,Wooten,false,CIN,2019,RHP,pitcher,AAA
1295,Daniel Wright,Daniel,Wright,false,CIN,2019,RHP,pitcher,AA
2718,Joel Bender,Joel,Bender,false,CIN,2019,LHP,pitcher,AA
3287,Kevin Canelon,Kevin,Canelon,false,CIN,2019,LHP,pitcher,Hi A
3356,Kyle Crockett,Kyle,Crockett,false,CIN,2019,LHP,pitcher,AAA
3210,Justin Nicolino,Justin,Nicolino,false,CIN,2019,LHP,pitcher,AAA
2949,Jose Duarte,Jose,Duarte,false,CIN,2019,C,batter,Hi A
5067,Taylor Featherston,Taylor,Featherston,false,CIN,2019,2B,batter,AA
1493,Dilson Herrera,Dilson,Herrera,false,CIN,2019,2B,batter,AAA
2128,Hernan Iribarren,Hernan,Iribarren,false,CIN,2019,2B,batter,AAA
4019,Mitch Nay,Mitch,Nay,false,CIN,2019,3B,batter,AA
3611,Malik Collymore,Malik,Collymore,false,CIN,2019,OF,batter,AA
1940,Gabriel Guerrero,Gabriel,Guerrero,false,CIN,2019,OF,batter,AAA
758,C.J. McElroy,C. J.,McElroy,false,CIN,2019,OF,batter,AAA
5028,Steve Selsky,Steve,Selsky,false,CIN,2019,OF,batter,AAA
3700,Mason Williams,Mason,Williams,false,CIN,2019,OF,batter,AAA
4008,Mitch Brown,Mitch,Brown,false,CLE,2019,RHP,pitcher,AA
4383,Preston Claiborne,Preston,Claiborne,false,CLE,2019,RHP,pitcher,AA
5001,Stephen Fife,Stephen,Fife,false,CLE,2019,RHP,pitcher,AAA
4047,Myles Jaye,Myles,Jaye,false,CLE,2019,RHP,pitcher,AAA
3328,Kieran Lovegrove,Kieran,Lovegrove,false,CLE,2019,RHP,pitcher,AA
3063,Josh Martin,Josh,Martin,false,CLE,2019,RHP,pitcher,AAA
4156,Nick Pasquale,Nick,Pasquale,false,CLE,2019,RHP,pitcher,AA
4022,Mitch Talbot,Mitch,Talbot,false,CLE,2019,RHP,pitcher,AAA
4748,Ryan Merritt,Ryan,Merritt,false,CLE,2019,LHP,pitcher,AAA
59,Adam Wilk,Adam,Wilk,false,CLE,2019,LHP,pitcher,AAA
4564,Rob Brantly,Rob,Brantly,false,CLE,2019,C,batter,AAA
3152,Juan de la Cruz,Juan,de la Cruz,false,CLE,2019,C,batter,AA
3987,Mike Napoli,Mike,Napoli,false,CLE,2019,1B,batter,AAA
4095,Nellie Rodriguez,Nellie,Rodriguez,false,CLE,2019,1B,batter,AA
5157,Todd Hankins,Todd,Hankins,false,CLE,2019,2B,batter,AAA
1551,Drew Maggi,Drew,Maggi,false,CLE,2019,2B,batter,AAA
3889,Michael Martinez,Michael,Martinez,false,CLE,2019,2B,batter,AAA
4232,Ordomar Valdez,Ordomar,Valdez,false,CLE,2019,2B,batter,AAA
2711,Joe Sever,Joe,Sever,false,CLE,2019,3B,batter,AAA
4926,Shane Broyles,Shane,Broyles,false,COL,2019,RHP,pitcher,AAA
4836,Santiago Casilla,Santiago,Casilla,false,COL,2019,RHP,pitcher,AAA
2283,Jairo Diaz,Jairo,Diaz,false,COL,2019,RHP,pitcher,AAA
1373,David Holman,David,Holman,false,COL,2019,RHP,pitcher,AAA
5610,Zach Jemiola,Zach,Jemiola,false,COL,2019,RHP,pitcher,AA
4868,Scott McGough,Scott,McGough,false,COL,2019,RHP,pitcher,AAA
3246,Keith Hessler,Keith,Hessler,false,COL,2019,LHP,pitcher,AAA
1374,David Holmberg,David,Holmberg,false,COL,2019,LHP,pitcher,AAA
3696,Mason Melotakis,Mason,Melotakis,false,COL,2019,LHP,pitcher,AAA
677,Brian Moran,Brian,Moran,false,COL,2019,LHP,pitcher,AA
4897,Sean Nolin,Sean,Nolin,false,COL,2019,LHP,pitcher,AA
644,Brett Oberholtzer,Brett,Oberholtzer,false,COL,2019,LHP,pitcher,AAA
341,Anthony Bemboom,Anthony,Bemboom,false,COL,2019,C,batter,AAA
4586,Robbie Perkins,Robbie,Perkins,false,COL,2019,C,batter,AA
2391,Jan Vazquez,Jan,Vazquez,false,COL,2019,C,batter,AAA
4958,Shawn O’Malley,Shawn,O’Malley,false,COL,2019,2B,batter,AAA
1457,Derrik Gibson,Derrik,Gibson,false,COL,2019,3B,batter,AAA
1707,Elliot Soto,Elliot,Soto,false,COL,2019,SS,batter,AAA
4999,Stephen Cardullo,Stephen,Cardullo,false,COL,2019,OF,batter,AAA
4376,Phillippe Aumont,Phillippe,Aumont,false,DET,2019,RHP,pitcher,AAA
2790,Johnny Barbato,Johnny,Barbato,false,DET,2019,RHP,pitcher,AAA
1738,Endrys Briceno,Endrys,Briceno,false,DET,2019,RHP,pitcher,Lo A
3290,Kevin Comer,Kevin,Comer,false,DET,2019,RHP,pitcher,AAA
2956,Jose Fuentes,Jose,Fuentes,false,DET,2019,RHP,pitcher,R
195,Alfred Gutierrez,Alfred,Gutierrez,false,DET,2019,RHP,pitcher,Hi A
2162,Ian Hardman,Ian,Hardman,false,DET,2019,RHP,pitcher,R
2642,Jhonny Mateo,Jhonny,Mateo,false,DET,2019,RHP,pitcher,R
406,Arvicent Perez,Arvicent,Perez,false,DET,2019,RHP,pitcher,R
5400,Warwick Saupold,Warwick,Saupold,false,DET,2019,RHP,pitcher,AAA
4245,Oscar Severino,Oscar,Severino,false,DET,2019,RHP,pitcher,DSL
3349,Kurt Spomer,Kurt,Spomer,false,DET,2019,RHP,pitcher,AA
2150,Hunter Cervenka,Hunter,Cervenka,false,DET,2019,LHP,pitcher,AAA
3288,Kevin Chapman,Kevin,Chapman,false,DET,2019,LHP,pitcher,AAA
1529,Doug Domnarski,Doug,Domnarski,false,DET,2019,LHP,pitcher,R
835,Carlos Perdomo,Carlos,Perdomo,false,DET,2019,LHP,pitcher,DSL
3231,Kade Scivicque,Kade,Scivicque,false,DET,2019,C,batter,AAA
3088,Josh Thole,Josh,Thole,false,DET,2019,C,batter,AA
1678,Edwin Espinal,Edwin,Espinal,false,DET,2019,1B,batter,AA
3335,Kody Eaves,Kody,Eaves,false,DET,2019,3B,batter,AA
904,Chad Huffman,Chad,Huffman,false,DET,2019,OF,batter,AAA
2444,Jason Krizan,Jason,Krizan,false,DET,2019,OF,batter,AAA
2126,Herlis Rodriguez,Herlis,Rodriguez,false,DET,2019,OF,batter,AA
324,Angel Heredia,Angel,Heredia,false,HOU,2019,RHP,pitcher,AA
3777,Matt Ramsey,Matt,Ramsey,false,HOU,2019,RHP,pitcher,AAA
1664,Eduardo de Oleo,Eduardo,de Oleo,false,HOU,2019,C,batter,AA
4454,Randy Cesar,Randy,Cesar,false,HOU,2019,3B,batter,AA
4332,Pedro Fernandez,Pedro,Fernandez,false,KCR,2019,RHP,pitcher,AAA
3530,Luis Hernandez,Luis,Hernandez,false,KCR,2019,RHP,pitcher,R
5544,Yimaury Pena,Yimaury,Pena,false,KCR,2019,RHP,pitcher,R
3025,Jose Veras,Jose,Veras,false,KCR,2019,RHP,pitcher,Hi A
3397,Kyle Zimmer,Kyle,Zimmer,false,KCR,2019,RHP,pitcher,AAA
4813,Sam Selman,Sam,Selman,false,KCR,2019,LHP,pitcher,AAA
4285,Parker Morin,Parker,Morin,false,KCR,2019,C,batter,AAA
3580,Luis Villegas,Luis,Villegas,false,KCR,2019,C,batter,AAA
4449,Ramon Torres,Ramon,Torres,false,KCR,2019,2B,batter,AAA
158,Alex Liddi,Alex,Liddi,false,KCR,2019,3B,batter,AA
2233,Jack Lopez,Jack,Lopez,false,KCR,2019,SS,batter,AAA
486,Billy Burns,Billy,Burns,false,KCR,2019,OF,batter,AAA
198,Alfredo Escalera,Alfredo,Escalera,false,KCR,2019,OF,batter,AA
4322,Paulo Orlando,Paulo,Orlando,false,KCR,2019,OF,batter,AAA
4430,Ralston Cash,Ralston,Cash,false,LAA,2019,RHP,pitcher,AA
4817,Samil de los Santos,Samil,de los Santos,false,LAA,2019,RHP,pitcher,AA
2056,Greyfer Eregua,Greyfer,Eregua,false,LAA,2019,RHP,pitcher,Hi A
1417,Deck McGuire,Deck,McGuire,false,LAA,2019,RHP,pitcher,AAA
4251,Osmer Morales,Osmer,Morales,false,LAA,2019,RHP,pitcher,AAA
94,Akeel Morris,Akeel,Morris,false,LAA,2019,RHP,pitcher,AAA
1659,Eduardo Paredes,Eduardo,Paredes,false,LAA,2019,RHP,pitcher,AAA
2203,Ivan Pineyro,Ivan,Pineyro,false,LAA,2019,RHP,pitcher,AAA
1660,Eduardo Rivera,Eduardo,Rivera,false,LAA,2019,RHP,pitcher,Hi A
1610,Dylan Unsworth,Dylan,Unsworth,false,LAA,2019,RHP,pitcher,AAA
5340,Tyler Warmoth,Tyler,Warmoth,false,LAA,2019,RHP,pitcher,Lo A
306,Anfernee Benitez,Anfernee,Benitez,false,LAA,2019,LHP,pitcher,Lo A
2774,John Lamb,John,Lamb,false,LAA,2019,LHP,pitcher,AAA
1882,Francisco Arcia,Francisco,Arcia,false,LAA,2019,C,batter,AAA
2694,Joe Hudson,Joe,Hudson,false,LAA,2019,C,batter,AAA
5006,Stephen McGee,Stephen,McGee,false,LAA,2019,C,batter,AAA
1574,Dustin Ackley,Dustin,Ackley,false,LAA,2019,1B,batter,AAA
4970,Sherman Johnson,Sherman,Johnson,false,LAA,2019,2B,batter,AAA
2521,Jefry Marte,Jefry,Marte,false,LAA,2019,3B,batter,AAA
1602,Dylan Baker,Dylan,Baker,false,LAD,2019,RHP,pitcher,AA
3463,Logan Bawcom,Logan,Bawcom,false,LAD,2019,RHP,pitcher,AAA
1262,Daniel Corcino,Daniel,Corcino,false,LAD,2019,RHP,pitcher,AAA
3188,Justin De Fratus,Justin,De Fratus,false,LAD,2019,RHP,pitcher,AAA
1731,Emmanuel De Leon,Emmanuel,De Leon,false,LAD,2019,RHP,pitcher,AAA
5622,Zach McAllister,Zach,McAllister,false,LAD,2019,RHP,pitcher,AAA
5329,Tyler Pill,Tyler,Pill,false,LAD,2019,RHP,pitcher,AAA
684,Brian Schlitter,Brian,Schlitter,false,LAD,2019,RHP,pitcher,AAA
3380,Kyle Lobstein,Kyle,Lobstein,false,LAD,2019,LHP,pitcher,AAA
2458,Jason Richman,Jason,Richman,false,LAD,2019,LHP,pitcher,AA
761,Cael Brockmeyer,Cael,Brockmeyer,false,LAD,2019,C,batter,AA
145,Alex Burg,Alex,Burg,false,LAD,2019,C,batter,AAA
2073,Hamlet Marte,Hamlet,Marte,false,LAD,2019,C,batter,Hi A
337,Angelo Mora,Angelo,Mora,false,LAD,2019,2B,batter,AAA
1525,Donovan Solano,Donovan,Solano,false,LAD,2019,2B,batter,AAA
5418,Wes Darvill,Wes,Darvill,false,LAD,2019,3B,batter,AA
5295,Tyler Goeddel,Tyler,Goeddel,false,LAD,2019,OF,batter,AAA
2119,Henry Ramos,Henry,Ramos,false,LAD,2019,OF,batter,AAA
2265,Jacob Scavuzzo,Jacob,Scavuzzo,false,LAD,2019,OF,batter,AA
5223,Travis Taijeron,Travis,Taijeron,false,LAD,2019,OF,batter,AAA
289,Andy Beltre,Andy,Beltre,false,MIA,2019,RHP,pitcher,AA
2892,Jorgan Cavanerio,Jorgan,Cavanerio,false,MIA,2019,RHP,pitcher,Hi A
1807,Esmerling de la Rosa,Esmerling,de la Rosa,false,MIA,2019,RHP,pitcher,Hi A
3170,Jumbo Diaz,Jumbo,Diaz,false,MIA,2019,RHP,pitcher,AAA
4751,Ryan Newell,Ryan,Newell,false,MIA,2019,RHP,pitcher,AA
1930,Gabe Castellanos,Gabe,Castellanos,false,MIA,2019,LHP,pitcher,AA
3924,Miguel Del Pozo,Miguel,Del Pozo,false,MIA,2019,LHP,pitcher,AA
3970,Mike Kickham,Mike,Kickham,false,MIA,2019,LHP,pitcher,AAA
996,Chris O’Grady,Chris,O’Grady,false,MIA,2019,LHP,pitcher,AAA
435,Austin Nola,Austin,Nola,false,MIA,2019,C,batter,AAA
5168,Tomas Telis,Tomas,Telis,false,MIA,2019,C,batter,AAA
4633,Rodrigo Vigil,Rodrigo,Vigil,false,MIA,2019,C,batter,AA
2847,Jonathan Rodriguez,Jonathan,Rodriguez,false,MIA,2019,1B,batter,AAA
1037,Christopher Bostick,Christopher,Bostick,false,MIA,2019,2B,batter,AAA
1756,Eric Campbell,Eric,Campbell,false,MIA,2019,3B,batter,AAA
1178,Cristhian Adames,Cristhian,Adames,false,MIA,2019,SS,batter,AAA
1049,Cito Culver,Cito,Culver,false,MIA,2019,SS,batter,AAA
967,Chris Diaz,Chris,Diaz,false,MIA,2019,SS,batter,AAA
4362,Peter Mooney,Peter,Mooney,false,MIA,2019,SS,batter,AAA
2493,Jeff Ames,Jeff,Ames,false,MIL,2019,RHP,pitcher,AA
3859,Michael Brady,Michael,Brady,false,MIL,2019,RHP,pitcher,AAA
1790,Erik Davis,Erik,Davis,false,MIL,2019,RHP,pitcher,AAA
5363,Victor Diaz,Victor,Diaz,false,MIL,2019,RHP,pitcher,Hi A
5128,Tim Dillard,Tim,Dillard,false,MIL,2019,RHP,pitcher,AAA
4272,Paolo Espino,Paolo,Espino,false,MIL,2019,RHP,pitcher,AAA
386,Ariel Hernandez,Ariel,Hernandez,false,MIL,2019,RHP,pitcher,AAA
2342,Jake Thompson,Jake,Thompson,false,MIL,2019,RHP,pitcher,AAA
4159,Nick Ramirez,Nick,Ramirez,false,MIL,2019,LHP,pitcher,AAA
2615,Jett Bandy,Jett,Bandy,false,MIL,2019,C,batter,AAA
1017,Christian Bethancourt,Christian,Bethancourt,false,MIL,2019,C,batter,AAA
5298,Tyler Heineman,Tyler,Heineman,false,MIL,2019,C,batter,AA
1581,Dustin Houle,Dustin,Houle,false,MIL,2019,C,batter,AAA
1723,Emilio Bonifacio,Emilio,Bonifacio,false,MIL,2019,2B,batter,AAA
1343,Darren Seferina,Darren,Seferina,false,MIL,2019,2B,batter,Lo A
243,Andres Blanco,Andres,Blanco,false,MIL,2019,3B,batter,AAA
4544,Richie Shaffer,Richie,Shaffer,false,MIL,2019,3B,batter,AAA
1607,Dylan Moore,Dylan,Moore,false,MIL,2019,SS,batter,AAA
1948,Gabriel Noriega,Gabriel,Noriega,false,MIL,2019,SS,batter,AA
4932,Shane Opitz,Shane,Opitz,false,MIL,2019,SS,batter,AAA
1070,Clint Coulter,Clint,Coulter,false,MIL,2019,OF,batter,AAA
4782,Rymer Liriano,Rymer,Liriano,false,MIL,2019,OF,batter,AAA
3585,Luke Bard,Luke,Bard,false,MIN,2019,RHP,pitcher,AAA
1197,D.J. Baxendale,D. J.,Baxendale,false,MIN,2019,RHP,pitcher,AAA
4220,Omar Bencomo,Omar,Bencomo,false,MIN,2019,RHP,pitcher,AAA
1849,Felix Jorge,Felix,Jorge,false,MIN,2019,RHP,pitcher,AA
868,Casey Crosby,Casey,Crosby,false,MIN,2019,LHP,pitcher,AA
1482,Dietrich Enns,Dietrich,Enns,false,MIN,2019,LHP,pitcher,AAA
2876,Jordan Pacheco,Jordan,Pacheco,false,MIN,2019,1B,batter,AAA
300,Andy Wilkins,Andy,Wilkins,false,MIN,2019,1B,batter,AA
3433,Leonardo Reginatto,Leonardo,Reginatto,false,MIN,2019,SS,batter,AAA
1630,Edgar Corcino,Edgar,Corcino,false,MIN,2019,OF,batter,AAA
2547,Jeremy Hazelbaker,Jeremy,Hazelbaker,false,MIN,2019,OF,batter,AAA
2378,Jamie Callahan,Jamie,Callahan,false,NYM,2019,RHP,pitcher,AAA
4050,Nabil Crismatt,Nabil,Crismatt,false,NYM,2019,RHP,pitcher,AA
4179,Nicolas Debora,Nicolas,Debora,false,NYM,2019,RHP,pitcher,Lo A
5585,Zac Grotz,Zac,Grotz,false,NYM,2019,RHP,pitcher,Lo A
1083,Cody Martin,Cody,Martin,false,NYM,2019,RHP,pitcher,AAA
3477,Logan Taylor,Logan,Taylor,false,NYM,2019,RHP,pitcher,AAA
746,Buddy Baumann,Buddy,Baumann,false,NYM,2019,LHP,pitcher,AAA
3733,Matt Gage,Matt,Gage,false,NYM,2019,LHP,pitcher,AAA
3775,Matt Purke,Matt,Purke,false,NYM,2019,LHP,pitcher,AAA
2502,Jeff Glenn,Jeff,Glenn,false,NYM,2019,C,batter,AAA
2738,Joey Terdoslavich,Joey,Terdoslavich,false,NYM,2019,1B,batter,AA
1022,Christian Colon,Christian,Colon,false,NYM,2019,2B,batter,AAA
3447,Levi Michael,Levi,Michael,false,NYM,2019,2B,batter,AA
3317,Kevin Taylor,Kevin,Taylor,false,NYM,2019,2B,batter,AA
1074,Cody Asche,Cody,Asche,false,NYM,2019,OF,batter,AAA
5488,Wuilmer Becerra,Wuilmer,Becerra,false,NYM,2019,OF,batter,Hi A
5598,Zach Borenstein,Zach,Borenstein,false,NYM,2019,OF,batter,AAA
1831,Ezequiel Carrera,Ezequiel,Carrera,false,NYM,2019,OF,batter,AAA
2777,John Mora,John,Mora,false,NYM,2019,OF,batter,AA
2628,Jhoan Urena,Jhoan,Urena,false,NYM,2019,OF,batter,AA
2090,Havid Burgos,Havid,Burgos,false,NYY,2019,LHP,pitcher,R
943,Chaz Hebert,Chaz,Hebert,false,NYY,2019,LHP,pitcher,AA
5437,Wilkin Castillo,Wilkin,Castillo,false,NYY,2019,C,batter,AAA
896,Chace Numata,Chace,Numata,false,NYY,2019,C,batter,Hi A
2907,Jorge Saez,Jorge,Saez,false,NYY,2019,C,batter,AA
1253,Daniel Barrios,Daniel,Barrios,false,NYY,2019,2B,batter,Hi A
707,Bruce Caldwell,Bruce,Caldwell,false,NYY,2019,2B,batter,AAA
5370,Victor Rey,Victor,Rey,false,NYY,2019,3B,batter,SS
4508,Rey Navarro,Rey,Navarro,false,NYY,2019,SS,batter,AAA
3060,Josh Lucas,Josh,Lucas,false,OAK,2019,RHP,pitcher,AAA
847,Carlos Ramirez,Carlos,Ramirez,false,OAK,2019,RHP,pitcher,AAA
2193,Ivan Andueza,Ivan,Andueza,false,OAK,2019,LHP,pitcher,Lo A
2543,Jeremy Bleich,Jeremy,Bleich,false,OAK,2019,LHP,pitcher,AAA
1765,Eric Jokisch,Eric,Jokisch,false,OAK,2019,LHP,pitcher,AAA
2411,Jarret Martin,Jarret,Martin,false,OAK,2019,LHP,pitcher,AA
4837,Santiago Chavez,Santiago,Chavez,false,OAK,2019,C,batter,Hi A
709,Bruce Maxwell,Bruce,Maxwell,false,OAK,2019,C,batter,AAA
456,Beau Taylor,Beau,Taylor,false,OAK,2019,C,batter,AAA
4828,Sandber Pimentel,Sandber,Pimentel,false,OAK,2019,1B,batter,Hi A
5382,Viosergy Rosa,Viosergy,Rosa,false,OAK,2019,1B,batter,Hi A
5027,Steve Lombardozzi,Steve,Lombardozzi,false,OAK,2019,2B,batter,AAA
3842,Melvin Mercedes,Melvin,Mercedes,false,OAK,2019,3B,batter,AAA
440,B.J. Boyd,B. J.,Boyd,false,OAK,2019,OF,batter,AAA
348,Anthony Garcia,Anthony,Garcia,false,OAK,2019,OF,batter,AAA
527,Boog Powell,Boog,Powell,false,OAK,2019,OF,batter,AAA
647,Brett Vertigan,Brett,Vertigan,false,OAK,2019,OF,batter,AA
2084,Harold Arauz,Harold,Arauz,false,PHI,2019,RHP,pitcher,AA
4327,Pedro Beato,Pedro,Beato,false,PHI,2019,RHP,pitcher,AAA
4459,Ranfi Casimiro,Ranfi,Casimiro,false,PHI,2019,RHP,pitcher,AAA
3662,Mario Sanchez,Mario,Sanchez,false,PHI,2019,RHP,pitcher,AA
120,Alberto Tirado,Alberto,Tirado,false,PHI,2019,RHP,pitcher,Hi A
1945,Gabriel Lino,Gabriel,Lino,false,PHI,2019,C,batter,Hi A
3302,Kevin Martir,Kevin,Martir,false,PHI,2019,C,batter,Lo A
3758,Matt McBride,Matt,McBride,false,PHI,2019,C,batter,AAA
3471,Logan Moore,Logan,Moore,false,PHI,2019,C,batter,AAA
4161,Nick Rickles,Nick,Rickles,false,PHI,2019,C,batter,AAA
5603,Zach Green,Zach,Green,false,PHI,2019,1B,batter,AAA
1412,Dean Anna,Dean,Anna,false,PHI,2019,2B,batter,AAA
4729,Ryan Goins,Ryan,Goins,false,PHI,2019,2B,batter,AAA
2107,Heiker Meneses,Heiker,Meneses,false,PHI,2019,2B,batter,AA
2577,Jesmuel Valentin,Jesmuel,Valentin,false,PHI,2019,2B,batter,AAA
5445,Will Middlebrooks,Will,Middlebrooks,false,PHI,2019,3B,batter,Hi A
1112,Collin Cowgill,Collin,Cowgill,false,PHI,2019,OF,batter,AAA
1316,Danny Ortiz,Danny,Ortiz,false,PHI,2019,OF,batter,AAA
2650,Jiandido Tromp,Jiandido,Tromp,false,PHI,2019,OF,batter,AA
1226,Damien Magnifico,Damien,Magnifico,false,PIT,2019,RHP,pitcher,AAA
517,Bo Schultz,Bo,Schultz,false,PIT,2019,RHP,pitcher,AAA
2670,Jin-De Jhang,Jin-De,Jhang,false,PIT,2019,C,batter,AA
2250,Jackson Williams,Jackson,Williams,false,PIT,2019,C,batter,AAA
5489,Wyatt Mathisen,Wyatt,Mathisen,false,PIT,2019,3B,batter,AAA
1774,Eric Wood,Eric,Wood,false,PIT,2019,3B,batter,AAA
1281,Daniel Nava,Daniel,Nava,false,PIT,2019,OF,batter,AAA
1672,Edward Mujica,Edward,Mujica,false,STL,2019,RHP,pitcher,AAA
1712,Elniery Garcia,Elniery,Garcia,false,STL,2019,LHP,pitcher,AA
5178,Tommy Layne,Tommy,Layne,false,STL,2019,LHP,pitcher,AAA
5032,Steven Baron,Steven,Baron,false,STL,2019,C,batter,AAA
1897,Francisco Pena,Francisco,Pena,false,STL,2019,C,batter,AAA
163,Alex Mejia,Alex,Mejia,false,STL,2019,SS,batter,AAA
