player_name,team,fa_class,position,minor_league_level,internal_id,first_name_lower,last_name_lower,normed_position
Daryl Thompson,New York Mets,2013,RHP,AAA,422,daryl,thompson,pitcher
Cory Wade,New York Mets,2013,RHP,AAA,371,cory,wade,pitcher
Justin Hampson,New York Mets,2013,LHP,AAA,965,justin,hampson,pitcher
Jeyckol De Leon,New York Mets,2013,C,SS,779,jeyckol,de leon,batter
Francisco Pena,New York Mets,2013,C,AAA,582,francisco,pena,batter
Rhyne Hughes,New York Mets,2013,1B,AA,1381,rhyne,hughes,batter
Richard Lucas,New York Mets,2013,3B,AA,1391,richard,lucas,batter
Brian Bixler,New York Mets,2013,SS,AAA,206,brian,bixler,batter
Brandon Hicks,New York Mets,2013,SS,AAA,180,brandon,hicks,batter
Josh Rodriguez,New York Mets,2013,SS,AA,920,josh,rodriguez,batter
Jamie Hoffmann,New York Mets,2013,OF,AAA,695,jamie,hoffmann,batter
Cory Arbiso,New York Yankees,2013,RHP,AA,367,cory,arbiso,pitcher
Sam Demel,New York Yankees,2013,RHP,AAA,1464,sam,demel,pitcher
Yoshinori Tateyama,New York Yankees,2013,RHP,AAA,1679,yoshinori,tateyama,pitcher
Bobby Wilson,New York Yankees,2013,C,AAA,165,bobby,wilson,batter
Andrew Clark,New York Yankees,2013,1B,AA,79,andrew,clark,batter
Randy Ruiz,New York Yankees,2013,1B,AAA,1361,randy,ruiz,batter
Reegie Corona,New York Yankees,2013,2B,AA,1373,reegie,corona,batter
Walter Ibarra,New York Yankees,2013,SS,AAA,1639,walter,ibarra,batter
Fernando Martinez,New York Yankees,2013,OF,AAA,570,fernando,martinez,batter
Corey Patterson,New York Yankees,2013,OF,AAA,362,corey,patterson,batter
Travis Banwart,Oakland Athletics,2013,RHP,AAA,1591,travis,banwart,pitcher
Bruce Billings,Oakland Athletics,2013,RHP,AAA,235,bruce,billings,pitcher
Darren Byrd,Oakland Athletics,2013,RHP,Hi A,417,darren,byrd,pitcher
Andrew Carignan*,Oakland Athletics,2013,RHP,AAA,78,andrew,carignan,pitcher
Drew Carpenter,Oakland Athletics,2013,RHP,AA,472,drew,carpenter,pitcher
Mike DeMark,Oakland Athletics,2013,RHP,AA,1207,mike,demark,pitcher
Brian Gordon,Oakland Athletics,2013,RHP,AAA,217,brian,gordon,pitcher
David Mota,Oakland Athletics,2013,RHP,Hi A,435,david,mota,pitcher
Kyler Newby,Oakland Athletics,2013,RHP,AAA,1026,kyler,newby,pitcher
James Simmons,Oakland Athletics,2013,RHP,Hi A,694,james,simmons,pitcher
Pedro Vidal,Oakland Athletics,2013,RHP,AA,1322,pedro,vidal,pitcher
Shaeffer Hall,Oakland Athletics,2013,LHP,Hi A,1507,shaeffer,hall,pitcher
Carlos Hernandez,Oakland Athletics,2013,LHP,AAA,264,carlos,hernandez,pitcher
Julio Ramos*,Oakland Athletics,2013,LHP,Hi A,957,julio,ramos,pitcher
Pedro Viola,Oakland Athletics,2013,LHP,AA,1323,pedro,viola,pitcher
Diomedes Lopez,Oakland Athletics,2013,C,AA,462,diomedes,lopez,batter
Gabriel Arias,Philadelphia Phillies,2013,RHP,Hi A,590,gabriel,arias,pitcher
Justin Friend,Philadelphia Phillies,2013,RHP,AAA,964,justin,friend,pitcher
Mike MacDougal,Philadelphia Phillies,2013,RHP,AAA,1215,mike,macdougal,pitcher
Juan Sosa,Philadelphia Phillies,2013,RHP,AA,951,juan,sosa,pitcher
Bobby Bramhall,Philadelphia Phillies,2013,LHP,AA,161,bobby,bramhall,pitcher
Tom Cochran,Philadelphia Phillies,2013,LHP,AAA,1577,tom,cochran,pitcher
Mauricio Robles,Philadelphia Phillies,2013,LHP,AAA,1160,mauricio,robles,pitcher
Greg Smith,Philadelphia Phillies,2013,LHP,AAA,621,greg,smith,pitcher
John Suomi,Philadelphia Phillies,2013,C,AAA,828,john,suomi,batter
Shawn Williams*,Philadelphia Phillies,2013,C,AA,1523,shawn,williams,batter
Matt Tolbert,Philadelphia Phillies,2013,2B,AA,1152,matt,tolbert,batter
Josh Fields,Philadelphia Phillies,2013,3B,AAA,908,josh,fields,batter
Miguel Abreu,Philadelphia Phillies,2013,SS,AAA,1185,miguel,abreu,batter
Andres Blanco*,Philadelphia Phillies,2013,SS,AAA,71,andres,blanco,batter
Derrick Mitchell,Philadelphia Phillies,2013,OF,AAA,450,derrick,mitchell,batter
David Bromberg,Pittsburgh Pirates,2013,RHP,AA,427,david,bromberg,pitcher
Brooks Brown,Pittsburgh Pirates,2013,RHP,AAA,233,brooks,brown,pitcher
Erik Cordier,Pittsburgh Pirates,2013,RHP,AAA,545,erik,cordier,pitcher
Jason Erickson,Pittsburgh Pirates,2013,RHP,Hi A,713,jason,erickson,pitcher
Graham Godfrey,Pittsburgh Pirates,2013,RHP,AAA,610,graham,godfrey,pitcher
Doug Mathis,Pittsburgh Pirates,2013,RHP,AAA,468,doug,mathis,pitcher
Luis Sanz,Pittsburgh Pirates,2013,RHP,AA,1079,luis,sanz,pitcher
Kyle Waldrop,Pittsburgh Pirates,2013,RHP,AAA,1024,kyle,waldrop,pitcher
Kurt Yacko,Pittsburgh Pirates,2013,RHP,R,1010,kurt,yacko,pitcher
Dan Cevette,Pittsburgh Pirates,2013,LHP,AA,386,dan,cevette,pitcher
Jhonathan Ramos,Pittsburgh Pirates,2013,LHP,AA,784,jhonathan,ramos,pitcher
Atahualpa Severino,Pittsburgh Pirates,2013,LHP,AAA,122,atahualpa,severino,pitcher
Francisco Diaz,Pittsburgh Pirates,2013,C,Lo A,574,francisco,diaz,batter
Devin Ivany,Pittsburgh Pirates,2013,C,Hi A,458,devin,ivany,batter
Lucas May,Pittsburgh Pirates,2013,C,AAA,1056,lucas,may,batter
Miguel Perez,Pittsburgh Pirates,2013,C,AA,1192,miguel,perez,batter
Ali Solis,Pittsburgh Pirates,2013,C,AA,62,ali,solis,batter
Russ Canzler,Pittsburgh Pirates,2013,1B,AAA,1434,russ,canzler,batter
Ivan De Jesus Jr.,Pittsburgh Pirates,2013,2B,AAA,655,ivan,de jesus jr.,batter
Oscar Tejeda,Pittsburgh Pirates,2013,2B,AA,1293,oscar,tejeda,batter
Jared Goedert,Pittsburgh Pirates,2013,3B,AAA,698,jared,goedert,batter
Brian Bocock,Pittsburgh Pirates,2013,SS,AAA,208,brian,bocock,batter
Brett Carroll,Pittsburgh Pirates,2013,OF,AAA,200,brett,carroll,batter
Miles Durham*,Pittsburgh Pirates,2013,OF,Lo A,1228,miles,durham,batter
Darren Ford,Pittsburgh Pirates,2013,OF,AAA,418,darren,ford,batter
Anthony Norman*,Pittsburgh Pirates,2013,OF,Hi A,101,anthony,norman,batter
Richard Castillo,St. Louis Cardinals,2013,RHP,AAA,1389,richard,castillo,pitcher
Ramon Delgado,St. Louis Cardinals,2013,RHP,AAA,1355,ramon,delgado,pitcher
Deryk Hooker,St. Louis Cardinals,2013,RHP,AAA,454,deryk,hooker,pitcher
Zach Russell,St. Louis Cardinals,2013,RHP,AA,1692,zach,russell,pitcher
Nick Additon,St. Louis Cardinals,2013,LHP,AAA,1264,nick,additon,pitcher
Jay Voss,St. Louis Cardinals,2013,LHP,Lo A,727,jay,voss,pitcher
Rob Johnson,St. Louis Cardinals,2013,C,AAA,1398,rob,johnson,batter
Brock Peterson,St. Louis Cardinals,2013,1B,AAA,229,brock,peterson,batter
Ruben Gotay,St. Louis Cardinals,2013,3B,AA,1429,ruben,gotay,batter
Adron Chambers,St. Louis Cardinals,2013,OF,AAA,23,adron,chambers,batter
Chad Huffman,St. Louis Cardinals,2013,OF,AAA,296,chad,huffman,batter
Jamie Romak,St. Louis Cardinals,2013,OF,AAA,696,jamie,romak,batter
Eddie Bonine,San Diego Padres,2013,RHP,AA,498,eddie,bonine,pitcher
Wilfredo Boscan,San Diego Padres,2013,RHP,AA,1645,wilfredo,boscan,pitcher
Dan Cortes,San Diego Padres,2013,RHP,AAA,387,dan,cortes,pitcher
Fautino de los Santos,San Diego Padres,2013,RHP,AA,562,fautino,de los santos,pitcher
Josh Geer,San Diego Padres,2013,RHP,AA,909,josh,geer,pitcher
Trevor Holder,San Diego Padres,2013,RHP,Hi A,1606,trevor,holder,pitcher
Ryan Kelly,San Diego Padres,2013,RHP,AA,1449,ryan,kelly,pitcher
Jeremy McBryde,San Diego Padres,2013,RHP,AA,755,jeremy,mcbryde,pitcher
Jason Ray,San Diego Padres,2013,RHP,AAA,720,jason,ray,pitcher
Tommy Layne,San Diego Padres,2013,LHP,AAA,1583,tommy,layne,pitcher
Clay Zavada,San Diego Padres,2013,LHP,AA,339,clay,zavada,pitcher
Chris Robinson,San Diego Padres,2013,C,AAA,328,chris,robinson,batter
Eddy Rodriguez,San Diego Padres,2013,C,AAA,502,eddy,rodriguez,batter
Brandon Allen,San Diego Padres,2013,1B,AAA,174,brandon,allen,batter
Jake Blackwood,San Diego Padres,2013,3B,AA,678,jake,blackwood,batter
Jesus Merchan,San Diego Padres,2013,3B,AAA,773,jesus,merchan,batter
Scott Moore,San Diego Padres,2013,3B,AAA,1484,scott,moore,batter
Gregorio Petit,San Diego Padres,2013,SS,AAA,624,gregorio,petit,batter
Jeudy Valdez,San Diego Padres,2013,SS,AA,777,jeudy,valdez,batter
Travis Buck,San Diego Padres,2013,OF,AAA,1594,travis,buck,batter
Ben Francisco,San Diego Padres,2013,OF,AAA,138,ben,francisco,batter
Johan Limonta,San Diego Padres,2013,OF,AA,817,johan,limonta,batter
Mike Wilson,San Diego Padres,2013,OF,AAA,1224,mike,wilson,batter
Fabio Castillo,San Francisco Giants,2013,RHP,AAA,559,fabio,castillo,pitcher
Edward Concepcion,San Francisco Giants,2013,RHP,Lo A,519,edward,concepcion,pitcher
Steve Edlefsen,San Francisco Giants,2013,RHP,AAA,1536,steve,edlefsen,pitcher
Daryl Maday,San Francisco Giants,2013,RHP,AAA,421,daryl,maday,pitcher
Jon Meloan*,San Francisco Giants,2013,RHP,AAA,836,jon,meloan,pitcher
Ryan Sadowski*,San Francisco Giants,2013,RHP,AAA,1459,ryan,sadowski,pitcher
Mason Tobin,San Francisco Giants,2013,RHP,AAA,1124,mason,tobin,pitcher
Tyler LaTorre,San Francisco Giants,2013,C,AA,1618,tyler,latorre,batter
Mark Wagner,San Francisco Giants,2013,C,AAA,1119,mark,wagner,batter
Jackson Williams,San Francisco Giants,2013,C,AAA,668,jackson,williams,batter
Todd Linden,San Francisco Giants,2013,1B,AAA,1576,todd,linden,batter
Brock Bond,San Francisco Giants,2013,2B,Hi A,223,brock,bond,batter
Skyler Stromsmoe,San Francisco Giants,2013,2B,AA,1526,skyler,stromsmoe,batter
Jonathan Arias,Seattle Mariners,2013,RHP,AAA,840,jonathan,arias,pitcher
Moises Hernandez,Seattle Mariners,2013,RHP,AA,1238,moises,hernandez,pitcher
Brent Johnson*,Seattle Mariners,2013,RHP,AA,195,brent,johnson,pitcher
Stephen Shackleford,Seattle Mariners,2013,RHP,AA,1533,stephen,shackleford,pitcher
Brian Sweeney,Seattle Mariners,2013,RHP,AAA,222,brian,sweeney,pitcher
Pedro Reyes,Seattle Mariners,2013,LHP,DSL,1321,pedro,reyes,pitcher
Jason Jaramillo,Seattle Mariners,2013,C,AAA,715,jason,jaramillo,batter
Leury Bonilla,Seattle Mariners,2013,3B,AAA,1046,leury,bonilla,batter
Anthony Phillips,Seattle Mariners,2013,SS,Hi A,104,anthony,phillips,batter
Denny Almonte,Seattle Mariners,2013,OF,AA,444,denny,almonte,batter
Joe Dunigan,Seattle Mariners,2013,OF,AAA,804,joe,dunigan,batter
Matt Buschmann,Tampa Bay Rays,2013,RHP,AAA,1127,matt,buschmann,pitcher
Carlos Fisher,Tampa Bay Rays,2013,RHP,AA,262,carlos,fisher,pitcher
Erik Hamren,Tampa Bay Rays,2013,RHP,AA,546,erik,hamren,pitcher
Victor Mateo,Tampa Bay Rays,2013,RHP,AA,1631,victor,mateo,pitcher
Matt Nevarez,Tampa Bay Rays,2013,RHP,AA,1146,matt,nevarez,pitcher
Eduar Quinonez,Tampa Bay Rays,2013,RHP,Lo A,513,eduar,quinonez,pitcher
Wilking Rodriguez*,Tampa Bay Rays,2013,RHP,Hi A,1653,wilking,rodriguez,pitcher
Juan Sandoval,Tampa Bay Rays,2013,RHP,AAA,948,juan,sandoval,pitcher
Albert Suarez,Tampa Bay Rays,2013,RHP,AA,30,albert,suarez,pitcher
Joe Van Meter,Tampa Bay Rays,2013,RHP,AA,809,joe,van meter,pitcher
Mayobanex Acosta,Tampa Bay Rays,2013,C,AA,1163,mayobanex,acosta,batter
Craig Albernaz,Tampa Bay Rays,2013,C,AAA,372,craig,albernaz,batter
Jesus Flores,Tampa Bay Rays,2013,C,AAA,770,jesus,flores,batter
Mark Thomas,Tampa Bay Rays,2013,C,AA,1118,mark,thomas,batter
Mike Fontenot,Tampa Bay Rays,2013,2B,AAA,1208,mike,fontenot,batter
Robi Estrada,Tampa Bay Rays,2013,SS,AA,1409,robi,estrada,batter
Shawn O’Malley,Tampa Bay Rays,2013,SS,AAA,1522,shawn,o’malley,batter
Evan Frey,Tampa Bay Rays,2013,OF,AAA,553,evan,frey,batter
Freddy Guzman,Tampa Bay Rays,2013,OF,AAA,589,freddy,guzman,batter
K.D. Kang,Tampa Bay Rays,2013,OF,AA,976,k.d.,kang,batter
Rich Thompson,Tampa Bay Rays,2013,OF,AAA,1386,rich,thompson,batter
Collin Balester,Texas Rangers,2013,RHP,AAA,356,collin,balester,pitcher
Jake Brigham,Texas Rangers,2013,RHP,AAA,679,jake,brigham,pitcher
Evan Meek,Texas Rangers,2013,RHP,AAA,554,evan,meek,pitcher
Carlos Pimentel,Texas Rangers,2013,RHP,AAA,272,carlos,pimentel,pitcher
Scott Richmond,Texas Rangers,2013,RHP,AAA,1488,scott,richmond,pitcher
Ross Wolf,Texas Rangers,2013,RHP,AAA,1424,ross,wolf,pitcher
Johan Yan,Texas Rangers,2013,RHP,AAA,818,johan,yan,pitcher
Travis Blackley,Texas Rangers,2013,LHP,AAA,1592,travis,blackley,pitcher
Ryan Feierabend,Texas Rangers,2013,LHP,AAA,1447,ryan,feierabend,pitcher
Nate Robertson,Texas Rangers,2013,LHP,AAA,1247,nate,robertson,pitcher
Alejandro Selen,Texas Rangers,2013,2B,Lo A,41,alejandro,selen,batter
Yangervis Solarte,Texas Rangers,2013,2B,AAA,1672,yangervis,solarte,batter
Taylor Wrenn,Texas Rangers,2013,2B,R,1551,taylor,wrenn,batter
Brendan Harris,Texas Rangers,2013,3B,AAA,194,brendan,harris,batter
Joe Benson,Texas Rangers,2013,OF,AAA,801,joe,benson,batter
Chih-Hsien Chiang,Texas Rangers,2013,OF,AA,312,chih-hsien,chiang,batter
Aaron Cunningham,Texas Rangers,2013,OF,AAA,2,aaron,cunningham,batter
Kalian Sams,Texas Rangers,2013,OF,AA,979,kalian,sams,batter
Chad Beck,Toronto Blue Jays,2013,RHP,AA,293,chad,beck,pitcher
Tyson Brummett,Toronto Blue Jays,2013,RHP,AA,1625,tyson,brummett,pitcher
Buddy Carlyle,Toronto Blue Jays,2013,RHP,AAA,249,buddy,carlyle,pitcher
Joel Carreno,Toronto Blue Jays,2013,RHP,AAA,810,joel,carreno,pitcher
Alan Farina,Toronto Blue Jays,2013,RHP,AA,27,alan,farina,pitcher
Marcus Walden,Toronto Blue Jays,2013,RHP,AA,1103,marcus,walden,pitcher
Willie Collazo*,Toronto Blue Jays,2013,LHP,AA,1661,willie,collazo,pitcher
Juan Perez,Toronto Blue Jays,2013,LHP,AAA,944,juan,perez,pitcher
Brian Compton,Toronto Blue Jays,2013,C,Lo A,215,brian,compton,batter
Luis A. Jimenez,Toronto Blue Jays,2013,1B,AAA,1058,luis,a. jimenez,batter
Clint Robinson,Toronto Blue Jays,2013,1B,AAA,343,clint,robinson,batter
Jon Talley,Toronto Blue Jays,2013,1B,AA,837,jon,talley,batter
Daniel Arcila,Toronto Blue Jays,2013,2B,SS,395,daniel,arcila,batter
Oliver Dominguez,Toronto Blue Jays,2013,2B,Hi A,1282,oliver,dominguez,batter
Jim Negrych,Toronto Blue Jays,2013,2B,AAA,793,jim,negrych,batter
John Tolisano,Toronto Blue Jays,2013,2B,AA,829,john,tolisano,batter
Lance Zawadzki,Toronto Blue Jays,2013,2B,AA,1030,lance,zawadzki,batter
Kevin Ahrens,Toronto Blue Jays,2013,3B,AA,993,kevin,ahrens,batter
Mike McCoy,Toronto Blue Jays,2013,SS,AAA,1218,mike,mccoy,batter
Amadeo Zazueta,Toronto Blue Jays,2013,SS,AA,68,amadeo,zazueta,batter
Blake Gailen,Toronto Blue Jays,2013,OF,AAA,151,blake,gailen,batter
Adam Loewen,Toronto Blue Jays,2013,OF,AA,9,adam,loewen,batter
Ricardo Nanita,Toronto Blue Jays,2013,OF,AAA,1382,ricardo,nanita,batter
Mike Broadway,Washington Nationals,2013,RHP,AAA,1201,mike,broadway,pitcher
Brian Broderick,Washington Nationals,2013,RHP,Hi A,210,brian,broderick,pitcher
Caleb Clay,Washington Nationals,2013,RHP,AAA,253,caleb,clay,pitcher
Mike Crotta,Washington Nationals,2013,RHP,AAA,1206,mike,crotta,pitcher
Cole Kimball,Washington Nationals,2013,RHP,AAA,354,cole,kimball,pitcher
Jeff Mandel,Washington Nationals,2013,RHP,AAA,738,jeff,mandel,pitcher
Ryan Tatusko,Washington Nationals,2013,RHP,AAA,1461,ryan,tatusko,pitcher
Chris Young,Washington Nationals,2013,RHP,AAA,333,chris,young,pitcher
Bill Bray,Washington Nationals,2013,LHP,AA,145,bill,bray,pitcher
Patrick McCoy,Washington Nationals,2013,LHP,AA,1309,patrick,mccoy,pitcher
Josh Smoker*,Washington Nationals,2013,LHP,Hi A,925,josh,smoker,pitcher
Brian Jeroloman,Washington Nationals,2013,C,AA,218,brian,jeroloman,batter
Carlos Maldonado,Washington Nationals,2013,C,AAA,266,carlos,maldonado,batter
Sean McCauley*,Washington Nationals,2013,C,Hi A,1499,sean,mccauley,batter
Beau Seabury*,Washington Nationals,2013,C,Hi A,136,beau,seabury,batter
Chris Marrero,Washington Nationals,2013,1B,AAA,324,chris,marrero,batter
Jimmy VanOstrand,Washington Nationals,2013,1B,AAA,797,jimmy,vanostrand,batter
Michael Gilmartin,Washington Nationals,2013,2B,Hi A,1177,michael,gilmartin,batter
Will Rhymes,Washington Nationals,2013,2B,AAA,1655,will,rhymes,batter
Carlos Alvarez,Washington Nationals,2013,3B,Lo A,261,carlos,alvarez,batter
Melvin Dorta*,Washington Nationals,2013,3B,AA,1169,melvin,dorta,batter
Carlos Rivero,Washington Nationals,2013,3B,AA,276,carlos,rivero,batter
Josh R. Johnson,Washington Nationals,2013,SS,AAA,917,josh,r. johnson,batter
Jerad Head,Washington Nationals,2013,OF,AA,744,jerad,head,batter
Jason Michaels*,Washington Nationals,2013,OF,AAA,719,jason,michaels,batter
Chris Rahl,Washington Nationals,2013,OF,AAA,326,chris,rahl,batter
Eric Brooks,Arizona Diamondbacks,2014,RHP,SS,539,eric,brooks,pitcher
Graham Godfrey,Arizona Diamondbacks,2014,RHP,AA,611,graham,godfrey,pitcher
Kameron Loe,Arizona Diamondbacks,2014,RHP,AAA,980,kameron,loe,pitcher
Mark Serrano,Arizona Diamondbacks,2014,RHP,AAA,1117,mark,serrano,pitcher
Jess Todd,Arizona Diamondbacks,2014,RHP,AAA,765,jess,todd,pitcher
Bryan Woodall,Arizona Diamondbacks,2014,RHP,AA,243,bryan,woodall,pitcher
Kyle Anderson,Arizona Diamondbacks,2014,LHP,SS,1011,kyle,anderson,pitcher
Spencer Arroyo,Arizona Diamondbacks,2014,LHP,Hi A,1529,spencer,arroyo,pitcher
Jose Jose,Arizona Diamondbacks,2014,LHP,Lo A,883,jose,jose,pitcher
Joe Paterson,Arizona Diamondbacks,2014,LHP,AAA,806,joe,paterson,pitcher
Clayton Richard,Arizona Diamondbacks,2014,LHP,AA,342,clayton,richard,pitcher
Santos Rodriguez,Arizona Diamondbacks,2014,LHP,AA,1474,santos,rodriguez,pitcher
Blake Lalli,Arizona Diamondbacks,2014,C,AAA,154,blake,lalli,batter
Dallas Tarleton,Arizona Diamondbacks,2014,C,AA,382,dallas,tarleton,batter
Mike Jacobs,Arizona Diamondbacks,2014,1B,AAA,1212,mike,jacobs,batter
Gerson Montilla,Arizona Diamondbacks,2014,2B,AA,603,gerson,montilla,batter
Argenis Diaz,Arizona Diamondbacks,2014,SS,AAA,116,argenis,diaz,batter
Aaron Cunningham,Arizona Diamondbacks,2014,OF,AAA,3,aaron,cunningham,batter
Dustin Martin,Arizona Diamondbacks,2014,OF,AA,483,dustin,martin,batter
Mitch Atkins,Atlanta Braves,2014,RHP,AA,1229,mitch,atkins,pitcher
Terry Doyle,Atlanta Braves,2014,RHP,AAA,1555,terry,doyle,pitcher
Zach Stewart,Atlanta Braves,2014,RHP,AAA,1693,zach,stewart,pitcher
Ryan Buchter,Atlanta Braves,2014,LHP,AAA,1439,ryan,buchter,pitcher
Atahualpa Severino,Atlanta Braves,2014,LHP,AAA,123,atahualpa,severino,pitcher
Steve Lerud,Atlanta Braves,2014,C,AAA,1539,steve,lerud,batter
Anthony Nunez,Atlanta Braves,2014,C,Hi A,102,anthony,nunez,batter
Rich Poythress,Atlanta Braves,2014,1B,AA,1385,rich,poythress,batter
Donnie Murphy,Atlanta Braves,2014,2B,AAA,464,donnie,murphy,batter
Sean Kazmar,Atlanta Braves,2014,SS,AAA,1497,sean,kazmar,batter
Ozzie Martinez,Atlanta Braves,2014,SS,AAA,1297,ozzie,martinez,batter
Gustavo Nunez,Atlanta Braves,2014,SS,AA,630,gustavo,nunez,batter
Brandon Boggs,Atlanta Braves,2014,OF,AAA,178,brandon,boggs,batter
Jose Martinez,Atlanta Braves,2014,OF,Hi A,887,jose,martinez,batter
Jesse Beal,Baltimore Orioles,2014,RHP,Hi A,767,jesse,beal,pitcher
Matt Bischoff,Baltimore Orioles,2014,RHP,AAA,1126,matt,bischoff,pitcher
Robert Coello,Baltimore Orioles,2014,RHP,AAA,1404,robert,coello,pitcher
Oliver Drake,Baltimore Orioles,2014,RHP,AA,1283,oliver,drake,pitcher
Eddie Gamboa,Baltimore Orioles,2014,RHP,AA,499,eddie,gamboa,pitcher
Steven Hensley,Baltimore Orioles,2014,RHP,AA,1543,steven,hensley,pitcher
Brock Huntzinger,Baltimore Orioles,2014,RHP,AAA,226,brock,huntzinger,pitcher
Steve Johnson,Baltimore Orioles,2014,RHP,AAA,1538,steve,johnson,pitcher
Evan Meek,Baltimore Orioles,2014,RHP,AAA,555,evan,meek,pitcher
Ramon Ramirez,Baltimore Orioles,2014,RHP,AAA,1358,ramon,ramirez,pitcher
Nick Additon,Baltimore Orioles,2014,LHP,AA,1265,nick,additon,pitcher
Jason Gurka,Baltimore Orioles,2014,LHP,AA,714,jason,gurka,pitcher
Chris Jones,Baltimore Orioles,2014,LHP,AAA,323,chris,jones,pitcher
Jorge Rivera,Baltimore Orioles,2014,LHP,Lo A,864,jorge,rivera,pitcher
Anthony Vasquez,Baltimore Orioles,2014,LHP,AA,109,anthony,vasquez,pitcher
Chris Marrero,Baltimore Orioles,2014,1B,AA,325,chris,marrero,batter
Buck Britton,Baltimore Orioles,2014,2B,AA,245,buck,britton,batter
Tom DiBenedetto,Baltimore Orioles,2014,2B,AA,1578,tom,dibenedetto,batter
David Adams,Baltimore Orioles,2014,3B,AA,425,david,adams,batter
Michael Almanzar,Baltimore Orioles,2014,3B,AAA,1173,michael,almanzar,batter
Niuman Romero,Baltimore Orioles,2014,SS,AA,1280,niuman,romero,batter
Sharlon Schoop,Baltimore Orioles,2014,SS,AA,1511,sharlon,schoop,batter
Ronald Bermudez,Baltimore Orioles,2014,OF,AA,1418,ronald,bermudez,batter
Julio Borbon,Baltimore Orioles,2014,OF,AAA,954,julio,borbon,batter
Chih-Hsien Chiang,Baltimore Orioles,2014,OF,Hi A,313,chih-hsien,chiang,batter
K.D. Kang,Baltimore Orioles,2014,OF,AA,977,k.d.,kang,batter
Francisco Peguero,Baltimore Orioles,2014,OF,AAA,581,francisco,peguero,batter
Wilfredo Boscan,Boston Red Sox,2014,RHP,AA,1646,wilfredo,boscan,pitcher
John Ely,Boston Red Sox,2014,RHP,AA,825,john,ely,pitcher
Pete Ruiz,Boston Red Sox,2014,RHP,AA,1328,pete,ruiz,pitcher
Jose Valdez,Boston Red Sox,2014,RHP,AAA,900,jose,valdez,pitcher
Raynel Velette,Boston Red Sox,2014,RHP,Lo A,1370,raynel,velette,pitcher
Brayan Villarreal,Boston Red Sox,2014,RHP,AAA,193,brayan,villarreal,pitcher
Ryan Verdugo,Boston Red Sox,2014,LHP,AAA,1462,ryan,verdugo,pitcher
Carson Blair,Boston Red Sox,2014,C,AA,282,carson,blair,batter
Leonel Escobar,Boston Red Sox,2014,C,Hi A,1041,leonel,escobar,batter
Eddy Rodriguez,Boston Red Sox,2014,C,Hi A,503,eddy,rodriguez,batter
Brandon Snyder,Boston Red Sox,2014,1B,AAA,188,brandon,snyder,batter
Stefan Welch,Boston Red Sox,2014,1B,AA,1531,stefan,welch,batter
Justin Henry,Boston Red Sox,2014,2B,AAA,967,justin,henry,batter
Mario Martinez,Boston Red Sox,2014,3B,Hi A,1108,mario,martinez,batter
Ivan De Jesus Jr.,Boston Red Sox,2014,SS,AAA,656,ivan,de jesus jr.,batter
Ryan Dent,Boston Red Sox,2014,SS,AA,1445,ryan,dent,batter
Derrik Gibson,Boston Red Sox,2014,SS,AAA,452,derrik,gibson,batter
Jonathan Herrera,Boston Red Sox,2014,SS,AAA,844,jonathan,herrera,batter
Mike McCoy,Boston Red Sox,2014,SS,AAA,1219,mike,mccoy,batter
Heiker Meneses,Boston Red Sox,2014,SS,AA,639,heiker,meneses,batter
Pete Hissey,Boston Red Sox,2014,OF,AA,1324,pete,hissey,batter
Alberto Cabrera,Chicago Cubs,2014,RHP,AAA,33,alberto,cabrera,pitcher
Lendy Castillo,Chicago Cubs,2014,RHP,AA,1038,lendy,castillo,pitcher
Eduardo Figueroa,Chicago Cubs,2014,RHP,Hi A,517,eduardo,figueroa,pitcher
Marcus Hatley,Chicago Cubs,2014,RHP,AAA,1099,marcus,hatley,pitcher
Marcos Mateo,Chicago Cubs,2014,RHP,AAA,1098,marcos,mateo,pitcher
Carlos Pimentel,Chicago Cubs,2014,RHP,AAA,273,carlos,pimentel,pitcher
Dae-Eun Rhee,Chicago Cubs,2014,RHP,AAA,380,dae-eun,rhee,pitcher
Charlie Cutler,Chicago Cubs,2014,C,AA,304,charlie,cutler,batter
Nathan Maldonado,Chicago Cubs,2014,C,Hi A,1256,nathan,maldonado,batter
Lars Anderson,Chicago Cubs,2014,1B,AA,1031,lars,anderson,batter
Edgar Gonzalez,Chicago Cubs,2014,2B,AAA,506,edgar,gonzalez,batter
Jonathan Mota,Chicago Cubs,2014,2B,AAA,848,jonathan,mota,batter
Chris Valaika,Chicago Cubs,2014,2B,AAA,330,chris,valaika,batter
Manny Ramirez,Chicago Cubs,2014,OF,AAA,1091,manny,ramirez,batter
Josh Vitters,Chicago Cubs,2014,OF,AAA,926,josh,vitters,batter
David Cales,Chicago White Sox,2014,RHP,AA,428,david,cales,pitcher
Parker Frazier,Chicago White Sox,2014,RHP,AA,1300,parker,frazier,pitcher
Tommy Hanson,Chicago White Sox,2014,RHP,AAA,1581,tommy,hanson,pitcher
Terance Marin,Chicago White Sox,2014,RHP,AA,1552,terance,marin,pitcher
Daniel McCutchen,Chicago White Sox,2014,RHP,AAA,402,daniel,mccutchen,pitcher
Nestor Molina,Chicago White Sox,2014,RHP,AA,1261,nestor,molina,pitcher
Chien-Ming Wang,Chicago White Sox,2014,RHP,AAA,310,chien-ming,wang,pitcher
