player_name,team,fa_class,position,minor_league_level,internal_id,first_name_lower,last_name_lower,normed_position
Luis Mateo,St. Louis Cardinals,2014,SS,AAA,1074,luis,mateo,batter
Greg Miclat,St. Louis Cardinals,2014,SS,AAA,618,greg,miclat,batter
Ildemaro Vargas,St. Louis Cardinals,2014,SS,AA,649,ildemaro,vargas,batter
Josh Geer,San Diego Padres,2014,RHP,AA,910,josh,geer,pitcher
Luis Hernandez,San Diego Padres,2014,RHP,R,1066,luis,hernandez,pitcher
Michael Nix,San Diego Padres,2014,RHP,AAA,1181,michael,nix,pitcher
Jason Lane,San Diego Padres,2014,LHP,AAA,717,jason,lane,pitcher
Cody Overbeck,San Diego Padres,2014,1B,AA,346,cody,overbeck,batter
Benji Gonzalez,San Diego Padres,2014,2B,Hi A,143,benji,gonzalez,batter
Alex Castellanos,San Diego Padres,2014,3B,AAA,46,alex,castellanos,batter
Jonathan Galvez,San Diego Padres,2014,3B,AAA,842,jonathan,galvez,batter
Brian Bixler,San Diego Padres,2014,SS,AAA,207,brian,bixler,batter
Niko Gallego,San Diego Padres,2014,SS,Hi A,1278,niko,gallego,batter
Tyler Greene,San Diego Padres,2014,SS,AAA,1613,tyler,greene,batter
Jeudy Valdez,San Diego Padres,2014,SS,Hi A,778,jeudy,valdez,batter
Travis Buck,San Diego Padres,2014,OF,AAA,1595,travis,buck,batter
Jason Berken,San Francisco Giants,2014,RHP,AAA,708,jason,berken,pitcher
Mitchell Boggs,San Francisco Giants,2014,RHP,AAA,1236,mitchell,boggs,pitcher
Mike Broadway,San Francisco Giants,2014,RHP,AAA,1202,mike,broadway,pitcher
Jorge Bucardo,San Francisco Giants,2014,RHP,Hi A,861,jorge,bucardo,pitcher
Andrew Carignan,San Francisco Giants,2014,RHP,AAA,77,andrew,carignan,pitcher
Jose Casilla,San Francisco Giants,2014,RHP,AA,866,jose,casilla,pitcher
Shane Loux,San Francisco Giants,2014,RHP,AAA,1509,shane,loux,pitcher
Edwin Quirarte,San Francisco Giants,2014,RHP,AA,523,edwin,quirarte,pitcher
Adam Reifer,San Francisco Giants,2014,RHP,AAA,15,adam,reifer,pitcher
Sandy Rosario,San Francisco Giants,2014,RHP,AAA,1470,sandy,rosario,pitcher
Jose De Paula,San Francisco Giants,2014,LHP,AAA,873,jose,de paula,pitcher
Tyler LaTorre,San Francisco Giants,2014,C,AA,1619,tyler,latorre,batter
Jesus Navarro,San Francisco Giants,2014,C,Hi A,775,jesus,navarro,batter
Guillermo Quiroz,San Francisco Giants,2014,C,AAA,628,guillermo,quiroz,batter
Eliezer Zambrano,San Francisco Giants,2014,C,AA,527,eliezer,zambrano,batter
Mark Minicozzi,San Francisco Giants,2014,1B,AAA,1114,mark,minicozzi,batter
Skyler Stromsmoe,San Francisco Giants,2014,2B,AA,1527,skyler,stromsmoe,batter
Mario Lisson,San Francisco Giants,2014,3B,AA,1105,mario,lisson,batter
Nick Noonan,San Francisco Giants,2014,SS,AAA,1272,nick,noonan,batter
Tyler Graham,San Francisco Giants,2014,OF,AA,1612,tyler,graham,batter
Javier Herrera,San Francisco Giants,2014,OF,AAA,723,javier,herrera,batter
Blake Beavan,Seattle Mariners,2014,RHP,AAA,148,blake,beavan,pitcher
Moises Hernandez,Seattle Mariners,2014,RHP,AA,1239,moises,hernandez,pitcher
Luis Jimenez,Seattle Mariners,2014,RHP,DSL,1069,luis,jimenez,pitcher
Logan Kensing,Seattle Mariners,2014,RHP,AAA,1051,logan,kensing,pitcher
Ricardo Pereira,Seattle Mariners,2014,RHP,Lo A,1384,ricardo,pereira,pitcher
Stephen Shackleford,Seattle Mariners,2014,RHP,AA,1534,stephen,shackleford,pitcher
Joselito Cano,Seattle Mariners,2014,LHP,R,905,joselito,cano,pitcher
Nick Hill,Seattle Mariners,2014,LHP,AA,1271,nick,hill,pitcher
Leury Bonilla,Seattle Mariners,2014,3B,AAA,1047,leury,bonilla,batter
Nate Tenbrink,Seattle Mariners,2014,3B,AAA,1253,nate,tenbrink,batter
Gabriel Noriega,Seattle Mariners,2014,SS,AAA,594,gabriel,noriega,batter
Xavier Avery,Seattle Mariners,2014,OF,AAA,1667,xavier,avery,batter
Burt Reynolds,Seattle Mariners,2014,OF,Hi A,251,burt,reynolds,batter
Mike Colla,Tampa Bay Rays,2014,RHP,AA,1204,mike,colla,pitcher
Santiago Garrido,Tampa Bay Rays,2014,RHP,AA,1472,santiago,garrido,pitcher
Josh Lueke,Tampa Bay Rays,2014,RHP,AAA,916,josh,lueke,pitcher
Victor Mateo,Tampa Bay Rays,2014,RHP,AA,1632,victor,mateo,pitcher
Doug Mathis,Tampa Bay Rays,2014,RHP,AAA,469,doug,mathis,pitcher
Eduar Quinonez,Tampa Bay Rays,2014,RHP,Lo A,514,eduar,quinonez,pitcher
Bryce Stowell,Tampa Bay Rays,2014,RHP,AAA,244,bryce,stowell,pitcher
Albert Suarez,Tampa Bay Rays,2014,RHP,AA,31,albert,suarez,pitcher
Braulio Lara,Tampa Bay Rays,2014,LHP,AA,192,braulio,lara,pitcher
Jose Molina,Tampa Bay Rays,2014,LHP,Hi A,891,jose,molina,pitcher
Jordan Norberto,Tampa Bay Rays,2014,LHP,AA,858,jordan,norberto,pitcher
Mayobanex Acosta,Tampa Bay Rays,2014,C,AA,1164,mayobanex,acosta,batter
Ali Solis,Tampa Bay Rays,2014,C,AAA,63,ali,solis,batter
Wilson Betemit,Tampa Bay Rays,2014,1B,AAA,1665,wilson,betemit,batter
Alejandro Segovia,Tampa Bay Rays,2014,1B,AA,40,alejandro,segovia,batter
Mike Fontenot,Tampa Bay Rays,2014,2B,AAA,1209,mike,fontenot,batter
Jonathan Quinonez,Tampa Bay Rays,2014,3B,Hi A,851,jonathan,quinonez,batter
Ray Olmedo,Tampa Bay Rays,2014,SS,AAA,1368,ray,olmedo,batter
Justin Christian,Tampa Bay Rays,2014,OF,AAA,962,justin,christian,batter
James Darnell,Tampa Bay Rays,2014,OF,AAA,690,james,darnell,batter
Jeremy Moore,Tampa Bay Rays,2014,OF,AAA,759,jeremy,moore,batter
Alfredo Figaro,Texas Rangers,2014,RHP,AAA,59,alfredo,figaro,pitcher
Wilmer Font,Texas Rangers,2014,RHP,AAA,1663,wilmer,font,pitcher
Erik Hamren,Texas Rangers,2014,RHP,AA,547,erik,hamren,pitcher
Kyle Lotzkar,Texas Rangers,2014,RHP,AA,1020,kyle,lotzkar,pitcher
Francisco Mendoza,Texas Rangers,2014,RHP,AA,580,francisco,mendoza,pitcher
Scott Richmond,Texas Rangers,2014,RHP,AAA,1489,scott,richmond,pitcher
Zack Segovia,Texas Rangers,2014,RHP,AAA,1696,zack,segovia,pitcher
Pedro Figueroa,Texas Rangers,2014,LHP,AAA,1317,pedro,figueroa,pitcher
Chad James,Texas Rangers,2014,LHP,Hi A,297,chad,james,pitcher
Kevin Torres,Texas Rangers,2014,C,Hi A,1001,kevin,torres,batter
J.R. Towles,Texas Rangers,2014,C,AAA,664,j.r.,towles,batter
J.T. Wise,Texas Rangers,2014,C,AA,665,j.t.,wise,batter
Jason Donald,Texas Rangers,2014,2B,AAA,712,jason,donald,batter
Brent Lillibridge,Texas Rangers,2014,2B,AAA,197,brent,lillibridge,batter
Alex Buchholz,Texas Rangers,2014,3B,AAA,42,alex,buchholz,batter
Edwin Garcia,Texas Rangers,2014,SS,Hi A,520,edwin,garcia,batter
Ed Lucas,Texas Rangers,2014,SS,AAA,496,ed,lucas,batter
Guilder Rodriguez,Texas Rangers,2014,SS,AAA,626,guilder,rodriguez,batter
Engel Beltre,Texas Rangers,2014,OF,AAA,536,engel,beltre,batter
Cory Patton,Texas Rangers,2014,OF,AAA,369,cory,patton,batter
Bryan Petersen,Texas Rangers,2014,OF,AAA,242,bryan,petersen,batter
Austin Bibens-Dirkx,Toronto Blue Jays,2014,RHP,AA,128,austin,bibens-dirkx,pitcher
Randy Boone,Toronto Blue Jays,2014,RHP,AA,1360,randy,boone,pitcher
Scott Copeland,Toronto Blue Jays,2014,RHP,AAA,1479,scott,copeland,pitcher
Scott Gracey,Toronto Blue Jays,2014,RHP,AA,1483,scott,gracey,pitcher
Justin Jackson,Toronto Blue Jays,2014,RHP,AA,968,justin,jackson,pitcher
Mike Lee,Toronto Blue Jays,2014,RHP,AA,1213,mike,lee,pitcher
Radhames Liz,Toronto Blue Jays,2014,RHP,AAA,1338,radhames,liz,pitcher
Sergio Santos,Toronto Blue Jays,2014,RHP,AA,1505,sergio,santos,pitcher
Richard Bleier,Toronto Blue Jays,2014,LHP,AA,1387,richard,bleier,pitcher
Tony Davis,Toronto Blue Jays,2014,LHP,Hi A,1585,tony,davis,pitcher
Efrain Nieves,Toronto Blue Jays,2014,LHP,Hi A,525,efrain,nieves,pitcher
Yusuf Carter,Toronto Blue Jays,2014,C,AA,1681,yusuf,carter,batter
Mike Nickeas,Toronto Blue Jays,2014,C,AAA,1222,mike,nickeas,batter
Mike McDade,Toronto Blue Jays,2014,1B,AA,1221,mike,mcdade,batter
Brett Wallace,Toronto Blue Jays,2014,1B,AAA,204,brett,wallace,batter
Jared Goedert,Toronto Blue Jays,2014,3B,AAA,699,jared,goedert,batter
Andy LaRoche,Toronto Blue Jays,2014,3B,AAA,82,andy,laroche,batter
Cory Aldridge,Toronto Blue Jays,2014,OF,AA,366,cory,aldridge,batter
Adron Chambers,Toronto Blue Jays,2014,OF,AAA,24,adron,chambers,batter
Michael Crouse,Toronto Blue Jays,2014,OF,AA,1176,michael,crouse,batter
Melky Mesa,Toronto Blue Jays,2014,OF,AA,1166,melky,mesa,batter
Ricardo Nanita,Toronto Blue Jays,2014,OF,AAA,1383,ricardo,nanita,batter
Paul Demny,Washington Nationals,2014,RHP,AA,1313,paul,demny,pitcher
Tyler Herron,Washington Nationals,2014,RHP,AAA,1616,tyler,herron,pitcher
Mitch Lively,Washington Nationals,2014,RHP,AAA,1232,mitch,lively,pitcher
Omar Poveda,Washington Nationals,2014,RHP,AA,1288,omar,poveda,pitcher
Daniel Stange,Washington Nationals,2014,RHP,AAA,406,daniel,stange,pitcher
Zach Kroenke,Washington Nationals,2014,LHP,AA,1688,zach,kroenke,pitcher
Aaron Laffey,Washington Nationals,2014,LHP,AAA,6,aaron,laffey,pitcher
Tyler Robertson,Washington Nationals,2014,LHP,AAA,1622,tyler,robertson,pitcher
Mitch Canham,Washington Nationals,2014,C,AA,1231,mitch,canham,batter
Brian Jeroloman,Washington Nationals,2014,C,AA,219,brian,jeroloman,batter
Alex Marquez,Washington Nationals,2014,C,Lo A,51,alex,marquez,batter
Melvin Dorta,Washington Nationals,2014,2B,AA,1168,melvin,dorta,batter
Will Rhymes,Washington Nationals,2014,2B,AAA,1656,will,rhymes,batter
Brandon Laird,Washington Nationals,2014,3B,AAA,184,brandon,laird,batter
Oscar Tejeda,Washington Nationals,2014,3B,AA,1294,oscar,tejeda,batter
Destin Hood,Washington Nationals,2014,OF,AAA,456,destin,hood,batter
Quincy Latimore,Washington Nationals,2014,OF,AAA,1332,quincy,latimore,batter
Gabriel Arias,Arizona Diamondbacks,2015,RHP,AA,592,gabriel,arias,pitcher
Caleb Clay,Arizona Diamondbacks,2015,RHP,AAA,255,caleb,clay,pitcher
Edgar Garcia,Arizona Diamondbacks,2015,RHP,AA,505,edgar,garcia,pitcher
Blayne Weller,Arizona Diamondbacks,2015,RHP,AAA,159,blayne,weller,pitcher
Hector Hernandez,Arizona Diamondbacks,2015,LHP,Lo A,638,hector,hernandez,pitcher
Justin Marks,Arizona Diamondbacks,2015,LHP,AAA,970,justin,marks,pitcher
Blake Lalli,Arizona Diamondbacks,2015,C,AAA,155,blake,lalli,batter
Matt Pagnozzi,Arizona Diamondbacks,2015,C,AAA,1147,matt,pagnozzi,batter
Nick Evans,Arizona Diamondbacks,2015,1B,AAA,1269,nick,evans,batter
Gerson Montilla,Arizona Diamondbacks,2015,2B,Hi A,604,gerson,montilla,batter
Fidel Pena,Arizona Diamondbacks,2015,2B,Hi A,572,fidel,pena,batter
Walter Ibarra,Arizona Diamondbacks,2015,SS,AAA,1641,walter,ibarra,batter
Raul Navarro,Arizona Diamondbacks,2015,SS,AA,1364,raul,navarro,batter
Cody Ransom,Arizona Diamondbacks,2015,SS,AAA,347,cody,ransom,batter
Danny Worth,Arizona Diamondbacks,2015,SS,AAA,414,danny,worth,batter
Nick Buss,Arizona Diamondbacks,2015,OF,AAA,1268,nick,buss,batter
Jake Brigham,Atlanta Braves,2015,RHP,AAA,681,jake,brigham,pitcher
Carlos Fisher,Atlanta Braves,2015,RHP,AAA,263,carlos,fisher,pitcher
Justin Jackson,Atlanta Braves,2015,RHP,Hi A,969,justin,jackson,pitcher
Tyler Jones,Atlanta Braves,2015,RHP,AA,1617,tyler,jones,pitcher
Sugar Ray Marimon,Atlanta Braves,2015,RHP,AAA,1548,sugar,ray marimon,pitcher
Vin Mazzaro,Atlanta Braves,2015,RHP,AAA,1633,vin,mazzaro,pitcher
Jorge Reyes,Atlanta Braves,2015,RHP,AA,863,jorge,reyes,pitcher
Greg Ross,Atlanta Braves,2015,RHP,AA,620,greg,ross,pitcher
Andrew Barbosa,Atlanta Braves,2015,LHP,AA,76,andrew,barbosa,pitcher
Greg Smith,Atlanta Braves,2015,LHP,AAA,623,greg,smith,pitcher
Jose Yepez,Atlanta Braves,2015,C,AAA,902,jose,yepez,batter
Kevin Ahrens,Atlanta Braves,2015,3B,AA,994,kevin,ahrens,batter
Sean Kazmar,Atlanta Braves,2015,SS,AAA,1498,sean,kazmar,batter
Robby Hefflinger,Atlanta Braves,2015,OF,AA,1402,robby,hefflinger,batter
Cedric Hunter,Atlanta Braves,2015,OF,AAA,290,cedric,hunter,batter
Mycal Jones,Atlanta Braves,2015,OF,AAA,1244,mycal,jones,batter
Jesse Beal,Baltimore Orioles,2015,RHP,Hi A,768,jesse,beal,pitcher
Pedro Beato,Baltimore Orioles,2015,RHP,AAA,1316,pedro,beato,pitcher
Bobby Bundy,Baltimore Orioles,2015,RHP,AA,162,bobby,bundy,pitcher
Matt Buschmann,Baltimore Orioles,2015,RHP,AAA,1129,matt,buschmann,pitcher
Terry Doyle,Baltimore Orioles,2015,RHP,AAA,1556,terry,doyle,pitcher
Eddie Gamboa,Baltimore Orioles,2015,RHP,AAA,500,eddie,gamboa,pitcher
Matt Hobgood,Baltimore Orioles,2015,RHP,AA,1137,matt,hobgood,pitcher
Kenn Kasparek,Baltimore Orioles,2015,RHP,AA,989,kenn,kasparek,pitcher
Williams Louico,Baltimore Orioles,2015,RHP,Lo A,1659,williams,louico,pitcher
Jose Mateo,Baltimore Orioles,2015,RHP,AA,890,jose,mateo,pitcher
Mikey O’Brien,Baltimore Orioles,2015,RHP,Hi A,1226,mikey,o’brien,pitcher
Marcel Prado,Baltimore Orioles,2015,RHP,AA,1096,marcel,prado,pitcher
Andrew Robinson,Baltimore Orioles,2015,RHP,AA,80,andrew,robinson,pitcher
Jason Stoffel,Baltimore Orioles,2015,RHP,AA,721,jason,stoffel,pitcher
Elih Villanueva,Baltimore Orioles,2015,RHP,AAA,529,elih,villanueva,pitcher
Mike Belfiore,Baltimore Orioles,2015,LHP,AAA,1198,mike,belfiore,pitcher
Sean Bierman,Baltimore Orioles,2015,LHP,Hi A,1493,sean,bierman,pitcher
Pat McCoy,Baltimore Orioles,2015,LHP,AAA,1303,pat,mccoy,pitcher
Andy Oliver,Baltimore Orioles,2015,LHP,AAA,84,andy,oliver,pitcher
Ronan Pacheco,Baltimore Orioles,2015,LHP,Hi A,1419,ronan,pacheco,pitcher
Jhonathan Ramos,Baltimore Orioles,2015,LHP,AA,786,jhonathan,ramos,pitcher
Cody Wheeler,Baltimore Orioles,2015,LHP,Hi A,349,cody,wheeler,pitcher
Zach Booker,Baltimore Orioles,2015,C,AAA,1683,zach,booker,batter
Shawn McGill,Baltimore Orioles,2015,C,AA,1521,shawn,mcgill,batter
Pedro Perez,Baltimore Orioles,2015,C,Hi A,1320,pedro,perez,batter
Rossmel Perez,Baltimore Orioles,2015,C,AAA,1428,rossmel,perez,batter
Joel Polanco,Baltimore Orioles,2015,C,AA,813,joel,polanco,batter
Brandon Snyder,Baltimore Orioles,2015,1B,AA,189,brandon,snyder,batter
Derrik Gibson,Baltimore Orioles,2015,2B,AAA,453,derrik,gibson,batter
Sharlon Schoop,Baltimore Orioles,2015,2B,AAA,1512,sharlon,schoop,batter
Julio Borbon,Baltimore Orioles,2015,OF,AAA,955,julio,borbon,batter
Sean Halton,Baltimore Orioles,2015,OF,AAA,1496,sean,halton,batter
Anthony Hewitt,Baltimore Orioles,2015,OF,Hi A,98,anthony,hewitt,batter
Dayan Diaz,Boston Red Sox,2015,RHP,AAA,437,dayan,diaz,pitcher
Luis Diaz,Boston Red Sox,2015,RHP,AA,1062,luis,diaz,pitcher
Shawn Haviland,Boston Red Sox,2015,RHP,AAA,1517,shawn,haviland,pitcher
Kyle Kaminska,Boston Red Sox,2015,RHP,AA,1019,kyle,kaminska,pitcher
Jean Machi,Boston Red Sox,2015,RHP,AAA,729,jean,machi,pitcher
Zeke Spruill,Boston Red Sox,2015,RHP,AAA,1698,zeke,spruill,pitcher
Jess Todd,Boston Red Sox,2015,RHP,AAA,766,jess,todd,pitcher
Madison Younginer,Boston Red Sox,2015,RHP,AAA,1086,madison,younginer,pitcher
Luis Martinez,Boston Red Sox,2015,C,AAA,1073,luis,martinez,batter
Humberto Quintero,Boston Red Sox,2015,C,AAA,647,humberto,quintero,batter
Matt Spring,Boston Red Sox,2015,C,AAA,1151,matt,spring,batter
Joe Thurston,Boston Red Sox,2015,2B,AA,808,joe,thurston,batter
Dustin Lawley,Boston Red Sox,2015,3B,AA,481,dustin,lawley,batter
Mario Martinez,Boston Red Sox,2015,3B,Hi A,1109,mario,martinez,batter
Carlos Rivero,Boston Red Sox,2015,3B,AAA,277,carlos,rivero,batter
Oscar Tejeda,Boston Red Sox,2015,3B,AA,1295,oscar,tejeda,batter
Dreily Guerrero,Boston Red Sox,2015,SS,Hi A,471,dreily,guerrero,batter
Keury de la Cruz,Boston Red Sox,2015,OF,AA,992,keury,de la cruz,batter
Carlos Peguero,Boston Red Sox,2015,OF,AAA,270,carlos,peguero,batter
Jonathan Roof,Boston Red Sox,2015,OF,AAA,852,jonathan,roof,batter
Dave Sappelt,Boston Red Sox,2015,OF,AA,423,dave,sappelt,batter
Blake Tekotte,Boston Red Sox,2015,OF,AA,157,blake,tekotte,batter
Daniel Bard,Chicago Cubs,2015,RHP,AAA,396,daniel,bard,pitcher
Fernando Cruz,Chicago Cubs,2015,RHP,AAA,569,fernando,cruz,pitcher
Jae-Hoon Ha,Chicago Cubs,2015,RHP,SS,672,jae-hoon,ha,pitcher
Blake Parker,Chicago Cubs,2015,RHP,AAA,156,blake,parker,pitcher
Felipe Paulino,Chicago Cubs,2015,RHP,AAA,564,felipe,paulino,pitcher
Carlos Pimentel,Chicago Cubs,2015,RHP,AAA,274,carlos,pimentel,pitcher
Andres Santiago,Chicago Cubs,2015,RHP,AA,73,andres,santiago,pitcher
Jeffry Antigua,Chicago Cubs,2015,LHP,AA,740,jeffry,antigua,pitcher
Drake Britton,Chicago Cubs,2015,LHP,AAA,470,drake,britton,pitcher
Ryan Buchter,Chicago Cubs,2015,LHP,AAA,1440,ryan,buchter,pitcher
Luke Carlin,Chicago Cubs,2015,C,AAA,1084,luke,carlin,batter
Emilio Bonifacio,Chicago Cubs,2015,2B,AAA,533,emilio,bonifacio,batter
Jonathan Mota,Chicago Cubs,2015,2B,AA,849,jonathan,mota,batter
Chris Valaika,Chicago Cubs,2015,2B,AAA,331,chris,valaika,batter
Wes Darvill,Chicago Cubs,2015,SS,AA,1644,wes,darvill,batter
Adron Chambers,Chicago Cubs,2015,OF,AAA,25,adron,chambers,batter
Tim Crabbe,Chicago White Sox,2015,RHP,AA,1565,tim,crabbe,pitcher
Jesse Crain,Chicago White Sox,2015,RHP,AAA,769,jesse,crain,pitcher
Kyle Drabek,Chicago White Sox,2015,RHP,AAA,1015,kyle,drabek,pitcher
Raul Fernandez,Chicago White Sox,2015,RHP,AA,1363,raul,fernandez,pitcher
Arcenio Leon,Chicago White Sox,2015,RHP,AAA,114,arcenio,leon,pitcher
Brad Penny,Chicago White Sox,2015,RHP,AAA,171,brad,penny,pitcher
Adrian Nieto,Chicago White Sox,2015,C,AA,21,adrian,nieto,batter
Dallas Tarleton,Chicago White Sox,2015,C,AA,383,dallas,tarleton,batter
Chris Jacobs,Chicago White Sox,2015,1B,AA,322,chris,jacobs,batter
Neftali Soto,Chicago White Sox,2015,1B,AAA,1258,neftali,soto,batter
Drew Garcia,Chicago White Sox,2015,2B,AAA,475,drew,garcia,batter
Michael Johnson,Chicago White Sox,2015,2B,AA,1178,michael,johnson,batter
Tony Thomas,Chicago White Sox,2015,2B,AA,1589,tony,thomas,batter
Chris Curley,Chicago White Sox,2015,3B,AAA,315,chris,curley,batter
Justin Sellers,Chicago White Sox,2015,SS,AAA,972,justin,sellers,batter
Tyler Colvin,Chicago White Sox,2015,OF,AAA,1611,tyler,colvin,batter
Christian Marrero,Chicago White Sox,2015,OF,AA,336,christian,marrero,batter
Matt Tuiasosopo,Chicago White Sox,2015,OF,AAA,1155,matt,tuiasosopo,batter
Dayan Viciedo,Chicago White Sox,2015,OF,AAA,438,dayan,viciedo,batter
Nate Adcock,Cincinnati Reds,2015,RHP,AAA,1246,nate,adcock,pitcher
Miguel Celestino,Cincinnati Reds,2015,RHP,AAA,1187,miguel,celestino,pitcher
Jose Cisnero,Cincinnati Reds,2015,RHP,AA,871,jose,cisnero,pitcher
Jose de la Torre,Cincinnati Reds,2015,RHP,AAA,904,jose,de la torre,pitcher
Jacob Johnson,Cincinnati Reds,2015,RHP,AA,670,jacob,johnson,pitcher
David Holmberg,Cincinnati Reds,2015,LHP,AAA,431,david,holmberg,pitcher
Junior Morillo,Cincinnati Reds,2015,LHP,Lo A,960,junior,morillo,pitcher
Patrick Schuster,Cincinnati Reds,2015,LHP,AA,1310,patrick,schuster,pitcher
Yovan Gonzalez,Cincinnati Reds,2015,C,AA,1680,yovan,gonzalez,batter
Ray Chang,Cincinnati Reds,2015,2B,AA,1366,ray,chang,batter
Sammy Diaz,Cincinnati Reds,2015,2B,Hi A,1468,sammy,diaz,batter
Irving Falu,Cincinnati Reds,2015,2B,AAA,651,irving,falu,batter
Hernan Iribarren,Cincinnati Reds,2015,2B,AAA,644,hernan,iribarren,batter
Jermaine Curtis,Cincinnati Reds,2015,3B,AAA,761,jermaine,curtis,batter
Chris Dominguez,Cincinnati Reds,2015,3B,AAA,317,chris,dominguez,batter
Marquez Smith,Cincinnati Reds,2015,3B,AA,1121,marquez,smith,batter
Kris Negron,Cincinnati Reds,2015,SS,AAA,1009,kris,negron,batter
Wendell Soto,Cincinnati Reds,2015,SS,Hi A,1643,wendell,soto,batter
Junior Arias,Cincinnati Reds,2015,OF,Hi A,959,junior,arias,batter
Jason Bourgeois,Cincinnati Reds,2015,OF,AAA,710,jason,bourgeois,batter
Juan Silva,Cincinnati Reds,2015,OF,AAA,949,juan,silva,batter
Charles Brewer,Cleveland Indians,2015,RHP,AA,301,charles,brewer,pitcher
Jarrett Grube,Cleveland Indians,2015,RHP,AAA,705,jarrett,grube,pitcher
Trey Haley,Cleveland Indians,2015,RHP,AAA,1607,trey,haley,pitcher
Carlos Marmol,Cleveland Indians,2015,RHP,AAA,267,carlos,marmol,pitcher
Dustin Molleken,Cleveland Indians,2015,RHP,AAA,485,dustin,molleken,pitcher
Zach Nuding,Cleveland Indians,2015,RHP,AA,1690,zach,nuding,pitcher
Tyler Sturdevant,Cleveland Indians,2015,RHP,AAA,1624,tyler,sturdevant,pitcher
Casey Weathers,Cleveland Indians,2015,RHP,AA,286,casey,weathers,pitcher
Martin Cervenka,Cleveland Indians,2015,C,Lo A,1122,martin,cervenka,batter
Alex Monsalve,Cleveland Indians,2015,C,Hi A,52,alex,monsalve,batter
Adam Moore,Cleveland Indians,2015,C,AAA,13,adam,moore,batter
Ryan Ortiz,Cleveland Indians,2015,C,AA,1452,ryan,ortiz,batter
Omir Santos,Cleveland Indians,2015,C,SS,1290,omir,santos,batter
Kevin Howard,Cleveland Indians,2015,2B,SS,996,kevin,howard,batter
Ryan Rohlinger,Cleveland Indians,2015,3B,AAA,1457,ryan,rohlinger,batter
Justin Toole,Cleveland Indians,2015,3B,AA,975,justin,toole,batter
Audy Ciriaco,Cleveland Indians,2015,SS,AAA,127,audy,ciriaco,batter
Carlos Moncrief,Cleveland Indians,2015,OF,AA,268,carlos,moncrief,batter
Huascar Brazoban,Colorado Rockies,2015,RHP,SS,646,huascar,brazoban,pitcher
Richard Castillo,Colorado Rockies,2015,RHP,AA,1390,richard,castillo,pitcher
Bryan Evans,Colorado Rockies,2015,RHP,AA,240,bryan,evans,pitcher
Leuris Gomez,Colorado Rockies,2015,RHP,AAA,1045,leuris,gomez,pitcher
Jose Ortega,Colorado Rockies,2015,RHP,AA,896,jose,ortega,pitcher
Boone Whiting,Colorado Rockies,2015,RHP,AAA,166,boone,whiting,pitcher
Julian Yan,Colorado Rockies,2015,RHP,R,953,julian,yan,pitcher
Carlos Hernandez,Colorado Rockies,2015,LHP,AAA,265,carlos,hernandez,pitcher
John Lannan,Colorado Rockies,2015,LHP,AAA,826,john,lannan,pitcher
Rudy Owens,Colorado Rockies,2015,LHP,AAA,1432,rudy,owens,pitcher
Kraig Sitton,Colorado Rockies,2015,LHP,AA,1008,kraig,sitton,pitcher
Brock Bond,Colorado Rockies,2015,2B,AAA,224,brock,bond,batter
Charlie Culberson,Colorado Rockies,2015,2B,AAA,303,charlie,culberson,batter
Angelys Nina,Colorado Rockies,2015,2B,AAA,94,angelys,nina,batter
Jose Rivera,Colorado Rockies,2015,2B,AAA,897,jose,rivera,batter
Joey Wong,Colorado Rockies,2015,SS,AA,816,joey,wong,batter
Jeremy Barfield,Colorado Rockies,2015,OF,AAA,746,jeremy,barfield,batter
Roger Bernadina,Colorado Rockies,2015,OF,AAA,1413,roger,bernadina,batter
Tyler Massey,Colorado Rockies,2015,OF,AA,1620,tyler,massey,batter
Tim Wheeler,Colorado Rockies,2015,OF,AAA,1575,tim,wheeler,batter
Alberto Cabrera,Detroit Tigers,2015,RHP,AAA,34,alberto,cabrera,pitcher
Juancito de la Cruz,Detroit Tigers,2015,RHP,DSL,952,juancito,de la cruz,pitcher
Rafael Dolis,Detroit Tigers,2015,RHP,AAA,1342,rafael,dolis,pitcher
Derek Hankins,Detroit Tigers,2015,RHP,AA,449,derek,hankins,pitcher
Tim Melville,Detroit Tigers,2015,RHP,AAA,1572,tim,melville,pitcher
Melvin Mercedes,Detroit Tigers,2015,RHP,AAA,1170,melvin,mercedes,pitcher
Ross Seaton,Detroit Tigers,2015,RHP,Lo A,1423,ross,seaton,pitcher
Miguel Vargas,Detroit Tigers,2015,RHP,VSL,1195,miguel,vargas,pitcher
Thad Weber,Detroit Tigers,2015,RHP,AAA,1557,thad,weber,pitcher
Josh Zeid,Detroit Tigers,2015,RHP,AAA,928,josh,zeid,pitcher
John Murrian,Detroit Tigers,2015,C,AA,827,john,murrian,batter
Mike Hessman,Detroit Tigers,2015,1B,AAA,1211,mike,hessman,batter
Alexi Casilla,Detroit Tigers,2015,2B,AAA,57,alexi,casilla,batter
Wade Gaynor,Detroit Tigers,2015,3B,AA,1638,wade,gaynor,batter
Francisco Martinez,Detroit Tigers,2015,3B,Hi A,579,francisco,martinez,batter
Alberto Gonzalez,Detroit Tigers,2015,SS,AAA,35,alberto,gonzalez,batter
Jiwan James,Detroit Tigers,2015,OF,Hi A,799,jiwan,james,batter
Trayvon Robinson,Detroit Tigers,2015,OF,AAA,1603,trayvon,robinson,batter
